time_seconds,source,objective,G,P,improvement_over_previous,verifier_passed,route_count,served_station_count,total_pickup,total_drop,depot_unload,incumbent_hash,exported_incumbent_path,paper_reproducible,contributes_lower_bound,accepted
2.8359144,native_hga_tgbc_initial,0.694563379869,0.233864385157,3.07132663142,0.847822499967,true,4,33,144,127,17,89895ff4b91e53e9,,true,false,true
