id,JDS_X_UB,JDS_C_UB,JDS_X_wall_seconds,JDS_C_wall_seconds,UB_improvement,relative_UB_improvement,accepted_insertions,accepted_quantities,all25_logical_paths_equal,same_final_routes,joint_neighborhood_exhausted,scope
D3,0.0781153026105612,0.0781153026105612,0.06300000008195639,0.06300000008195639,0.0,0.0,0,0,True,True,True,startup_only_no_certificate_or_full_performance_claim
C2,0.8370914675547019,0.8370914675547019,0.06199999991804361,0.07799999974668026,0.0,0.0,0,0,True,True,True,startup_only_no_certificate_or_full_performance_claim
D4,0.506422789224163,0.506422789224163,0.07899999991059303,0.07800000021234155,0.0,0.0,0,0,True,True,True,startup_only_no_certificate_or_full_performance_claim
D6,0.1600272806044027,0.1600272806044027,5.79700000025332,5.8280000002123415,0.0,0.0,0,0,True,True,True,startup_only_no_certificate_or_full_performance_claim
D7,0.3807736874624573,0.3316215612701626,10.219000000040978,10.234999999869615,0.0491521261922947,0.12908488115303632,2,5,True,False,True,startup_only_no_certificate_or_full_performance_claim
