leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,model_sha256,native_log
L0.0.0.1.1.1.1,MIP,"INFEASIBLE",0,16.653,0.00800014,0.0159346,0,0,0,0.0445887,bafeb7d38d9677f31d610cdb0d0d7afaeac5ba6c6e25c468eb44ef05da7b71c3,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.0.1.1.1.1_terminal_mip.gurobi.log"
L0.0.1.0,LP,"OPTIMAL",0,16.5187,0.146,0.401163,0,1693,0,0.0445887,87f66d593f036645dfa634266e53e9bc8056ad2058704dd9a8f304decc491d91,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.0_lp.gurobi.log"
L0.0.1.1,LP,"OPTIMAL",0,16.2242,0.15,0.427879,0,2038,0,0.0445887,1b3c3f8c8189993a8e9274f7e932a635dcf069f2bfb5cb440201540426ab9e51,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.1_lp.gurobi.log"
L0.0.1.0.0,LP,"OPTIMAL",0,15.9235,0.154,0.443475,0,1751,0,0.0445887,eff761860988820aac3336a5ad3cbefe36f355a6cb1d2e4745b41eb5f6a78fd9,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.0.0_lp.gurobi.log"
L0.0.1.0.1,LP,"OPTIMAL",0,15.618,0.156,0.446298,0,1829,0,0.0445887,0b27a8ac83b1f3f2a22f773219d01425a84f3aa81f780e67a5137588c99e1803,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.0.1_lp.gurobi.log"
L0.0.1.0.0.0,LP,"OPTIMAL",0,15.3106,0.138,0.380525,0,1546,0,0.0445887,6fa6039f7dbd0960357a6a58249a95031b45c71cf59f7205a2f1a91db9b2d39b,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.0.0.0_lp.gurobi.log"
L0.0.1.0.0.1,LP,"OPTIMAL",0,15.0235,0.151,0.433782,0,1659,0,0.0445887,e7b0a7184889cfcfd6ce7e3a7f7c3fab1e937d29c01f840a8105413c81a1a943,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.0.0.1_lp.gurobi.log"
L0.0.1.0.0.0.0,LP,"OPTIMAL",0,14.7238,0.16,0.456396,0,1925,0,0.0445887,d09e284a8e8377a0184a30863441bfe14fe01c7b0a690f488870b3beabd1d5ed,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.0.0.0.0_lp.gurobi.log"
L0.0.1.0.0.0.1,LP,"OPTIMAL",0,14.4168,0.15,0.417712,0,1730,0,0.0445887,dc877f94eecf17d0e72a0202cd9b71c93dc22b14a77e2118a96082c90a700429,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.0.0.0.1_lp.gurobi.log"
L0.0.1.0.0.0.0,MIP,"INFEASIBLE",0,14.2328,0.00699997,0.0159617,0,0,0,0.0445887,d09e284a8e8377a0184a30863441bfe14fe01c7b0a690f488870b3beabd1d5ed,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.0.0.0.0_terminal_mip.gurobi.log"
L0.0.1.0.0.0.1,MIP,"INFEASIBLE",0,14.2119,0.00699997,0.0160131,0,0,0,0.0445887,dc877f94eecf17d0e72a0202cd9b71c93dc22b14a77e2118a96082c90a700429,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.0.0.0.1_terminal_mip.gurobi.log"
L0.0.1.0.0.1.0,LP,"OPTIMAL",0,14.0775,0.152,0.434712,0,1773,0,0.0445887,6f5fffef2813244fb278582783495579048303c232ca78167b641823ec0030a0,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.0.0.1.0_lp.gurobi.log"
L0.0.1.0.0.1.1,LP,"OPTIMAL",0,13.7747,0.144,0.399159,0,1534,0,0.0445887,351e8bb0b1c46c69ac326456174d222345b38df4b5d53525e7b09edbe24107a7,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.0.0.1.1_lp.gurobi.log"
L0.0.1.0.0.1.0,MIP,"INFEASIBLE",0,13.5935,0.00800014,0.0160188,0,0,0,0.0445887,6f5fffef2813244fb278582783495579048303c232ca78167b641823ec0030a0,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.0.0.1.0_terminal_mip.gurobi.log"
L0.0.1.0.0.1.1,MIP,"INFEASIBLE",0,13.5736,0.00800014,0.0159565,0,0,0,0.0445887,351e8bb0b1c46c69ac326456174d222345b38df4b5d53525e7b09edbe24107a7,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.0.0.1.1_terminal_mip.gurobi.log"
L0.0.1.0.1.0,LP,"OPTIMAL",0,13.4404,0.139,0.402457,0,1612,0,0.0445887,32c0679626c4dd56968a5ef2f0612cf03c42080ddda8a8c6e8ab2c9d3fb305f0,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.0.1.0_lp.gurobi.log"
L0.0.1.0.1.1,LP,"OPTIMAL",0,13.1522,0.139,0.403162,0,1695,0,0.0445887,a4791d0f533d4c0222ddcadb3ae2d56f3107ff141d47c6ac552d195763054d7a,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.0.1.1_lp.gurobi.log"
L0.0.1.0.1.0.0,LP,"OPTIMAL",0,12.8629,0.149,0.435028,0,1796,0,0.0445887,ece959c6e745e5b9bd6ae74e1e545325e04b2045a1779df9e60892758d013cd4,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.0.1.0.0_lp.gurobi.log"
L0.0.1.0.1.0.1,LP,"OPTIMAL",0,12.568,0.139,0.397397,0,1593,0,0.0445887,852724c43fc4d00f89ebe90b486c6b2712c3cfd1d936e98e05c027463caf0725,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.0.1.0.1_lp.gurobi.log"
L0.0.1.0.1.0.0,MIP,"INFEASIBLE",0,12.3943,0.00699997,0.0158877,0,0,0,0.0445887,ece959c6e745e5b9bd6ae74e1e545325e04b2045a1779df9e60892758d013cd4,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.0.1.0.0_terminal_mip.gurobi.log"
L0.0.1.0.1.0.1,MIP,"INFEASIBLE",0,12.3747,0.00800014,0.0158681,0,0,0,0.0445887,852724c43fc4d00f89ebe90b486c6b2712c3cfd1d936e98e05c027463caf0725,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.0.1.0.1_terminal_mip.gurobi.log"
L0.0.1.0.1.1.0,LP,"OPTIMAL",0,12.2413,0.133,0.381733,0,1644,0,0.0445887,16359bb098cbd83da2a48782a5ed01795498675a77803f126f709a40f48de3ca,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.0.1.1.0_lp.gurobi.log"
L0.0.1.0.1.1.1,LP,"OPTIMAL",0,11.9621,0.145,0.434885,0,1738,0,0.0445887,c5332ab796420fbaae92db7ffc4bada4d8e986a9870dedbbd4327a4d6f56469f,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.0.1.1.1_lp.gurobi.log"
L0.0.1.0.1.1.0,MIP,"INFEASIBLE",0,11.7822,0.00800014,0.0164216,0,0,0,0.0445887,16359bb098cbd83da2a48782a5ed01795498675a77803f126f709a40f48de3ca,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.0.1.1.0_terminal_mip.gurobi.log"
L0.0.1.0.1.1.1,MIP,"INFEASIBLE",0,11.7628,0.00800014,0.0164228,0,0,0,0.0445887,c5332ab796420fbaae92db7ffc4bada4d8e986a9870dedbbd4327a4d6f56469f,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.0.1.1.1_terminal_mip.gurobi.log"
L0.0.1.1.0,LP,"OPTIMAL",0,11.6299,0.157,0.462116,0,1761,0,0.0445887,210db0fe13e4b49f98a57609e70b0af399100ae5862bfa8a5e5818b928634c73,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.1.0_lp.gurobi.log"
L0.0.1.1.1,LP,"OPTIMAL",0,11.3213,0.136,0.394873,0,1561,0,0.0445887,c1a57c5b7d82d46f05deea397aa5a6d706bc07a26a8e31862b5b3c39c36c20a3,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.1.1_lp.gurobi.log"
L0.0.1.1.0.0,LP,"OPTIMAL",0,11.0389,0.139,0.415771,0,1726,0,0.0445887,6ea1f698edb7b76ce837d21e43ebd7608220bcaa617bed3088d117795ff7459e,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.1.0.0_lp.gurobi.log"
L0.0.1.1.0.1,LP,"OPTIMAL",0,10.7522,0.158,0.463013,0,1826,0,0.0445887,ebd4e207c88f3a04b8d82aa8f623006f79035516ef80451d0e941d9f349c8f9b,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.1.0.1_lp.gurobi.log"
L0.0.1.1.0.0.0,LP,"OPTIMAL",0,10.4484,0.149,0.424897,0,1714,0,0.0445887,c213f86d10ebfbdade9e51f307899607720f76d4ba2a2c7825f0d26d6e0dfe00,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.1.0.0.0_lp.gurobi.log"
L0.0.1.1.0.0.1,LP,"OPTIMAL",0,10.1504,0.139,0.412016,0,1712,0,0.0445887,18569ac724d565b1a492c38caa5a32c1979905ba4517b5d011ee6484616b537a,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.1.0.0.1_lp.gurobi.log"
L0.0.1.1.0.0.0,MIP,"INFEASIBLE",0,9.97772,0.0079999,0.0164539,0,0,0,0.0445887,c213f86d10ebfbdade9e51f307899607720f76d4ba2a2c7825f0d26d6e0dfe00,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.1.0.0.0_terminal_mip.gurobi.log"
L0.0.1.1.0.0.1,MIP,"INFEASIBLE",0,9.95526,0.115,0.256102,0,0,0,0.0445887,18569ac724d565b1a492c38caa5a32c1979905ba4517b5d011ee6484616b537a,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.1.0.0.1_terminal_mip.gurobi.log"
L0.0.1.1.0.1.0,LP,"OPTIMAL",0,9.71266,0.157,0.455677,0,1933,0,0.0445887,cff6f30c3da718be70e2b3c8df15a4603f02ffc29b077386ea8954575e43fe78,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.1.0.1.0_lp.gurobi.log"
L0.0.1.1.0.1.1,LP,"OPTIMAL",0,9.40647,0.152,0.442634,0,1784,0,0.0445887,f0dcf30ff13e63cc365522dedbe19019d26304a5b0e34481b6c51ac15b765d7b,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.1.0.1.1_lp.gurobi.log"
L0.0.1.1.0.1.0,MIP,"INFEASIBLE",0,9.2212,0.112,0.256108,0,0,0,0.0445887,cff6f30c3da718be70e2b3c8df15a4603f02ffc29b077386ea8954575e43fe78,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.1.0.1.0_terminal_mip.gurobi.log"
L0.0.1.1.0.1.1,MIP,"INFEASIBLE",0,9.09622,0.219,0.396588,0,0,0,0.0445887,f0dcf30ff13e63cc365522dedbe19019d26304a5b0e34481b6c51ac15b765d7b,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.1.0.1.1_terminal_mip.gurobi.log"
L0.0.1.1.1.0,LP,"OPTIMAL",0,8.75124,0.151,0.447437,0,1705,0,0.0445887,0e1306b849d6972698ad4f4d5b8a63bd9af5c634061117912839cf9fd5d04540,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.1.1.0_lp.gurobi.log"
L0.0.1.1.1.1,LP,"OPTIMAL",0,8.45038,0.144,0.409857,0,1669,0,0.0445887,ef380d98f026330b30ff696d343695b7f0fe6fbf6c952ca77461c1da9f99b968,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.1.1.1_lp.gurobi.log"
L0.0.1.1.1.0.0,LP,"OPTIMAL",0,8.15799,0.169,0.509807,0,1955,0,0.0445887,9d4ba1d6dde54681ec5b74ac66d9f818d2e0d5377cfd7c83468141e661360baa,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.1.1.0.0_lp.gurobi.log"
L0.0.1.1.1.0.1,LP,"OPTIMAL",0,7.84242,0.138,0.381709,0,1602,0,0.0445887,2d991ccf34ab94c8bdd72a7018e487413af213063c40124bd547ec86d505584f,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.1.1.0.1_lp.gurobi.log"
L0.0.1.1.1.0.0,MIP,"INFEASIBLE",0,7.66847,0.215,0.396714,0,0,0,0.0445887,9d4ba1d6dde54681ec5b74ac66d9f818d2e0d5377cfd7c83468141e661360baa,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.1.1.0.0_terminal_mip.gurobi.log"
L0.0.1.1.1.0.1,MIP,"INFEASIBLE",0,7.44011,0.22,0.396782,0,0,0,0.0445887,2d991ccf34ab94c8bdd72a7018e487413af213063c40124bd547ec86d505584f,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.1.1.0.1_terminal_mip.gurobi.log"
L0.0.1.1.1.1.0,LP,"OPTIMAL",0,7.09193,0.144,0.430928,0,1983,0,0.0445887,bdc2b7ab1233488068423c7c65ccb180b7877ec06c3bd092bc9e270e45e74201,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.1.1.1.0_lp.gurobi.log"
L0.0.1.1.1.1.1,LP,"OPTIMAL",0,6.80166,0.14,0.405453,0,1553,0,0.0445887,2a042baecab7f571428a3fbbb53d293324e81f16616be68edfe43211aceb8975,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.1.1.1.1_lp.gurobi.log"
L0.0.1.1.1.1.0,MIP,"INFEASIBLE",0,6.62943,0.216,0.396253,0,0,0,0.0445887,bdc2b7ab1233488068423c7c65ccb180b7877ec06c3bd092bc9e270e45e74201,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L0.0.1.1.1.1.0_terminal_mip.gurobi.log"
L1,LP,"OPTIMAL",0,6.28536,0.211,0.616233,0,2859,0,0.0445887,03c4946184855312018f2380e1a78f825b6f79fdf7f7468cd1612cfb7dc0c626,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L1_lp.gurobi.log"
L1.0,LP,"OPTIMAL",0,5.92411,0.159,0.512702,0,2408,0,0.0445887,50b746eee5f20c9742f228b246fed8eff1f8fa2272147743807cc422e68cb32a,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L1.0_lp.gurobi.log"
L1.1,LP,"OPTIMAL",0,5.61752,0.129,0.40021,0,1875,0,0.0445887,49bef6e937575f466476d7eae94fa391ee811bdca6bbb09c559fb2367f204974,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\moderate4301_c4_60s\external\native_logs\L1.1_lp.gurobi.log"
