run_id,leaf_id,gamma_L,gamma_U,parent_id,split_depth,child_index,parent_child_coverage_valid,parent_replaced,initial_bound,final_bound,lower_bound_sources,screening_time,exact_solver_time,time_while_controlling,time_while_noncontrolling,attempt_count,cumulative_allocated_time,first_attempt_time,last_attempt_time,final_status,closure_source,instance_hash,model_fingerprint,formulation_profile,latest_checkpoint_sequence,checkpoint_acceptance_status,checkpoint_rejection_reason
official__moderate_seed3302__tailored_controlling_scheduler_static__900s,0,0,0.0489091,root,0,-1,true,false,0,0.124548,gamma_floor|solver_final_fixed_interval_bound,0,769.484,769.484,0,5,768.265,0.0064515,830.137,open,,5023fc071e6d33a9,173bd23e5c0af2ad,round17_static_no_callback_paper_safe,0,not_seen,not_seen
official__moderate_seed3302__tailored_controlling_scheduler_static__900s,1,0.0489091,0.0978181,root,0,-1,true,false,0.0489091,0.142176,gamma_floor|solver_final_fixed_interval_bound,0,30.315,30.315,0,1,30,30.2879,60.6088,open,,5023fc071e6d33a9,0ff66d66039285a1,round17_static_no_callback_paper_safe,0,not_seen,not_seen
official__moderate_seed3302__tailored_controlling_scheduler_static__900s,2,0.0978181,0.146727,root,0,-1,true,false,0.0978181,0.169726,gamma_floor|solver_final_fixed_interval_bound,0,30.2875,30.2875,0,1,30,60.6088,90.902,open,,5023fc071e6d33a9,db35e233c7d64762,round17_static_no_callback_paper_safe,0,not_seen,not_seen
official__moderate_seed3302__tailored_controlling_scheduler_static__900s,3,0.146727,0.195636,root,0,-1,true,false,0.146727,0.146727,gamma_floor,0,0,0,0,0,0,-1,-1,open,,5023fc071e6d33a9,pending_fixed_interval_export,round17_static_no_callback_paper_safe,0,not_seen,not_seen
