run_id,leaf_id,gamma_L,gamma_U,parent_id,split_depth,child_index,parent_child_coverage_valid,parent_replaced,initial_bound,final_bound,lower_bound_sources,screening_time,exact_solver_time,time_while_controlling,time_while_noncontrolling,attempt_count,cumulative_allocated_time,first_attempt_time,last_attempt_time,final_status,closure_source,instance_hash,model_fingerprint,formulation_profile,latest_checkpoint_sequence,checkpoint_acceptance_status,checkpoint_rejection_reason
official__moderate_seed3301__tailored_controlling_scheduler_static__300s,0,0,0.0122881,root,0,-1,true,false,0,0.0491526,gamma_floor|solver_final_fixed_interval_bound,0,1.73935,1.73935,0,1,30,0.0039114,1.74901,fathomed,solver_final_exact_closure,d5bf31d0bb885c86,17012bed72fee9ea,round17_static_no_callback_paper_safe,0,not_seen,not_seen
official__moderate_seed3301__tailored_controlling_scheduler_static__300s,1,0.0122881,0.0245763,root,0,-1,true,false,0.0122881,0.044528,gamma_floor|solver_final_fixed_interval_bound,0,211.887,211.887,0,4,210.987,1.74903,244.453,open,,d5bf31d0bb885c86,e3128baf3cae0d52,round17_static_no_callback_paper_safe,0,not_seen,not_seen
official__moderate_seed3301__tailored_controlling_scheduler_static__300s,2,0.0245763,0.0368644,root,0,-1,true,false,0.0245763,0.0478661,gamma_floor|solver_final_fixed_interval_bound,0,30.2466,30.2466,0,1,30,32.0699,62.3248,open,,d5bf31d0bb885c86,976d8193a8dbb6ef,round17_static_no_callback_paper_safe,0,not_seen,not_seen
official__moderate_seed3301__tailored_controlling_scheduler_static__300s,3,0.0368644,0.0491526,root,0,-1,true,false,0.0368644,0.0491526,gamma_floor|solver_final_fixed_interval_bound,0,0.530037,0.530037,0,1,30,62.3249,62.8605,fathomed,solver_final_exact_closure,d5bf31d0bb885c86,b22fa7bb139c495b,round17_static_no_callback_paper_safe,0,not_seen,not_seen
