run_id,event_sequence,elapsed_wall_seconds,remaining_wall_seconds,cutoff,global_lb_before,global_lb_after,controlling_set,selected_leaf_id,gamma_L,gamma_U,leaf_bound_before,leaf_bound_after,competing_minimum_bound,action_type,tie_round,selection_position,attempt_number,requested_quantum,effective_native_time_limit,actual_solver_time,solver_status,solver_final_best_bound,checkpoint_best_bound,checkpoint_acceptance_status,checkpoint_rejection_reason,leaf_status_after,model_fingerprint,parent_id,child_ids,finalization_source,native_time_limit_param_id,native_time_limit_set_rc
official__moderate_seed3302__tailored_controlling_scheduler_static__300s,0,82.0053,217.995,0.195636,0,0.0489091,0,0,0,0.0489091,0,0.122825,0,exact_solve,0,0,0,30,30,30.127,"time limit exceeded, no integer solution",0.122825,0,not_seen,not_seen,open,173bd23e5c0af2ad,root,none,cplex_time_limit_with_valid_best_bound,1039,0
official__moderate_seed3302__tailored_controlling_scheduler_static__300s,1,112.187,187.813,0.195636,0.0489091,0.0978181,1,1,0.0489091,0.0978181,0.0489091,0.142176,0.0489091,exact_solve,0,0,0,30,30,30.1718,"time limit exceeded, no integer solution",0.142176,0,not_seen,not_seen,open,0ff66d66039285a1,root,none,cplex_time_limit_with_valid_best_bound,1039,0
official__moderate_seed3302__tailored_controlling_scheduler_static__300s,2,142.325,157.675,0.195636,0.0978181,0.122825,2,2,0.0978181,0.146727,0.0978181,0.169726,0.0978181,exact_solve,0,0,0,30,30,30.1318,"time limit exceeded, no integer solution",0.169726,0,not_seen,not_seen,open,db35e233c7d64762,root,none,cplex_time_limit_with_valid_best_bound,1039,0
official__moderate_seed3302__tailored_controlling_scheduler_static__300s,3,202.552,97.4475,0.195636,0.122825,0.122825,0,0,0,0.0489091,0.122825,0.122825,0.122825,exact_solve,0,0,1,60,60,60.2061,"time limit exceeded, no integer solution",0.122825,0,not_seen,not_seen,open,173bd23e5c0af2ad,root,none,cplex_time_limit_with_valid_best_bound,1039,0
official__moderate_seed3302__tailored_controlling_scheduler_static__300s,4,294.217,5.78287,0.195636,0.122825,0.122825,0,0,0,0.0489091,0.122825,0.122825,0.122825,exact_solve,0,0,2,120,91.4475,91.6589,"time limit exceeded, no integer solution",0.122825,0,not_seen,not_seen,open,173bd23e5c0af2ad,root,none,cplex_time_limit_with_valid_best_bound,1039,0
