interval_id,gamma_L,gamma_U,status,certificate_basis,solver_status,proven_infeasible,feasible_improving,timeout,best_bound,objective,runtime_seconds,depth,parent_id,time_limit_used,budget_policy,model_type,bound_valid,bound_scope,can_merge_bound,gap_to_cutoff,bound_used_for_merge,closed_by_bound,gini_spread_cuts_added,required_movement_lb,required_movement_cuts_added,global_handling_capacity_lb,global_handling_capacity_cuts_added,transfer_subset_capacity_cuts_added,low_gini_ratio_band_domains_tightened,direct_gini_cap_rows,tight_mccormick_rows,inventory_conservation_rows,movement_reachability_domains,visit_inventory_linking_rows,objective_estimator_cutoff_rows,penalty_lb,support_duration_pair_cuts,support_duration_triple_cuts,transfer_compatibility_cuts,receiver_source_cover_cuts,variable_s_centering_rows,s_range_rows,sp_product_mccormick_rows,sp_product_estimator_rows,oracle_strengthening_families_enabled,json_path,lp_path,log_path
0,0,0.150176109171,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,"time limit exceeded, no integer solution",false,false,true,0.501558078176,0,30.167603,0,root,30,total,original_compact_objective_bound,true,original_fixed_interval,true,0.0991463485095,0.501558078176,false,190,0,2,0,1,0,11,1,440,2,10,40,1,2,570,3420,60,0,380,0,4,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|inventory_conservation|movement_reachability_domains|visit_inventory_linking|global_handling_capacity|support_duration|transfer_compat|direct_gini_cap_floor|interval_tight_mccormick|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|low_gini_centering|variable_s_centering|sp_product_estimator|gini_interval_bound|verified_incumbent_objective_row|penalty_final_inventory_domain|interval_tight_mccormick_G_bit|gini_pairwise_spread|required_station_movement|low_gini_centering_band|variable_s_low_gini_centering|objective_lower_estimator_cutoff|penalty_lower_bound_closure|penalty_deviation_upper_bound|sp_product_objective_estimator_paper_safe|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|global_handling_capacity_pickup_only,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_0.json,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_0.lp,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_0.cplex.log
1,0.150176109171,0.300352218343,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,"time limit exceeded, no integer solution",false,false,true,0.53336264862,0,30.1928326,0,root,30,total,original_compact_objective_bound,true,original_fixed_interval,true,0.0673417780649,0.53336264862,false,190,0,2,0,1,0,11,1,440,2,10,40,1,2,570,3420,60,0,380,0,4,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|inventory_conservation|movement_reachability_domains|visit_inventory_linking|global_handling_capacity|support_duration|transfer_compat|direct_gini_cap_floor|interval_tight_mccormick|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|low_gini_centering|variable_s_centering|sp_product_estimator|gini_interval_bound|verified_incumbent_objective_row|penalty_final_inventory_domain|interval_tight_mccormick_G_bit|gini_pairwise_spread|required_station_movement|low_gini_centering_band|variable_s_low_gini_centering|objective_lower_estimator_cutoff|penalty_lower_bound_closure|penalty_deviation_upper_bound|sp_product_objective_estimator_paper_safe|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|global_handling_capacity_pickup_only,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_1.json,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_1.lp,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_1.cplex.log
3,0.450528327514,0.600704436685,interval_unresolved,interval_exact_cutoff_mip_unresolved,optimal,false,false,false,0,0,0.172188,0,root,30,total,original_compact_objective_bound,false,original_fixed_interval,false,0,0,false,190,0,1,0,1,0,10,1,440,2,10,40,1,0,570,3420,60,0,380,0,4,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|inventory_conservation|movement_reachability_domains|visit_inventory_linking|global_handling_capacity|support_duration|transfer_compat|direct_gini_cap_floor|interval_tight_mccormick|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|low_gini_centering|variable_s_centering|sp_product_estimator|gini_interval_bound|verified_incumbent_objective_row|penalty_final_inventory_domain|interval_tight_mccormick_G_bit|gini_pairwise_spread|required_station_movement|low_gini_centering_band|variable_s_low_gini_centering|objective_lower_estimator_cutoff|penalty_lower_bound_closure|penalty_deviation_upper_bound|sp_product_objective_estimator_paper_safe|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|global_handling_capacity_pickup_only,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_3.json,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_3.lp,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_3.cplex.log
3,0.450528327514,0.600704436685,interval_unresolved,interval_exact_cutoff_mip_unresolved,optimal,false,false,false,0,0,0.1753914,0,root,60,total,original_compact_objective_bound,false,original_fixed_interval,false,0,0,false,190,0,1,0,1,0,10,1,440,2,10,40,1,0,570,3420,60,0,380,0,4,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|inventory_conservation|movement_reachability_domains|visit_inventory_linking|global_handling_capacity|support_duration|transfer_compat|direct_gini_cap_floor|interval_tight_mccormick|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|low_gini_centering|variable_s_centering|sp_product_estimator|gini_interval_bound|verified_incumbent_objective_row|penalty_final_inventory_domain|interval_tight_mccormick_G_bit|gini_pairwise_spread|required_station_movement|low_gini_centering_band|variable_s_low_gini_centering|objective_lower_estimator_cutoff|penalty_lower_bound_closure|penalty_deviation_upper_bound|sp_product_objective_estimator_paper_safe|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|global_handling_capacity_pickup_only,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_3.json,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_3.lp,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_3.cplex.log
3,0.450528327514,0.600704436685,interval_unresolved,interval_exact_cutoff_mip_unresolved,optimal,false,false,false,0,0,0.1685198,0,root,120,total,original_compact_objective_bound,false,original_fixed_interval,false,0,0,false,190,0,1,0,1,0,10,1,440,2,10,40,1,0,570,3420,60,0,380,0,4,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|inventory_conservation|movement_reachability_domains|visit_inventory_linking|global_handling_capacity|support_duration|transfer_compat|direct_gini_cap_floor|interval_tight_mccormick|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|low_gini_centering|variable_s_centering|sp_product_estimator|gini_interval_bound|verified_incumbent_objective_row|penalty_final_inventory_domain|interval_tight_mccormick_G_bit|gini_pairwise_spread|required_station_movement|low_gini_centering_band|variable_s_low_gini_centering|objective_lower_estimator_cutoff|penalty_lower_bound_closure|penalty_deviation_upper_bound|sp_product_objective_estimator_paper_safe|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|global_handling_capacity_pickup_only,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_3.json,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_3.lp,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_3.cplex.log
3,0.450528327514,0.600704436685,interval_unresolved,interval_exact_cutoff_mip_unresolved,optimal,false,false,false,0,0,0.174643,0,root,165.1296602,total,original_compact_objective_bound,false,original_fixed_interval,false,0,0,false,190,0,1,0,1,0,10,1,440,2,10,40,1,0,570,3420,60,0,380,0,4,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|inventory_conservation|movement_reachability_domains|visit_inventory_linking|global_handling_capacity|support_duration|transfer_compat|direct_gini_cap_floor|interval_tight_mccormick|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|low_gini_centering|variable_s_centering|sp_product_estimator|gini_interval_bound|verified_incumbent_objective_row|penalty_final_inventory_domain|interval_tight_mccormick_G_bit|gini_pairwise_spread|required_station_movement|low_gini_centering_band|variable_s_low_gini_centering|objective_lower_estimator_cutoff|penalty_lower_bound_closure|penalty_deviation_upper_bound|sp_product_objective_estimator_paper_safe|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|global_handling_capacity_pickup_only,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_3.json,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_3.lp,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_3.cplex.log
3,0.450528327514,0.600704436685,interval_unresolved,interval_exact_cutoff_mip_unresolved,optimal,false,false,false,0,0,0.1835804,0,root,164.9474701,total,original_compact_objective_bound,false,original_fixed_interval,false,0,0,false,190,0,1,0,1,0,10,1,440,2,10,40,1,0,570,3420,60,0,380,0,4,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|inventory_conservation|movement_reachability_domains|visit_inventory_linking|global_handling_capacity|support_duration|transfer_compat|direct_gini_cap_floor|interval_tight_mccormick|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|low_gini_centering|variable_s_centering|sp_product_estimator|gini_interval_bound|verified_incumbent_objective_row|penalty_final_inventory_domain|interval_tight_mccormick_G_bit|gini_pairwise_spread|required_station_movement|low_gini_centering_band|variable_s_low_gini_centering|objective_lower_estimator_cutoff|penalty_lower_bound_closure|penalty_deviation_upper_bound|sp_product_objective_estimator_paper_safe|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|global_handling_capacity_pickup_only,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_3.json,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_3.lp,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_3.cplex.log
3,0.450528327514,0.600704436685,interval_unresolved,interval_exact_cutoff_mip_unresolved,optimal,false,false,false,0,0,0.1708866,0,root,164.7581999,total,original_compact_objective_bound,false,original_fixed_interval,false,0,0,false,190,0,1,0,1,0,10,1,440,2,10,40,1,0,570,3420,60,0,380,0,4,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|inventory_conservation|movement_reachability_domains|visit_inventory_linking|global_handling_capacity|support_duration|transfer_compat|direct_gini_cap_floor|interval_tight_mccormick|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|low_gini_centering|variable_s_centering|sp_product_estimator|gini_interval_bound|verified_incumbent_objective_row|penalty_final_inventory_domain|interval_tight_mccormick_G_bit|gini_pairwise_spread|required_station_movement|low_gini_centering_band|variable_s_low_gini_centering|objective_lower_estimator_cutoff|penalty_lower_bound_closure|penalty_deviation_upper_bound|sp_product_objective_estimator_paper_safe|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|global_handling_capacity_pickup_only,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_3.json,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_3.lp,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_3.cplex.log
3,0.450528327514,0.600704436685,interval_unresolved,interval_exact_cutoff_mip_unresolved,optimal,false,false,false,0,0,0.1746357,0,root,164.5816205,total,original_compact_objective_bound,false,original_fixed_interval,false,0,0,false,190,0,1,0,1,0,10,1,440,2,10,40,1,0,570,3420,60,0,380,0,4,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|inventory_conservation|movement_reachability_domains|visit_inventory_linking|global_handling_capacity|support_duration|transfer_compat|direct_gini_cap_floor|interval_tight_mccormick|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|low_gini_centering|variable_s_centering|sp_product_estimator|gini_interval_bound|verified_incumbent_objective_row|penalty_final_inventory_domain|interval_tight_mccormick_G_bit|gini_pairwise_spread|required_station_movement|low_gini_centering_band|variable_s_low_gini_centering|objective_lower_estimator_cutoff|penalty_lower_bound_closure|penalty_deviation_upper_bound|sp_product_objective_estimator_paper_safe|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|global_handling_capacity_pickup_only,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_3.json,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_3.lp,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_3.cplex.log
3,0.450528327514,0.600704436685,interval_unresolved,interval_exact_cutoff_mip_unresolved,optimal,false,false,false,0,0,0.1756798,0,root,164.4008644,total,original_compact_objective_bound,false,original_fixed_interval,false,0,0,false,190,0,1,0,1,0,10,1,440,2,10,40,1,0,570,3420,60,0,380,0,4,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|inventory_conservation|movement_reachability_domains|visit_inventory_linking|global_handling_capacity|support_duration|transfer_compat|direct_gini_cap_floor|interval_tight_mccormick|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|low_gini_centering|variable_s_centering|sp_product_estimator|gini_interval_bound|verified_incumbent_objective_row|penalty_final_inventory_domain|interval_tight_mccormick_G_bit|gini_pairwise_spread|required_station_movement|low_gini_centering_band|variable_s_low_gini_centering|objective_lower_estimator_cutoff|penalty_lower_bound_closure|penalty_deviation_upper_bound|sp_product_objective_estimator_paper_safe|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|global_handling_capacity_pickup_only,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_3.json,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_3.lp,E:\codes\ExactEBRP\results\gf_global_gini_tree_feasibility_round\raw\official__tight_T_seed3102__tailored_controlling_scheduler_static__300s_auto_oracle\interval_3.cplex.log
