run_id,event_sequence,elapsed_wall_seconds,global_LB,verified_UB,gap,controlling_set,event_source
official__moderate_seed3302__tailored_controlling_scheduler_static__900s,0,82.3127,0.0489091,0.195636,0.75,1,solver_final_merge
official__moderate_seed3302__tailored_controlling_scheduler_static__900s,1,112.634,0.0978181,0.195636,0.5,2,solver_final_merge
official__moderate_seed3302__tailored_controlling_scheduler_static__900s,2,142.927,0.122825,0.195636,0.372177,0,solver_final_merge
official__moderate_seed3302__tailored_controlling_scheduler_static__900s,3,203.259,0.122825,0.195636,0.372177,0,solver_final_merge
official__moderate_seed3302__tailored_controlling_scheduler_static__900s,4,323.414,0.123354,0.195636,0.369475,0,solver_final_merge
official__moderate_seed3302__tailored_controlling_scheduler_static__900s,5,563.735,0.123709,0.195636,0.367657,0,solver_final_merge
official__moderate_seed3302__tailored_controlling_scheduler_static__900s,6,882.162,0.124548,0.195636,0.363372,0,solver_final_merge
