retained_c0_c1_equivalent_runs,attempt_events,split_events,interleaving_rows,shadow_rows,expected_runs,expected_attempt_events,expected_split_events,expected_shadow_rows,passed
57,1386,317,1386,951,57,1386,317,951,True
