vehicle,used,nodes,vehicle_capacity,travel_time,operation_time,route_duration,route_time_limit,route_utilization,final_depot_unload
0,True,"[0,5,4,1,8,6,7,0]",20,1895.1759269577528,1320.0,3215.175926957753,3600.0,0.8931044241549313,0
1,True,"[0,2,3,0]",20,768.994939186617,360.0,1128.994939186617,3600.0,0.31360970532961585,0
