query,vehicle,model_reused,work_limit,time_limit,columns,rows
0,0,0,10,14.997263200000001,5000,7700
1,1,0,10,14.9972806,5000,7700
2,2,0,10,14.997290400000001,5000,7700
3,3,0,10,14.997023499999999,5000,7700
