id,inventory_source,root_inventory_integral,rounding,fixed_inventory,changed_stations,total_pickup,total_station_drop,depot_return,aggregate_handling_seconds,exact_G,exact_P,exact_objective,fixed_LP_status,fixed_LP_objective,fixed_LP_minus_exact_objective,fixed_LP_product_residual,fixed_MIP_status,fixed_MIP_certificate,fixed_MIP_objective,fixed_MIP_process_seconds,time_relaxed_T,time_relaxed_status,time_relaxed_objective,diagnosed_obstruction
D3,latest_root_relaxation,False,nearest_integer_heuristic,0;18;11;17;9;9;15;17;21;13;20;23;23,10,29,28,1,3480.0,0.013373685538215633,0.2253677479684059,0.04717884773347652,OPTIMAL,0.04717884773347654,2.0816681711721685e-17,5.551115123125783e-17,INFEASIBLE,True,,0.5282851,1000000,OPTIMAL,0.047178847733476505,"original_route_duration_horizon; same inventory, capacities, vehicle loads, and routing/order model feasible when only T is relaxed"
D4,latest_root_relaxation,False,nearest_integer_heuristic,0;14;15;14;17;14;9;14;39;30;14;14;13,9,32,32,0,3840.0,0.14416646401151717,1.655436814339646,0.3924819861624641,OPTIMAL,0.39248198616246416,5.551115123125783e-17,0.0,INFEASIBLE,True,,0.1068344,1000000,OPTIMAL,0.39248198616246405,"original_route_duration_horizon; same inventory, capacities, vehicle loads, and routing/order model feasible when only T is relaxed"
D6,latest_root_relaxation,False,nearest_integer_heuristic,0;9;11;9;10;7;9;8;9;14;14;8;9;13;8;10;11;8;13;11;27;8;10;22;10;18;20;10;8;8;20,30,125,124,1,15000.0,0.03761411984404415,0.819084163791884,0.16047674441282675,OPTIMAL,0.16047674441282678,2.7755575615628914e-17,0.0,OPTIMAL,True,0.16047674441282678,5.5080711,,,,none_fixed_inventory_is_route_feasible_at_original_T
