id,original_UB,publish_UB,absolute_UB_improvement,relative_UB_improvement,original_hga_seconds,publish_hga_seconds,original_generations,publish_generations,common_generation_prefix_rows,common_logical_prefix_exact,retained_verified_event_candidate,candidate_observer_failed,candidate_observations,candidates_verified,candidates_published,verification_seconds,retained_sha256
D6,1.0756498987534941,0.15708313110317415,0.91856676765032,0.853964443928077,117.4563477,117.2421134,604,353,354,True,True,False,8,8,8,4.31e-05,b22331e7663cc630a7413ae81c8fa43ec166241a5a109520fd9bd5bda6b7e26c
D7,1.5423858798368388,0.2158556162965548,1.326530263540284,0.8600508348018662,117.0038116,117.1959978,576,564,565,True,True,False,32,32,32,0.0003317,4836ade93b64a62cc024bbfd24592793210a125d4f9e3ec314464e8f7474433f
