id,root_completion_status,root_callback_sequence,node_count,relaxation_objective,incumbent_available,incumbent
D3,confirmed_complete_before_nonroot,1,0,0.030815660412354055,1,0.49254745374205194
D3,confirmed_complete_before_nonroot,2,0,0.031295339235448409,1,0.44192223088928528
D3,confirmed_complete_before_nonroot,3,0,0.031669041364572541,1,0.44192223088928528
D3,confirmed_complete_before_nonroot,4,0,0.031674470635953932,1,0.44192223088928528
D3,confirmed_complete_before_nonroot,5,0,0.03170076587363041,1,0.44192223088928528
D3,confirmed_complete_before_nonroot,6,0,0.031991689030242229,1,0.33677544826196543
D3,confirmed_complete_before_nonroot,7,0,0.032092792579542499,1,0.33677544826196543
D3,confirmed_complete_before_nonroot,8,0,0.032227128099715105,1,0.33677544826196543
D3,confirmed_complete_before_nonroot,9,0,0.032227128099715105,1,0.33677544826196543
D3,confirmed_complete_before_nonroot,10,0,0.032227128099715105,1,0.33677544826196543
D3,confirmed_complete_before_nonroot,11,0,0.032227128099715105,1,0.33677544826196543
D3,confirmed_complete_before_nonroot,12,0,0.032246121797410689,1,0.21823129129275082
D3,confirmed_complete_before_nonroot,13,0,0.032246477241433827,1,0.21823129129275082
D3,confirmed_complete_before_nonroot,14,0,0.032276270070693627,1,0.21823129129275082
D3,confirmed_complete_before_nonroot,15,0,0.032306933375827851,1,0.21823129129275082
D3,confirmed_complete_before_nonroot,16,0,0.032359526263915896,1,0.15590553122086723
D3,confirmed_complete_before_nonroot,17,0,0.032383277976453059,1,0.15590553122086723
D3,confirmed_complete_before_nonroot,18,0,0.032422123353003082,1,0.15590553122086723
D3,confirmed_complete_before_nonroot,19,0,0.032427020246977398,1,0.15590553122086723
D3,confirmed_complete_before_nonroot,20,0,0.032479286994541376,1,0.15590553122086723
D3,confirmed_complete_before_nonroot,21,0,0.032479286994541376,1,0.15590553122086723
D3,confirmed_complete_before_nonroot,22,0,0.032479286994541376,1,0.15590553122086723
D3,confirmed_complete_before_nonroot,23,0,0.032479286994541376,1,0.15590553122086723
D3,confirmed_complete_before_nonroot,24,0,0.032479286994541376,1,0.15590553122086723
D3,confirmed_complete_before_nonroot,25,0,0.032479286994541376,1,0.15590553122086723
D3,confirmed_complete_before_nonroot,26,0,0.032479286994541376,1,0.15590553122086723
D3,confirmed_complete_before_nonroot,27,0,0.032479286994541376,1,0.15590553122086723
D3,confirmed_complete_before_nonroot,28,0,0.032479286994541376,1,0.15590553122086723
D3,confirmed_complete_before_nonroot,29,0,0.032479286994541376,1,0.15590553122086723
D3,confirmed_complete_before_nonroot,30,0,0.032479286994541376,1,0.13523202651900146
D4,confirmed_complete_before_nonroot,1,0,0.15003670111350051,1,0.95288477967436913
D4,confirmed_complete_before_nonroot,2,0,0.33010994341108718,1,0.95288477967436913
D4,confirmed_complete_before_nonroot,3,0,0.33050462760956911,1,0.95288477967436913
D4,confirmed_complete_before_nonroot,4,0,0.34104787679638587,1,0.95288477967436913
D4,confirmed_complete_before_nonroot,5,0,0.34166219098971667,1,0.95288477967436913
D4,confirmed_complete_before_nonroot,6,0,0.35236802869780193,1,0.95288477967436913
D4,confirmed_complete_before_nonroot,7,0,0.35454971402751601,1,0.95288477967436913
D4,confirmed_complete_before_nonroot,8,0,0.35657521690781008,1,0.78484297265682601
D4,confirmed_complete_before_nonroot,9,0,0.35657521690781008,1,0.78484297265682601
D4,confirmed_complete_before_nonroot,10,0,0.35973517566484853,1,0.71877455211289409
D4,confirmed_complete_before_nonroot,11,0,0.35973517566484853,1,0.71877455211289409
D4,confirmed_complete_before_nonroot,12,0,0.36092092730870345,1,0.71877455211289409
D4,confirmed_complete_before_nonroot,13,0,0.36098776635747476,1,0.71877455211289409
D4,confirmed_complete_before_nonroot,14,0,0.36119472763401206,1,0.71877455211289409
D4,confirmed_complete_before_nonroot,15,0,0.3612465009068071,1,0.71877455211289409
D4,confirmed_complete_before_nonroot,16,0,0.36220493363031975,1,0.71877455211289409
D4,confirmed_complete_before_nonroot,17,0,0.36288630543322231,1,0.71877455211289409
D4,confirmed_complete_before_nonroot,18,0,0.36474093021083109,1,0.71877455211289409
D4,confirmed_complete_before_nonroot,19,0,0.36474093021083109,1,0.71877455211289409
D4,confirmed_complete_before_nonroot,20,0,0.36474093021083109,1,0.69302618127089888
D4,confirmed_complete_before_nonroot,21,0,0.36474093021083109,1,0.69302618127089888
D4,confirmed_complete_before_nonroot,22,0,0.36507489611970795,1,0.69302618127089888
D4,confirmed_complete_before_nonroot,23,0,0.36507489611970967,1,0.69302618127089888
D4,confirmed_complete_before_nonroot,24,0,0.36511944322778456,1,0.69302618127089888
D4,confirmed_complete_before_nonroot,25,0,0.36511944322778456,1,0.69302618127089888
D4,confirmed_complete_before_nonroot,26,0,0.3652206823465326,1,0.69302618127089888
D4,confirmed_complete_before_nonroot,27,0,0.3652206823465326,1,0.69302618127089888
D4,confirmed_complete_before_nonroot,28,0,0.36524073389288925,1,0.56372876058572885
D6,confirmed_complete_before_nonroot,1,0,0.13361328593316146,1,0.88580857348383213
D6,confirmed_complete_before_nonroot,2,0,0.13514922054782155,1,0.71846028688760322
D6,confirmed_complete_before_nonroot,3,0,0.13514922054782155,1,0.71846028688760322
D6,confirmed_complete_before_nonroot,4,0,0.13559917758744869,1,0.71846028688760322
D6,confirmed_complete_before_nonroot,5,0,0.13559917758744869,1,0.71846028688760322
D6,confirmed_complete_before_nonroot,6,0,0.13559917758744869,1,0.55336436614554241
D6,confirmed_complete_before_nonroot,7,0,0.13559917758744869,1,0.55336436614554241
D6,confirmed_complete_before_nonroot,8,0,0.13598262988033522,1,0.55336436614554241
D6,confirmed_complete_before_nonroot,9,0,0.13605237262012737,1,0.55336436614554241
D6,confirmed_complete_before_nonroot,10,0,0.13613337432727093,1,0.55336436614554241
D6,confirmed_complete_before_nonroot,11,0,0.1362058678938437,1,0.55336436614554241
