id,protocol_stage,arm,same_initial_verified_route_state,initial_route_state_sha256,hga_seconds,splits,declined_splits,LP_calls,partial_MIP_calls,partial_target_events,terminal_MIP_calls,lower_bound,upper_bound,absolute_gap,relative_gap,strict_certificate,solver_seconds,work,process_seconds
D2,development,K1-H,True,45a6120a69b5dd13a293aaef08e853f56100ae92a6c1a7c1c633d75a0d4cfc80,25.6841227,8,0,17,0,0,1,0.022540584415584423,0.022540584415584423,0.0,0,True,1.069000005722046,2.50451484009395,29.3520992
D2,development,Single-H,True,45a6120a69b5dd13a293aaef08e853f56100ae92a6c1a7c1c633d75a0d4cfc80,25.889359,0,0,1,0,0,1,0.022540584415584427,0.022540584415584423,-3.469446951953614e-18,0,True,1.4530000686645508,2.3352791419323102,27.6047261
C2,development,K1-H,True,0fc4ab3f97bcca7a4c30ddd1fc2e739a7cf29baba01a9c5407e3b92e2a8954c2,2.7690745,1,1,5,1,1,1,0.7696915025664801,0.8299634131717752,0.06027191060529513,0.07261996089075895,False,113.63300013542175,213.76194206206648,117.028175
C2,development,Single-H,True,0fc4ab3f97bcca7a4c30ddd1fc2e739a7cf29baba01a9c5407e3b92e2a8954c2,2.7137426,0,0,1,0,0,1,0.7321246703080758,0.8299634131717752,0.09783874286369942,0.11788319980250744,False,114.1340000629425,210.39031426845196,117.0206809
