id,event,source,generation,source_elapsed_seconds,content_sha256,duplicate,verifier_passed,published,objective,verification_seconds,reason
D6,0,hga_initial_population_best,0,0.094920199999999996,080a9dadb3a35cce3e0a541922ae9103a6266b934a529377e1757e08a40809d4,0,1,1,0.52501830302676455,5.4999999999999999e-06,published_monotone_verified_upper_bound
D6,1,hga_initial_population_best,0,0.0949522,cd8574f84e07e0b33977607abde58e8e2bf74bab64834de906653fea5f539b7c,0,1,1,0.48827454510175827,1.9999999999999999e-06,published_monotone_verified_upper_bound
D6,2,hga_initial_population_best,0,0.094966900000000007,b96cfb4a3be74ddb8daeb6d47e9202f04d10ee9ebf50410a05b2e33747bc640e,0,1,1,0.24967058668618136,2.7e-06,published_monotone_verified_upper_bound
D6,3,hga_strict_improvement,1,0.54471369999999997,eadf710c8a0ce38af8bbd849cd7059d92a8d2897536e1f356c9a1af7a05e1854,0,1,1,0.16068242635373017,6.9999999999999999e-06,published_monotone_verified_upper_bound
D6,4,hga_strict_improvement,5,1.2081664999999999,954a40047097b62a52c4b698d93f2e65e5e0544f854ae08062392b702eaedc8a,0,1,1,0.1590673657867388,6.2999999999999998e-06,published_monotone_verified_upper_bound
D6,5,hga_strict_improvement,7,1.4031796000000001,88e4e7ab60f62845cb59df69f20ea1076c56883dbf992364c2c3a69f7418fcd3,0,1,1,0.15798674998063217,6.4999999999999996e-06,published_monotone_verified_upper_bound
D6,6,hga_strict_improvement,11,2.0148446999999998,bde273cf87e6306ec37670d024b62cbe6f97cfb0411ce623bc56123c2aa64f77,0,1,1,0.15724117585229219,6.2999999999999998e-06,published_monotone_verified_upper_bound
D6,7,hga_strict_improvement,71,21.670951800000001,b22331e7663cc630a7413ae81c8fa43ec166241a5a109520fd9bd5bda6b7e26c,0,1,1,0.15708313110317415,6.8000000000000001e-06,published_monotone_verified_upper_bound
D7,0,hga_initial_population_best,0,0.028853199999999999,34e80dfd33529cceb31e438e44417e0fb92fdb75d743c703bed70c7bfba2bad8,0,1,1,0.94294326809815487,5.2000000000000002e-06,published_monotone_verified_upper_bound
D7,1,hga_initial_population_best,0,0.0288829,a4fa3048967cd159e0a50f8304b0e20b0becacdc64e9c4c1bf08c5a61d14e4b9,0,1,1,0.94144097015254591,3.1999999999999999e-06,published_monotone_verified_upper_bound
D7,2,hga_strict_improvement,1,0.41683439999999999,5a477506f1aa98610678daa4bdc846ceaa830dbf5e2884a17d8f05554e453edc,0,1,1,0.54496409959017589,7.4000000000000003e-06,published_monotone_verified_upper_bound
D7,3,hga_strict_improvement,3,0.83834109999999995,83c3307f3bb8175f29e71249ba838c3e9c9def68d65f69f4d43ae9e1ce88cae3,0,1,1,0.50096532285296924,6.7000000000000002e-06,published_monotone_verified_upper_bound
D7,4,hga_strict_improvement,4,1.1857628,761127c982e6bcc0c17abf7b89963bd50c49abbd9b56b40b1e7f8885ec191718,0,1,1,0.41747957792686374,8.4999999999999999e-06,published_monotone_verified_upper_bound
D7,5,hga_strict_improvement,6,1.8153257,629e73229e30d45eda8b2b2a7f7b19341c30b2c86c948cefca2ae8e7b5c643d3,0,1,1,0.41310131458407551,9.0999999999999993e-06,published_monotone_verified_upper_bound
D7,6,hga_strict_improvement,7,2.0643577999999998,fb5995a8c7b1370032b91534b8bc9f63c8fc176c4fc038aa76a6c11b4d4f28cb,0,1,1,0.32045624171757059,9.0000000000000002e-06,published_monotone_verified_upper_bound
D7,7,hga_strict_improvement,12,3.5545225,f170923002f01f64f6fa48bcfe8aec05a861ba438dd714108b047ce728558e7d,0,1,1,0.30132552128116508,8.3999999999999992e-06,published_monotone_verified_upper_bound
D7,8,hga_strict_improvement,13,3.8477901999999999,fd71e8b43d2089df73f6498c2a87916db633ec8c2a31b83fa7a6230549389b0d,0,1,1,0.2828562228211009,1.2799999999999999e-05,published_monotone_verified_upper_bound
D7,9,hga_strict_improvement,21,5.5255951999999997,f26b9f1e1ecb1b8955af019a7a479aba0a2d0519dace32c7ea91cdaabc54fc41,0,1,1,0.26161290268361093,1.24e-05,published_monotone_verified_upper_bound
D7,10,hga_strict_improvement,35,9.2663943,be50f50c0b6b43ddaab2f833278fceb4dbf6613a72a02e8b93a7ba4f85cc053d,0,1,1,0.26091103898250112,8.4999999999999999e-06,published_monotone_verified_upper_bound
D7,11,hga_strict_improvement,38,9.7105856999999993,424af57c93ad655969b7caece4c53ad4884ba96a3a2ed02fd556799a3e87a04a,0,1,1,0.25617809499027022,1.2e-05,published_monotone_verified_upper_bound
D7,12,hga_strict_improvement,42,10.4979669,f0365d40318c1c84ffaa2e5523e7c219a88ff99d08312264f14ce23d7c0036ec,0,1,1,0.24990859644294414,1.22e-05,published_monotone_verified_upper_bound
D7,13,hga_strict_improvement,43,10.640039700000001,491d92712e44c18396f86bd1380c25b06e98f4a3a185f8c25b6ad614b389a798,0,1,1,0.2492539748570512,1.13e-05,published_monotone_verified_upper_bound
D7,14,hga_strict_improvement,44,10.770473900000001,1d513762d8f6da3fddfd483ee63aa6de77b4251f1b77779c51003c57e2b4c691,0,1,1,0.24596039375537609,1.04e-05,published_monotone_verified_upper_bound
D7,15,hga_strict_improvement,45,11.0120457,4384b26f9f0206e88251b49f569d8ed1ebb88da118e51a8e2b58bb4c2d515cd3,0,1,1,0.2453579727860154,1.22e-05,published_monotone_verified_upper_bound
D7,16,hga_strict_improvement,46,11.179778300000001,b42c8515679a70234f35291a27484bf0c15bc4db639dc3f10eaac8a722b01e22,0,1,1,0.23374803610939374,8.1999999999999994e-06,published_monotone_verified_upper_bound
D7,17,hga_strict_improvement,50,12.015532800000001,93c4bb5a2476b0874d4685cc85a2eb275570f6d9b16da9ca6a7aec57e0831d47,0,1,1,0.23352590691363892,8.3000000000000002e-06,published_monotone_verified_upper_bound
D7,18,hga_strict_improvement,57,13.3219052,bef244d76c8b1ea0388e6e060f077f49d72f44bda2eab98f18d557f78a677032,0,1,1,0.22607720163998687,1.29e-05,published_monotone_verified_upper_bound
D7,19,hga_strict_improvement,62,14.387766900000001,dfce6d281c954f71ebb61c51aa2c6108edef693e80bca0bbd21518e51c5215ca,0,1,1,0.22312914184888594,8.6999999999999997e-06,published_monotone_verified_upper_bound
D7,20,hga_strict_improvement,88,19.042000000000002,315d5869742e25aa08563ebb7076c0e94539aaff25577c688bd882a5e93f0c50,0,1,1,0.2218043614035371,1.29e-05,published_monotone_verified_upper_bound
D7,21,hga_strict_improvement,90,19.5015283,7ee9c005166f854f96de762f364eaed733af2e4844b703c7febfa67fd08d2f00,0,1,1,0.22098847115806611,1.2500000000000001e-05,published_monotone_verified_upper_bound
D7,22,hga_strict_improvement,99,21.4451781,dc6fc1fdbed1b26d9d697d31bda0d102c7bd51b9f0cf59de65199074de9046c4,0,1,1,0.2207168736235566,1.24e-05,published_monotone_verified_upper_bound
D7,23,hga_strict_improvement,110,23.849023200000001,d0bc84c392a85e7bf20539a12f773baa64c4678d4e4d612489fca9b37aa37305,0,1,1,0.22003764929308112,1.19e-05,published_monotone_verified_upper_bound
D7,24,hga_strict_improvement,118,25.5247326,50fd77b01779503e82b8f0a12790fab471d407ba97a64157fead1c49cb379b98,0,1,1,0.21920623530070277,1.2500000000000001e-05,published_monotone_verified_upper_bound
D7,25,hga_strict_improvement,124,26.869787800000001,e53ed0d45085dece73c41b063b90e7d33bcec7cda7032e3b8433467b3c351618,0,1,1,0.21888358018869492,8.6000000000000007e-06,published_monotone_verified_upper_bound
D7,26,hga_strict_improvement,148,30.686477400000001,6aee265765f87b4757dc55a7fe39ab15b17c5cde5f8102784dcfc7451a07feca,0,1,1,0.21701811694788301,8.6000000000000007e-06,published_monotone_verified_upper_bound
D7,27,hga_strict_improvement,165,33.554632400000003,419da0b8b22a050d80237d18e841fe1da30741b11964f137358b42e33ff97d64,0,1,1,0.21673309664989759,1.36e-05,published_monotone_verified_upper_bound
D7,28,hga_strict_improvement,231,46.694692000000003,2fe01e0377b8c0df4615ff0e6375af1c4061d7a5578ddcecfb3e069f5422d3c3,0,1,1,0.21654843336042492,1.22e-05,published_monotone_verified_upper_bound
D7,29,hga_strict_improvement,236,47.806240500000001,4b8304a6ed61cf1e409bb8929a6426a33463eb3e450fac5727638c9b222fd171,0,1,1,0.21640048976498763,1.27e-05,published_monotone_verified_upper_bound
D7,30,hga_strict_improvement,341,70.102246300000004,bc348a6d09dbf462007c19d638dcc4118d6b036dd82121e71005b9115c6dce4e,0,1,1,0.21593726917884021,1.33e-05,published_monotone_verified_upper_bound
D7,31,hga_strict_improvement,398,82.722492900000006,4836ade93b64a62cc024bbfd24592793210a125d4f9e3ec314464e8f7474433f,0,1,1,0.21585561629655481,1.31e-05,published_monotone_verified_upper_bound
