telemetry_seconds,event,leaf_id,global_lb,verified_ub
0.0232513,initialize,R,0,0.107253
0.47576,lp_complete,R,0.00169244,0.107253
0.475787,atomic_split,R,0.00169244,0.107253
0.908516,lp_complete,R.0,0.00169244,0.107253
0.90854,atomic_split,R.0,0.00169244,0.107253
1.35862,lp_complete,R.0.0,0.00169244,0.107253
1.35868,atomic_split,R.0.0,0.00169244,0.107253
1.81307,lp_complete,R.0.1,0.00169244,0.107253
1.8131,atomic_split,R.0.1,0.00169244,0.107253
2.29626,lp_complete,R.1,0.00169257,0.107253
2.29629,atomic_split,R.1,0.00169257,0.107253
2.721,lp_complete,R.0.0.0,0.00169257,0.107253
2.72103,atomic_split,R.0.0.0,0.00169257,0.107253
3.13753,lp_complete,R.0.0.1,0.00172796,0.107253
3.13755,atomic_split,R.0.0.1,0.00172796,0.107253
3.53983,lp_complete,R.0.0.0.0,0.00172796,0.107253
3.53986,atomic_split,R.0.0.0.0,0.00172796,0.107253
3.96894,lp_complete,R.0.0.0.1,0.00203919,0.107253
3.96897,atomic_split,R.0.0.0.1,0.00203919,0.107253
4.43546,lp_infeasible,R.0.0.0.0.0,0.00203919,0.107253
4.83913,lp_complete,R.0.0.0.0.1,0.00463663,0.107253
4.83916,atomic_split,R.0.0.0.0.1,0.00463663,0.107253
5.2637,lp_complete,R.0.0.0.0.1.1,0.00463663,0.107253
5.26373,atomic_split,R.0.0.0.0.1.1,0.00463663,0.107253
5.70702,lp_complete,R.0.0.0.0.1.0,0.00473699,0.107253
5.70705,atomic_split,R.0.0.0.0.1.0,0.00473699,0.107253
6.13957,lp_complete,R.0.0.0.0.1.0.1,0.00473699,0.107253
6.1396,atomic_split,R.0.0.0.0.1.0.1,0.00473699,0.107253
6.5697,lp_infeasible,R.0.0.0.0.1.0.0,0.00536582,0.107253
7.00744,lp_complete,R.0.0.0.0.1.0.1.1,0.00536582,0.107253
7.00747,atomic_split,R.0.0.0.0.1.0.1.1,0.00536582,0.107253
7.42349,lp_complete,R.0.0.0.0.1.0.1.0,0.00543793,0.107253
7.42352,atomic_split,R.0.0.0.0.1.0.1.0,0.00543793,0.107253
7.82716,lp_complete,R.0.0.0.0.1.0.1.0.0,0.00543793,0.107253
7.82719,atomic_split,R.0.0.0.0.1.0.1.0.0,0.00543793,0.107253
8.25163,lp_complete,R.0.0.0.0.1.0.1.0.1,0.00556306,0.107253
8.25166,atomic_split,R.0.0.0.0.1.0.1.0.1,0.00556306,0.107253
8.67033,lp_complete,R.0.0.0.0.1.0.1.0.1.0,0.00556306,0.107253
9.12899,terminal_mip_complete,R.0.0.0.0.1.0.1.0.1.0,0.00556306,0.107253
9.5571,lp_complete,R.0.0.0.0.1.0.1.0.1.1,0.00563634,0.107253
10.0084,terminal_mip_complete,R.0.0.0.0.1.0.1.0.1.1,0.00573039,0.107253
10.4296,lp_complete,R.0.0.0.0.1.0.1.1.0,0.00573039,0.107253
10.4297,atomic_split,R.0.0.0.0.1.0.1.1.0,0.00573039,0.107253
10.854,lp_complete,R.0.0.0.0.1.0.1.1.0.0,0.00573039,0.107253
