round_id,stage_id,run_id,instance_id,instance_path,instance_sha256,V,M,Q,scenario,seed,arm,solver,solver_version,source_commit,executable_sha256,process_cap_seconds,run_status,status,solver_native_optimal,strict_certificate,strict_certificate_class,strict_certificate_rejection_reason,strict_certificate_time_from_process_entry_seconds,time_limited_runtime_from_process_entry_seconds,diagnostic_solver_runtime_seconds,verified_objective,valid_final_lb,verified_ub,common_verified_ub,common_gap,total_work,native_nodes,peak_memory_gb,model_fingerprint,return_code,lifecycle_valid
33,stage1,stage1__round33_v10_high_imbalance_M1_Q20_seed2098545008__c6_frozen__3600s,round33_v10_high_imbalance_M1_Q20_seed2098545008,reference/qualification_round33/M1_Q20/round33_v10_high_imbalance_M1_Q20_seed2098545008.txt,004097e7f1323ed8d5a8877b3c1f07e34a2284909502a3f156285dc92fd528ec,10,1,20,high_imbalance,2098545008,C6-FROZEN,Gurobi,13.0.2,1a79322dd9c2f2345de1e02909727c49c58cb2dd,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,3600,completed_valid_result,optimal,True,True,engineering_exact_original_problem_optimal,none,4.8166641,,4.8126332,2.4593376173848993,2.4593376173848993,2.4593376173848993,2.4593376173848993,0.0,1.1997266723761215,94.0,0.011461359,1974823554,0,True
33,stage1,stage1__round33_v10_high_imbalance_M1_Q20_seed2098545008__p_grb__3600s,round33_v10_high_imbalance_M1_Q20_seed2098545008,reference/qualification_round33/M1_Q20/round33_v10_high_imbalance_M1_Q20_seed2098545008.txt,004097e7f1323ed8d5a8877b3c1f07e34a2284909502a3f156285dc92fd528ec,10,1,20,high_imbalance,2098545008,P-GRB,Gurobi,13.0.2,1a79322dd9c2f2345de1e02909727c49c58cb2dd,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,3600,completed_valid_result,optimal,True,True,engineering_exact_original_problem_optimal,none,0.8440135,,0.842116,2.4593376173848993,2.4593376173848993,2.4593376173848993,2.4593376173848993,0.0,0.8902689553420533,963.0,nan,1974823554,0,True
33,stage1,stage1__round33_v10_high_imbalance_M1_Q30_seed289447508__c6_frozen__3600s,round33_v10_high_imbalance_M1_Q30_seed289447508,reference/qualification_round33/M1_Q30/round33_v10_high_imbalance_M1_Q30_seed289447508.txt,798703a65382aa0b41c3dcef9a08c94b1578e58d015f9692f6c36c804d985992,10,1,30,high_imbalance,289447508,C6-FROZEN,Gurobi,13.0.2,1a79322dd9c2f2345de1e02909727c49c58cb2dd,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,3600,completed_valid_result,optimal,True,True,engineering_exact_original_problem_optimal,none,2.6357259,,2.6347182,3.0787094943441926,3.0787094943441926,3.0787094943441926,3.0787094943441926,0.0,0.5208543866153156,4.0,0.009572105,1229104773,0,True
33,stage1,stage1__round33_v10_high_imbalance_M1_Q30_seed289447508__p_grb__3600s,round33_v10_high_imbalance_M1_Q30_seed289447508,reference/qualification_round33/M1_Q30/round33_v10_high_imbalance_M1_Q30_seed289447508.txt,798703a65382aa0b41c3dcef9a08c94b1578e58d015f9692f6c36c804d985992,10,1,30,high_imbalance,289447508,P-GRB,Gurobi,13.0.2,1a79322dd9c2f2345de1e02909727c49c58cb2dd,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,3600,completed_valid_result,optimal,True,True,engineering_exact_original_problem_optimal,none,0.5896309,,0.587268,3.0787094943441926,3.078709494344193,3.0787094943441926,3.0787094943441926,0.0,0.5091715471541276,9.0,nan,1229104773,0,True
33,stage1,stage1__round33_v10_high_imbalance_M2_Q20_seed1719879984__c6_frozen__3600s,round33_v10_high_imbalance_M2_Q20_seed1719879984,reference/qualification_round33/M2_Q20/round33_v10_high_imbalance_M2_Q20_seed1719879984.txt,2087cd04dc30960beb98aad7c3b4f684b27be61df137cfc0cf53c581714e42d7,10,2,20,high_imbalance,1719879984,C6-FROZEN,Gurobi,13.0.2,1a79322dd9c2f2345de1e02909727c49c58cb2dd,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,3600,completed_valid_result,optimal,True,True,engineering_exact_original_problem_optimal,none,28.738723,,28.7368326,1.8398450646494322,1.839845063536864,1.8398450646494322,1.8398450646494322,6.047075816975739e-10,47.496527808032965,3915.0,0.035929973,-895563817,0,True
33,stage1,stage1__round33_v10_high_imbalance_M2_Q20_seed1719879984__p_grb__3600s,round33_v10_high_imbalance_M2_Q20_seed1719879984,reference/qualification_round33/M2_Q20/round33_v10_high_imbalance_M2_Q20_seed1719879984.txt,2087cd04dc30960beb98aad7c3b4f684b27be61df137cfc0cf53c581714e42d7,10,2,20,high_imbalance,1719879984,P-GRB,Gurobi,13.0.2,1a79322dd9c2f2345de1e02909727c49c58cb2dd,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,3600,completed_valid_result,optimal,True,True,engineering_exact_original_problem_optimal,none,45.2994415,,45.2968826,1.8398450646494322,1.8398450646494326,1.8398450646494322,1.8398450646494322,0.0,71.32926976241934,26439.0,nan,-895563817,0,True
33,stage1,stage1__round33_v10_high_imbalance_M2_Q30_seed1244253498__c6_frozen__3600s,round33_v10_high_imbalance_M2_Q30_seed1244253498,reference/qualification_round33/M2_Q30/round33_v10_high_imbalance_M2_Q30_seed1244253498.txt,dd0712ca30710c310b16f44976eead292788a7de9f89c2ba77b08bd81e1a2933,10,2,30,high_imbalance,1244253498,C6-FROZEN,Gurobi,13.0.2,1a79322dd9c2f2345de1e02909727c49c58cb2dd,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,3600,completed_valid_result,optimal,True,True,engineering_exact_original_problem_optimal,none,11.8509598,,11.8471095,2.3656372457099724,2.3656372457099724,2.3656372457099724,2.3656372457099724,0.0,11.273948227671562,90.0,0.032294772,-1993290479,0,True
33,stage1,stage1__round33_v10_high_imbalance_M2_Q30_seed1244253498__p_grb__3600s,round33_v10_high_imbalance_M2_Q30_seed1244253498,reference/qualification_round33/M2_Q30/round33_v10_high_imbalance_M2_Q30_seed1244253498.txt,dd0712ca30710c310b16f44976eead292788a7de9f89c2ba77b08bd81e1a2933,10,2,30,high_imbalance,1244253498,P-GRB,Gurobi,13.0.2,1a79322dd9c2f2345de1e02909727c49c58cb2dd,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,3600,completed_valid_result,optimal,True,True,engineering_exact_original_problem_optimal,none,13.6920052,,13.6892114,2.3656372457099724,2.3656372457099724,2.3656372457099724,2.3656372457099724,0.0,20.01579630627638,11216.0,nan,-1993290479,0,True
33,stage1,stage1__round33_v10_high_imbalance_M3_Q20_seed434104496__c6_frozen__3600s,round33_v10_high_imbalance_M3_Q20_seed434104496,reference/qualification_round33/M3_Q20/round33_v10_high_imbalance_M3_Q20_seed434104496.txt,3166610006cbf4d23b08a693dd0742b02f1c82391fc4de2c6b85e02811769dd4,10,3,20,high_imbalance,434104496,C6-FROZEN,Gurobi,13.0.2,1a79322dd9c2f2345de1e02909727c49c58cb2dd,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,3600,completed_valid_result,optimal,True,True,engineering_exact_original_problem_optimal,none,65.1819016,,65.1799454,3.2139098229866803,3.21390982298668,3.2139098229866803,3.2139098229866803,1.3817724650325483e-16,103.80311792086702,1929.0,0.078925215,1338880377,0,True
33,stage1,stage1__round33_v10_high_imbalance_M3_Q20_seed434104496__p_grb__3600s,round33_v10_high_imbalance_M3_Q20_seed434104496,reference/qualification_round33/M3_Q20/round33_v10_high_imbalance_M3_Q20_seed434104496.txt,3166610006cbf4d23b08a693dd0742b02f1c82391fc4de2c6b85e02811769dd4,10,3,20,high_imbalance,434104496,P-GRB,Gurobi,13.0.2,1a79322dd9c2f2345de1e02909727c49c58cb2dd,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,3600,completed_valid_result,optimal,True,True,engineering_exact_original_problem_optimal,none,97.2629525,,97.2611162,3.2139098229866803,3.21390982298668,3.2139098229866803,3.2139098229866803,1.3817724650325483e-16,149.214538098095,38387.0,nan,1338880377,0,True
