round_id,instance_id,instance_sha256,V,M,Q,scenario,gurobi_model_fingerprint,canonical_model_sha256,executable_sha256,native_optimal_promoted_to_strict_certificate,fingerprint_match,verifier_contract_passed,single_thread_contract_passed,strict_certificate_class,preflight_run_id,frozen_before_official_results,passed
33,round33_v10_high_imbalance_M1_Q20_seed2098545008,004097e7f1323ed8d5a8877b3c1f07e34a2284909502a3f156285dc92fd528ec,10,1,20,high_imbalance,1974823554,20037627bf6476e30a1c207f298948875e773f68a930b057f9c89aa36eadbd7d,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,True,True,True,True,engineering_exact_original_problem_optimal,certificate_promotion__round33_v10_high_imbalance_M1_Q20_seed2098545008__p_grb,True,True
33,round33_v10_high_imbalance_M1_Q30_seed289447508,798703a65382aa0b41c3dcef9a08c94b1578e58d015f9692f6c36c804d985992,10,1,30,high_imbalance,1229104773,4fcc80cd95a04e96d9ed2659c3a82dd13d648fab54bf5ac2219735c2b4539468,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,True,True,True,True,engineering_exact_original_problem_optimal,certificate_promotion__round33_v10_high_imbalance_M1_Q30_seed289447508__p_grb,True,True
33,round33_v10_high_imbalance_M2_Q20_seed1719879984,2087cd04dc30960beb98aad7c3b4f684b27be61df137cfc0cf53c581714e42d7,10,2,20,high_imbalance,-895563817,ce332ad7ee40e01df7eb71a64d37de6c9e0cf03ede2b5c2b6e2831f650d785f2,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,True,True,True,True,engineering_exact_original_problem_optimal,certificate_promotion__round33_v10_high_imbalance_M2_Q20_seed1719879984__p_grb,True,True
33,round33_v10_high_imbalance_M2_Q30_seed1244253498,dd0712ca30710c310b16f44976eead292788a7de9f89c2ba77b08bd81e1a2933,10,2,30,high_imbalance,-1993290479,bff5af6d58cdf59472c62545c9de6637788e767b48fa632b40c3df0e173b981f,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,True,True,True,True,engineering_exact_original_problem_optimal,certificate_promotion__round33_v10_high_imbalance_M2_Q30_seed1244253498__p_grb,True,True
33,round33_v10_high_imbalance_M3_Q20_seed434104496,3166610006cbf4d23b08a693dd0742b02f1c82391fc4de2c6b85e02811769dd4,10,3,20,high_imbalance,1338880377,5d39c553eb4441ffa6600eb6c649f54a8c43b91e2a16943a4adb6f9941e1aee7,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,True,True,True,True,engineering_exact_original_problem_optimal,certificate_promotion__round33_v10_high_imbalance_M3_Q20_seed434104496__p_grb,True,True
33,round33_v10_high_imbalance_M3_Q30_seed1765289896,e594c99b4ec65eafc53e54f924183ebb3c44108042ddecbb4034f7ea4473a7d0,10,3,30,high_imbalance,-186126583,e9cd74353698654f2ddab5011dac80a3e4e15b8c4728e0185b8c94fdf7f13ac5,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,True,True,True,True,engineering_exact_original_problem_optimal,certificate_promotion__round33_v10_high_imbalance_M3_Q30_seed1765289896__p_grb,True,True
33,round33_v10_moderate_M1_Q20_seed256070676,2a320d901944a0e94d3a611f247ac934f4d39191fc4fe292cb9cb9cf90033cb2,10,1,20,moderate,2145401054,6e119beeb1cd4937704f59f807a090878a9842823f6a800e196da35c839c6619,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,True,True,True,True,engineering_exact_original_problem_optimal,certificate_promotion__round33_v10_moderate_M1_Q20_seed256070676__p_grb,True,True
33,round33_v10_moderate_M1_Q30_seed82526096,67647350f3af104da697ca5f8dd541d549104dfee28ab189d64ee567562949c7,10,1,30,moderate,-1031008486,5562b98b034f88bcdf6ca31301799e3e7cac016f6ae4a0195f68b62d08fbf690,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,True,True,True,True,engineering_exact_original_problem_optimal,certificate_promotion__round33_v10_moderate_M1_Q30_seed82526096__p_grb,True,True
33,round33_v10_moderate_M2_Q20_seed1118884127,fdc524808524a79c87d04832a5b56653c00691ceab53b57f44568238bd3bc7b8,10,2,20,moderate,1373695149,3d9b5c39a7f901272a75b6cff01a6b02ac37426246d8aa88211a1bb1198e298a,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,True,True,True,True,engineering_exact_original_problem_optimal,certificate_promotion__round33_v10_moderate_M2_Q20_seed1118884127__p_grb,True,True
33,round33_v10_moderate_M2_Q30_seed763364383,dc2ea2ddd924bc513aa68548c517fffd5a7f12979960c4d446825b6eb89a028b,10,2,30,moderate,-1568789220,debbbb6a16ed5273237fa6d0371876fd573dc448c367a37ab42ad885079ff153,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,True,True,True,True,engineering_exact_original_problem_optimal,certificate_promotion__round33_v10_moderate_M2_Q30_seed763364383__p_grb,True,True
33,round33_v10_moderate_M3_Q20_seed935682861,8472af5eb9eed0b5049b6dcab6939e877d2386dd4538fbca94ca7068bf4692a4,10,3,20,moderate,-1841062541,28490a97628b601a39d403914faa23c367b419eec6678f8bfc3d4040edc3737e,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,True,True,True,True,engineering_exact_original_problem_optimal,certificate_promotion__round33_v10_moderate_M3_Q20_seed935682861__p_grb,True,True
33,round33_v10_moderate_M3_Q30_seed2031960658,ea55deb137102f25663ced62fed3b4493452a5d59e15ab65886690cff9869b4e,10,3,30,moderate,2006324489,b824bf19a4ae401c7ed7b156f9848fce21b5d177a908260fce7f49a40f6f823b,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,True,True,True,True,engineering_exact_original_problem_optimal,certificate_promotion__round33_v10_moderate_M3_Q30_seed2031960658__p_grb,True,True
33,round33_v10_tight_T_M1_Q20_seed1215342007,266306777768989f0b637956442c10392a3f004f1d0271e90f7ea4d1f817b4c9,10,1,20,tight_T,-555298208,7ad2c17371f63b84fcc7bb9fa5bd162e08873d9b8cb9c7c82fa564a015d83a27,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,True,True,True,True,engineering_exact_original_problem_optimal,certificate_promotion__round33_v10_tight_T_M1_Q20_seed1215342007__p_grb,True,True
33,round33_v10_tight_T_M1_Q30_seed1122319721,47b804c11f21432aaefcef45c794e2e0d20794e82c4b9a4d6a990b127f69b446,10,1,30,tight_T,-1986939198,a2da5f9163e9a57d2194c7d7802655d54d8b8093f734cd8ceb2d5a02c3aa28f3,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,True,True,True,True,engineering_exact_original_problem_optimal,certificate_promotion__round33_v10_tight_T_M1_Q30_seed1122319721__p_grb,True,True
