round_id,stage_id,run_id,instance_id,V,M,Q,scenario,arm,gap_threshold,reached,first_observed_process_entry_seconds,unreached_semantics
33,stage1,stage1__round33_v10_moderate_M2_Q20_seed1118884127__c6_frozen__3600s,round33_v10_moderate_M2_Q20_seed1118884127,10,2,20,moderate,C6-FROZEN,0.02,True,4.2807184,
33,stage1,stage1__round33_v10_moderate_M2_Q20_seed1118884127__c6_frozen__3600s,round33_v10_moderate_M2_Q20_seed1118884127,10,2,20,moderate,C6-FROZEN,0.01,True,4.2807184,
33,stage1,stage1__round33_v10_moderate_M2_Q20_seed1118884127__c6_frozen__3600s,round33_v10_moderate_M2_Q20_seed1118884127,10,2,20,moderate,C6-FROZEN,0.005,True,4.2807184,
33,stage1,stage1__round33_v10_moderate_M2_Q20_seed1118884127__c6_frozen__3600s,round33_v10_moderate_M2_Q20_seed1118884127,10,2,20,moderate,C6-FROZEN,0.001,True,4.4780655,
33,stage1,stage1__round33_v10_moderate_M2_Q20_seed1118884127__p_grb__3600s,round33_v10_moderate_M2_Q20_seed1118884127,10,2,20,moderate,P-GRB,0.5,True,13.5523012,
33,stage1,stage1__round33_v10_moderate_M2_Q20_seed1118884127__p_grb__3600s,round33_v10_moderate_M2_Q20_seed1118884127,10,2,20,moderate,P-GRB,0.25,True,13.644518600000001,
33,stage1,stage1__round33_v10_moderate_M2_Q20_seed1118884127__p_grb__3600s,round33_v10_moderate_M2_Q20_seed1118884127,10,2,20,moderate,P-GRB,0.1,True,13.664464800000001,
33,stage1,stage1__round33_v10_moderate_M2_Q20_seed1118884127__p_grb__3600s,round33_v10_moderate_M2_Q20_seed1118884127,10,2,20,moderate,P-GRB,0.05,True,13.6699613,
33,stage1,stage1__round33_v10_moderate_M2_Q20_seed1118884127__p_grb__3600s,round33_v10_moderate_M2_Q20_seed1118884127,10,2,20,moderate,P-GRB,0.02,True,13.6838016,
33,stage1,stage1__round33_v10_moderate_M2_Q20_seed1118884127__p_grb__3600s,round33_v10_moderate_M2_Q20_seed1118884127,10,2,20,moderate,P-GRB,0.01,True,13.6838016,
33,stage1,stage1__round33_v10_moderate_M2_Q20_seed1118884127__p_grb__3600s,round33_v10_moderate_M2_Q20_seed1118884127,10,2,20,moderate,P-GRB,0.005,True,13.6838016,
33,stage1,stage1__round33_v10_moderate_M2_Q20_seed1118884127__p_grb__3600s,round33_v10_moderate_M2_Q20_seed1118884127,10,2,20,moderate,P-GRB,0.001,True,13.6838016,
33,stage1,stage1__round33_v10_moderate_M2_Q30_seed763364383__c6_frozen__3600s,round33_v10_moderate_M2_Q30_seed763364383,10,2,30,moderate,C6-FROZEN,0.5,True,4.0378868,
33,stage1,stage1__round33_v10_moderate_M2_Q30_seed763364383__c6_frozen__3600s,round33_v10_moderate_M2_Q30_seed763364383,10,2,30,moderate,C6-FROZEN,0.25,True,20.7918827,
33,stage1,stage1__round33_v10_moderate_M2_Q30_seed763364383__c6_frozen__3600s,round33_v10_moderate_M2_Q30_seed763364383,10,2,30,moderate,C6-FROZEN,0.1,True,21.8215902,
33,stage1,stage1__round33_v10_moderate_M2_Q30_seed763364383__c6_frozen__3600s,round33_v10_moderate_M2_Q30_seed763364383,10,2,30,moderate,C6-FROZEN,0.05,True,26.0144218,
33,stage1,stage1__round33_v10_moderate_M2_Q30_seed763364383__c6_frozen__3600s,round33_v10_moderate_M2_Q30_seed763364383,10,2,30,moderate,C6-FROZEN,0.02,True,26.0144218,
33,stage1,stage1__round33_v10_moderate_M2_Q30_seed763364383__c6_frozen__3600s,round33_v10_moderate_M2_Q30_seed763364383,10,2,30,moderate,C6-FROZEN,0.01,True,26.0144218,
33,stage1,stage1__round33_v10_moderate_M2_Q30_seed763364383__c6_frozen__3600s,round33_v10_moderate_M2_Q30_seed763364383,10,2,30,moderate,C6-FROZEN,0.005,True,26.0144218,
33,stage1,stage1__round33_v10_moderate_M2_Q30_seed763364383__c6_frozen__3600s,round33_v10_moderate_M2_Q30_seed763364383,10,2,30,moderate,C6-FROZEN,0.001,True,26.0144218,
33,stage1,stage1__round33_v10_moderate_M2_Q30_seed763364383__p_grb__3600s,round33_v10_moderate_M2_Q30_seed763364383,10,2,30,moderate,P-GRB,0.5,True,2.1998984,
33,stage1,stage1__round33_v10_moderate_M2_Q30_seed763364383__p_grb__3600s,round33_v10_moderate_M2_Q30_seed763364383,10,2,30,moderate,P-GRB,0.25,True,47.208311,
33,stage1,stage1__round33_v10_moderate_M2_Q30_seed763364383__p_grb__3600s,round33_v10_moderate_M2_Q30_seed763364383,10,2,30,moderate,P-GRB,0.1,True,68.3852135,
33,stage1,stage1__round33_v10_moderate_M2_Q30_seed763364383__p_grb__3600s,round33_v10_moderate_M2_Q30_seed763364383,10,2,30,moderate,P-GRB,0.05,True,115.2409398,
33,stage1,stage1__round33_v10_moderate_M2_Q30_seed763364383__p_grb__3600s,round33_v10_moderate_M2_Q30_seed763364383,10,2,30,moderate,P-GRB,0.02,True,151.7911001,
33,stage1,stage1__round33_v10_moderate_M2_Q30_seed763364383__p_grb__3600s,round33_v10_moderate_M2_Q30_seed763364383,10,2,30,moderate,P-GRB,0.01,True,156.37250039999998,
33,stage1,stage1__round33_v10_moderate_M2_Q30_seed763364383__p_grb__3600s,round33_v10_moderate_M2_Q30_seed763364383,10,2,30,moderate,P-GRB,0.005,True,157.32216309999998,
33,stage1,stage1__round33_v10_moderate_M2_Q30_seed763364383__p_grb__3600s,round33_v10_moderate_M2_Q30_seed763364383,10,2,30,moderate,P-GRB,0.001,True,157.8936722,
33,stage1,stage1__round33_v10_moderate_M3_Q20_seed935682861__c6_frozen__3600s,round33_v10_moderate_M3_Q20_seed935682861,10,3,20,moderate,C6-FROZEN,0.5,True,2.0248534,
33,stage1,stage1__round33_v10_moderate_M3_Q20_seed935682861__c6_frozen__3600s,round33_v10_moderate_M3_Q20_seed935682861,10,3,20,moderate,C6-FROZEN,0.25,True,2.0248534,
33,stage1,stage1__round33_v10_moderate_M3_Q20_seed935682861__c6_frozen__3600s,round33_v10_moderate_M3_Q20_seed935682861,10,3,20,moderate,C6-FROZEN,0.1,True,2.0248534,
33,stage1,stage1__round33_v10_moderate_M3_Q20_seed935682861__c6_frozen__3600s,round33_v10_moderate_M3_Q20_seed935682861,10,3,20,moderate,C6-FROZEN,0.05,True,2.0248534,
33,stage1,stage1__round33_v10_moderate_M3_Q20_seed935682861__c6_frozen__3600s,round33_v10_moderate_M3_Q20_seed935682861,10,3,20,moderate,C6-FROZEN,0.02,True,2.0248534,
33,stage1,stage1__round33_v10_moderate_M3_Q20_seed935682861__c6_frozen__3600s,round33_v10_moderate_M3_Q20_seed935682861,10,3,20,moderate,C6-FROZEN,0.01,True,2.0248534,
33,stage1,stage1__round33_v10_moderate_M3_Q20_seed935682861__c6_frozen__3600s,round33_v10_moderate_M3_Q20_seed935682861,10,3,20,moderate,C6-FROZEN,0.005,True,2.0248534,
33,stage1,stage1__round33_v10_moderate_M3_Q20_seed935682861__c6_frozen__3600s,round33_v10_moderate_M3_Q20_seed935682861,10,3,20,moderate,C6-FROZEN,0.001,True,2.0248534,
33,stage1,stage1__round33_v10_moderate_M3_Q20_seed935682861__p_grb__3600s,round33_v10_moderate_M3_Q20_seed935682861,10,3,20,moderate,P-GRB,0.5,True,0.053405999999999995,
33,stage1,stage1__round33_v10_moderate_M3_Q20_seed935682861__p_grb__3600s,round33_v10_moderate_M3_Q20_seed935682861,10,3,20,moderate,P-GRB,0.25,True,0.053405999999999995,
33,stage1,stage1__round33_v10_moderate_M3_Q20_seed935682861__p_grb__3600s,round33_v10_moderate_M3_Q20_seed935682861,10,3,20,moderate,P-GRB,0.1,True,0.053405999999999995,
33,stage1,stage1__round33_v10_moderate_M3_Q20_seed935682861__p_grb__3600s,round33_v10_moderate_M3_Q20_seed935682861,10,3,20,moderate,P-GRB,0.05,True,0.053405999999999995,
33,stage1,stage1__round33_v10_moderate_M3_Q20_seed935682861__p_grb__3600s,round33_v10_moderate_M3_Q20_seed935682861,10,3,20,moderate,P-GRB,0.02,True,0.053405999999999995,
33,stage1,stage1__round33_v10_moderate_M3_Q20_seed935682861__p_grb__3600s,round33_v10_moderate_M3_Q20_seed935682861,10,3,20,moderate,P-GRB,0.01,True,0.053405999999999995,
33,stage1,stage1__round33_v10_moderate_M3_Q20_seed935682861__p_grb__3600s,round33_v10_moderate_M3_Q20_seed935682861,10,3,20,moderate,P-GRB,0.005,True,0.053405999999999995,
33,stage1,stage1__round33_v10_moderate_M3_Q20_seed935682861__p_grb__3600s,round33_v10_moderate_M3_Q20_seed935682861,10,3,20,moderate,P-GRB,0.001,True,0.053405999999999995,
33,stage1,stage1__round33_v10_moderate_M3_Q30_seed2031960658__c6_frozen__3600s,round33_v10_moderate_M3_Q30_seed2031960658,10,3,30,moderate,C6-FROZEN,0.5,True,3.6570702,
33,stage1,stage1__round33_v10_moderate_M3_Q30_seed2031960658__c6_frozen__3600s,round33_v10_moderate_M3_Q30_seed2031960658,10,3,30,moderate,C6-FROZEN,0.25,True,3.8219751,
33,stage1,stage1__round33_v10_moderate_M3_Q30_seed2031960658__c6_frozen__3600s,round33_v10_moderate_M3_Q30_seed2031960658,10,3,30,moderate,C6-FROZEN,0.1,True,4.657074199999999,
33,stage1,stage1__round33_v10_moderate_M3_Q30_seed2031960658__c6_frozen__3600s,round33_v10_moderate_M3_Q30_seed2031960658,10,3,30,moderate,C6-FROZEN,0.05,True,6.5510196,
33,stage1,stage1__round33_v10_moderate_M3_Q30_seed2031960658__c6_frozen__3600s,round33_v10_moderate_M3_Q30_seed2031960658,10,3,30,moderate,C6-FROZEN,0.02,True,13.6852063,
33,stage1,stage1__round33_v10_moderate_M3_Q30_seed2031960658__c6_frozen__3600s,round33_v10_moderate_M3_Q30_seed2031960658,10,3,30,moderate,C6-FROZEN,0.01,True,13.702483800000001,
33,stage1,stage1__round33_v10_moderate_M3_Q30_seed2031960658__c6_frozen__3600s,round33_v10_moderate_M3_Q30_seed2031960658,10,3,30,moderate,C6-FROZEN,0.005,True,13.704096400000001,
33,stage1,stage1__round33_v10_moderate_M3_Q30_seed2031960658__c6_frozen__3600s,round33_v10_moderate_M3_Q30_seed2031960658,10,3,30,moderate,C6-FROZEN,0.001,True,13.711197700000001,
33,stage1,stage1__round33_v10_moderate_M3_Q30_seed2031960658__p_grb__3600s,round33_v10_moderate_M3_Q30_seed2031960658,10,3,30,moderate,P-GRB,0.5,True,0.1176642,
33,stage1,stage1__round33_v10_moderate_M3_Q30_seed2031960658__p_grb__3600s,round33_v10_moderate_M3_Q30_seed2031960658,10,3,30,moderate,P-GRB,0.25,True,3.8731872,
33,stage1,stage1__round33_v10_moderate_M3_Q30_seed2031960658__p_grb__3600s,round33_v10_moderate_M3_Q30_seed2031960658,10,3,30,moderate,P-GRB,0.1,True,5.522982600000001,
33,stage1,stage1__round33_v10_moderate_M3_Q30_seed2031960658__p_grb__3600s,round33_v10_moderate_M3_Q30_seed2031960658,10,3,30,moderate,P-GRB,0.05,True,6.6531947,
33,stage1,stage1__round33_v10_moderate_M3_Q30_seed2031960658__p_grb__3600s,round33_v10_moderate_M3_Q30_seed2031960658,10,3,30,moderate,P-GRB,0.02,True,6.9219838000000005,
33,stage1,stage1__round33_v10_moderate_M3_Q30_seed2031960658__p_grb__3600s,round33_v10_moderate_M3_Q30_seed2031960658,10,3,30,moderate,P-GRB,0.01,True,6.979412,
33,stage1,stage1__round33_v10_moderate_M3_Q30_seed2031960658__p_grb__3600s,round33_v10_moderate_M3_Q30_seed2031960658,10,3,30,moderate,P-GRB,0.005,True,6.9902806,
33,stage1,stage1__round33_v10_moderate_M3_Q30_seed2031960658__p_grb__3600s,round33_v10_moderate_M3_Q30_seed2031960658,10,3,30,moderate,P-GRB,0.001,True,7.0053615,
33,stage1,stage1__round33_v10_tight_T_M1_Q20_seed1215342007__c6_frozen__3600s,round33_v10_tight_T_M1_Q20_seed1215342007,10,1,20,tight_T,C6-FROZEN,0.5,True,1.2740428,
33,stage1,stage1__round33_v10_tight_T_M1_Q20_seed1215342007__c6_frozen__3600s,round33_v10_tight_T_M1_Q20_seed1215342007,10,1,20,tight_T,C6-FROZEN,0.25,True,1.3160775,
33,stage1,stage1__round33_v10_tight_T_M1_Q20_seed1215342007__c6_frozen__3600s,round33_v10_tight_T_M1_Q20_seed1215342007,10,1,20,tight_T,C6-FROZEN,0.1,True,1.4343209,
33,stage1,stage1__round33_v10_tight_T_M1_Q20_seed1215342007__c6_frozen__3600s,round33_v10_tight_T_M1_Q20_seed1215342007,10,1,20,tight_T,C6-FROZEN,0.05,True,1.5745875,
33,stage1,stage1__round33_v10_tight_T_M1_Q20_seed1215342007__c6_frozen__3600s,round33_v10_tight_T_M1_Q20_seed1215342007,10,1,20,tight_T,C6-FROZEN,0.02,True,1.8542965,
33,stage1,stage1__round33_v10_tight_T_M1_Q20_seed1215342007__c6_frozen__3600s,round33_v10_tight_T_M1_Q20_seed1215342007,10,1,20,tight_T,C6-FROZEN,0.01,True,1.8561318999999998,
33,stage1,stage1__round33_v10_tight_T_M1_Q20_seed1215342007__c6_frozen__3600s,round33_v10_tight_T_M1_Q20_seed1215342007,10,1,20,tight_T,C6-FROZEN,0.005,True,1.8561318999999998,
33,stage1,stage1__round33_v10_tight_T_M1_Q20_seed1215342007__c6_frozen__3600s,round33_v10_tight_T_M1_Q20_seed1215342007,10,1,20,tight_T,C6-FROZEN,0.001,True,1.8561318999999998,
33,stage1,stage1__round33_v10_tight_T_M1_Q20_seed1215342007__p_grb__3600s,round33_v10_tight_T_M1_Q20_seed1215342007,10,1,20,tight_T,P-GRB,0.5,True,0.7135379000000001,
33,stage1,stage1__round33_v10_tight_T_M1_Q20_seed1215342007__p_grb__3600s,round33_v10_tight_T_M1_Q20_seed1215342007,10,1,20,tight_T,P-GRB,0.25,True,0.808328,
33,stage1,stage1__round33_v10_tight_T_M1_Q20_seed1215342007__p_grb__3600s,round33_v10_tight_T_M1_Q20_seed1215342007,10,1,20,tight_T,P-GRB,0.1,True,0.8651149,
33,stage1,stage1__round33_v10_tight_T_M1_Q20_seed1215342007__p_grb__3600s,round33_v10_tight_T_M1_Q20_seed1215342007,10,1,20,tight_T,P-GRB,0.05,True,0.9416907,
33,stage1,stage1__round33_v10_tight_T_M1_Q20_seed1215342007__p_grb__3600s,round33_v10_tight_T_M1_Q20_seed1215342007,10,1,20,tight_T,P-GRB,0.02,True,0.9477055,
33,stage1,stage1__round33_v10_tight_T_M1_Q20_seed1215342007__p_grb__3600s,round33_v10_tight_T_M1_Q20_seed1215342007,10,1,20,tight_T,P-GRB,0.01,True,0.9481952,
33,stage1,stage1__round33_v10_tight_T_M1_Q20_seed1215342007__p_grb__3600s,round33_v10_tight_T_M1_Q20_seed1215342007,10,1,20,tight_T,P-GRB,0.005,True,0.9492666000000001,
33,stage1,stage1__round33_v10_tight_T_M1_Q20_seed1215342007__p_grb__3600s,round33_v10_tight_T_M1_Q20_seed1215342007,10,1,20,tight_T,P-GRB,0.001,True,0.9492666000000001,
33,stage1,stage1__round33_v10_tight_T_M1_Q30_seed1122319721__c6_frozen__3600s,round33_v10_tight_T_M1_Q30_seed1122319721,10,1,30,tight_T,C6-FROZEN,0.5,True,1.3259667,
33,stage1,stage1__round33_v10_tight_T_M1_Q30_seed1122319721__c6_frozen__3600s,round33_v10_tight_T_M1_Q30_seed1122319721,10,1,30,tight_T,C6-FROZEN,0.25,True,1.3259667,
33,stage1,stage1__round33_v10_tight_T_M1_Q30_seed1122319721__c6_frozen__3600s,round33_v10_tight_T_M1_Q30_seed1122319721,10,1,30,tight_T,C6-FROZEN,0.1,True,1.3259667,
33,stage1,stage1__round33_v10_tight_T_M1_Q30_seed1122319721__c6_frozen__3600s,round33_v10_tight_T_M1_Q30_seed1122319721,10,1,30,tight_T,C6-FROZEN,0.05,True,1.3259667,
33,stage1,stage1__round33_v10_tight_T_M1_Q30_seed1122319721__c6_frozen__3600s,round33_v10_tight_T_M1_Q30_seed1122319721,10,1,30,tight_T,C6-FROZEN,0.02,True,1.6876603,
33,stage1,stage1__round33_v10_tight_T_M1_Q30_seed1122319721__c6_frozen__3600s,round33_v10_tight_T_M1_Q30_seed1122319721,10,1,30,tight_T,C6-FROZEN,0.01,True,1.6882932,
33,stage1,stage1__round33_v10_tight_T_M1_Q30_seed1122319721__c6_frozen__3600s,round33_v10_tight_T_M1_Q30_seed1122319721,10,1,30,tight_T,C6-FROZEN,0.005,True,1.6882932,
33,stage1,stage1__round33_v10_tight_T_M1_Q30_seed1122319721__c6_frozen__3600s,round33_v10_tight_T_M1_Q30_seed1122319721,10,1,30,tight_T,C6-FROZEN,0.001,True,1.6882932,
33,stage1,stage1__round33_v10_tight_T_M1_Q30_seed1122319721__p_grb__3600s,round33_v10_tight_T_M1_Q30_seed1122319721,10,1,30,tight_T,P-GRB,0.5,True,0.060389399999999996,
33,stage1,stage1__round33_v10_tight_T_M1_Q30_seed1122319721__p_grb__3600s,round33_v10_tight_T_M1_Q30_seed1122319721,10,1,30,tight_T,P-GRB,0.25,True,0.30847569999999996,
33,stage1,stage1__round33_v10_tight_T_M1_Q30_seed1122319721__p_grb__3600s,round33_v10_tight_T_M1_Q30_seed1122319721,10,1,30,tight_T,P-GRB,0.1,True,0.35770199999999996,
33,stage1,stage1__round33_v10_tight_T_M1_Q30_seed1122319721__p_grb__3600s,round33_v10_tight_T_M1_Q30_seed1122319721,10,1,30,tight_T,P-GRB,0.05,True,0.36371159999999997,
33,stage1,stage1__round33_v10_tight_T_M1_Q30_seed1122319721__p_grb__3600s,round33_v10_tight_T_M1_Q30_seed1122319721,10,1,30,tight_T,P-GRB,0.02,True,0.36553599999999997,
33,stage1,stage1__round33_v10_tight_T_M1_Q30_seed1122319721__p_grb__3600s,round33_v10_tight_T_M1_Q30_seed1122319721,10,1,30,tight_T,P-GRB,0.01,True,0.3656172,
33,stage1,stage1__round33_v10_tight_T_M1_Q30_seed1122319721__p_grb__3600s,round33_v10_tight_T_M1_Q30_seed1122319721,10,1,30,tight_T,P-GRB,0.005,True,0.3656172,
33,stage1,stage1__round33_v10_tight_T_M1_Q30_seed1122319721__p_grb__3600s,round33_v10_tight_T_M1_Q30_seed1122319721,10,1,30,tight_T,P-GRB,0.001,True,0.3656172,
33,stage1,stage1__round33_v10_tight_T_M2_Q20_seed2085634706__c6_frozen__3600s,round33_v10_tight_T_M2_Q20_seed2085634706,10,2,20,tight_T,C6-FROZEN,0.5,True,1.7269853,
33,stage1,stage1__round33_v10_tight_T_M2_Q20_seed2085634706__c6_frozen__3600s,round33_v10_tight_T_M2_Q20_seed2085634706,10,2,20,tight_T,C6-FROZEN,0.25,True,2.1945391,
33,stage1,stage1__round33_v10_tight_T_M2_Q20_seed2085634706__c6_frozen__3600s,round33_v10_tight_T_M2_Q20_seed2085634706,10,2,20,tight_T,C6-FROZEN,0.1,True,31.0572821,
33,stage1,stage1__round33_v10_tight_T_M2_Q20_seed2085634706__c6_frozen__3600s,round33_v10_tight_T_M2_Q20_seed2085634706,10,2,20,tight_T,C6-FROZEN,0.05,True,32.4560441,
33,stage1,stage1__round33_v10_tight_T_M2_Q20_seed2085634706__c6_frozen__3600s,round33_v10_tight_T_M2_Q20_seed2085634706,10,2,20,tight_T,C6-FROZEN,0.02,True,32.9848657,
33,stage1,stage1__round33_v10_tight_T_M2_Q20_seed2085634706__c6_frozen__3600s,round33_v10_tight_T_M2_Q20_seed2085634706,10,2,20,tight_T,C6-FROZEN,0.01,True,33.0200863,
33,stage1,stage1__round33_v10_tight_T_M2_Q20_seed2085634706__c6_frozen__3600s,round33_v10_tight_T_M2_Q20_seed2085634706,10,2,20,tight_T,C6-FROZEN,0.005,True,33.0302222,
33,stage1,stage1__round33_v10_tight_T_M2_Q20_seed2085634706__c6_frozen__3600s,round33_v10_tight_T_M2_Q20_seed2085634706,10,2,20,tight_T,C6-FROZEN,0.001,True,33.0440313,
33,stage1,stage1__round33_v10_tight_T_M2_Q20_seed2085634706__p_grb__3600s,round33_v10_tight_T_M2_Q20_seed2085634706,10,2,20,tight_T,P-GRB,0.5,True,0.6070985,
33,stage1,stage1__round33_v10_tight_T_M2_Q20_seed2085634706__p_grb__3600s,round33_v10_tight_T_M2_Q20_seed2085634706,10,2,20,tight_T,P-GRB,0.25,True,20.3135163,
33,stage1,stage1__round33_v10_tight_T_M2_Q20_seed2085634706__p_grb__3600s,round33_v10_tight_T_M2_Q20_seed2085634706,10,2,20,tight_T,P-GRB,0.1,True,63.7277526,
33,stage1,stage1__round33_v10_tight_T_M2_Q20_seed2085634706__p_grb__3600s,round33_v10_tight_T_M2_Q20_seed2085634706,10,2,20,tight_T,P-GRB,0.05,True,79.6882112,
33,stage1,stage1__round33_v10_tight_T_M2_Q20_seed2085634706__p_grb__3600s,round33_v10_tight_T_M2_Q20_seed2085634706,10,2,20,tight_T,P-GRB,0.02,True,89.7892165,
33,stage1,stage1__round33_v10_tight_T_M2_Q20_seed2085634706__p_grb__3600s,round33_v10_tight_T_M2_Q20_seed2085634706,10,2,20,tight_T,P-GRB,0.01,True,91.9239868,
33,stage1,stage1__round33_v10_tight_T_M2_Q20_seed2085634706__p_grb__3600s,round33_v10_tight_T_M2_Q20_seed2085634706,10,2,20,tight_T,P-GRB,0.005,True,92.6750708,
33,stage1,stage1__round33_v10_tight_T_M2_Q20_seed2085634706__p_grb__3600s,round33_v10_tight_T_M2_Q20_seed2085634706,10,2,20,tight_T,P-GRB,0.001,True,92.90603669999999,
33,stage1,stage1__round33_v10_tight_T_M2_Q30_seed1783646009__c6_frozen__3600s,round33_v10_tight_T_M2_Q30_seed1783646009,10,2,30,tight_T,C6-FROZEN,0.5,True,1.678904,
33,stage1,stage1__round33_v10_tight_T_M2_Q30_seed1783646009__c6_frozen__3600s,round33_v10_tight_T_M2_Q30_seed1783646009,10,2,30,tight_T,C6-FROZEN,0.25,True,1.7854496,
33,stage1,stage1__round33_v10_tight_T_M2_Q30_seed1783646009__c6_frozen__3600s,round33_v10_tight_T_M2_Q30_seed1783646009,10,2,30,tight_T,C6-FROZEN,0.1,True,2.3627295999999998,
33,stage1,stage1__round33_v10_tight_T_M2_Q30_seed1783646009__c6_frozen__3600s,round33_v10_tight_T_M2_Q30_seed1783646009,10,2,30,tight_T,C6-FROZEN,0.05,True,3.9962731,
33,stage1,stage1__round33_v10_tight_T_M2_Q30_seed1783646009__c6_frozen__3600s,round33_v10_tight_T_M2_Q30_seed1783646009,10,2,30,tight_T,C6-FROZEN,0.02,True,8.548826,
33,stage1,stage1__round33_v10_tight_T_M2_Q30_seed1783646009__c6_frozen__3600s,round33_v10_tight_T_M2_Q30_seed1783646009,10,2,30,tight_T,C6-FROZEN,0.01,True,8.6872897,
33,stage1,stage1__round33_v10_tight_T_M2_Q30_seed1783646009__c6_frozen__3600s,round33_v10_tight_T_M2_Q30_seed1783646009,10,2,30,tight_T,C6-FROZEN,0.005,True,8.8262224,
33,stage1,stage1__round33_v10_tight_T_M2_Q30_seed1783646009__c6_frozen__3600s,round33_v10_tight_T_M2_Q30_seed1783646009,10,2,30,tight_T,C6-FROZEN,0.001,True,9.115223499999999,
33,stage1,stage1__round33_v10_tight_T_M2_Q30_seed1783646009__p_grb__3600s,round33_v10_tight_T_M2_Q30_seed1783646009,10,2,30,tight_T,P-GRB,0.5,True,0.0535099,
33,stage1,stage1__round33_v10_tight_T_M2_Q30_seed1783646009__p_grb__3600s,round33_v10_tight_T_M2_Q30_seed1783646009,10,2,30,tight_T,P-GRB,0.25,True,4.0252459,
33,stage1,stage1__round33_v10_tight_T_M2_Q30_seed1783646009__p_grb__3600s,round33_v10_tight_T_M2_Q30_seed1783646009,10,2,30,tight_T,P-GRB,0.1,True,15.6531925,
33,stage1,stage1__round33_v10_tight_T_M2_Q30_seed1783646009__p_grb__3600s,round33_v10_tight_T_M2_Q30_seed1783646009,10,2,30,tight_T,P-GRB,0.05,True,19.4691838,
33,stage1,stage1__round33_v10_tight_T_M2_Q30_seed1783646009__p_grb__3600s,round33_v10_tight_T_M2_Q30_seed1783646009,10,2,30,tight_T,P-GRB,0.02,True,21.3529363,
33,stage1,stage1__round33_v10_tight_T_M2_Q30_seed1783646009__p_grb__3600s,round33_v10_tight_T_M2_Q30_seed1783646009,10,2,30,tight_T,P-GRB,0.01,True,21.548616199999998,
33,stage1,stage1__round33_v10_tight_T_M2_Q30_seed1783646009__p_grb__3600s,round33_v10_tight_T_M2_Q30_seed1783646009,10,2,30,tight_T,P-GRB,0.005,True,21.591490599999997,
33,stage1,stage1__round33_v10_tight_T_M2_Q30_seed1783646009__p_grb__3600s,round33_v10_tight_T_M2_Q30_seed1783646009,10,2,30,tight_T,P-GRB,0.001,True,21.6074633,
33,stage1,stage1__round33_v10_tight_T_M3_Q20_seed284843780__c6_frozen__3600s,round33_v10_tight_T_M3_Q20_seed284843780,10,3,20,tight_T,C6-FROZEN,0.5,True,2.4498152,
33,stage1,stage1__round33_v10_tight_T_M3_Q20_seed284843780__c6_frozen__3600s,round33_v10_tight_T_M3_Q20_seed284843780,10,3,20,tight_T,C6-FROZEN,0.25,True,2.5390487,
33,stage1,stage1__round33_v10_tight_T_M3_Q20_seed284843780__c6_frozen__3600s,round33_v10_tight_T_M3_Q20_seed284843780,10,3,20,tight_T,C6-FROZEN,0.1,True,3.1560381,
33,stage1,stage1__round33_v10_tight_T_M3_Q20_seed284843780__c6_frozen__3600s,round33_v10_tight_T_M3_Q20_seed284843780,10,3,20,tight_T,C6-FROZEN,0.05,True,4.3070939,
33,stage1,stage1__round33_v10_tight_T_M3_Q20_seed284843780__c6_frozen__3600s,round33_v10_tight_T_M3_Q20_seed284843780,10,3,20,tight_T,C6-FROZEN,0.02,True,10.8052504,
33,stage1,stage1__round33_v10_tight_T_M3_Q20_seed284843780__c6_frozen__3600s,round33_v10_tight_T_M3_Q20_seed284843780,10,3,20,tight_T,C6-FROZEN,0.01,True,11.6904114,
33,stage1,stage1__round33_v10_tight_T_M3_Q20_seed284843780__c6_frozen__3600s,round33_v10_tight_T_M3_Q20_seed284843780,10,3,20,tight_T,C6-FROZEN,0.005,True,11.792011,
33,stage1,stage1__round33_v10_tight_T_M3_Q20_seed284843780__c6_frozen__3600s,round33_v10_tight_T_M3_Q20_seed284843780,10,3,20,tight_T,C6-FROZEN,0.001,True,11.8667394,
33,stage1,stage1__round33_v10_tight_T_M3_Q20_seed284843780__p_grb__3600s,round33_v10_tight_T_M3_Q20_seed284843780,10,3,20,tight_T,P-GRB,0.5,True,0.13990190000000002,
33,stage1,stage1__round33_v10_tight_T_M3_Q20_seed284843780__p_grb__3600s,round33_v10_tight_T_M3_Q20_seed284843780,10,3,20,tight_T,P-GRB,0.25,True,9.709231500000001,
33,stage1,stage1__round33_v10_tight_T_M3_Q20_seed284843780__p_grb__3600s,round33_v10_tight_T_M3_Q20_seed284843780,10,3,20,tight_T,P-GRB,0.1,True,36.6361325,
33,stage1,stage1__round33_v10_tight_T_M3_Q20_seed284843780__p_grb__3600s,round33_v10_tight_T_M3_Q20_seed284843780,10,3,20,tight_T,P-GRB,0.05,True,137.21537099999998,
33,stage1,stage1__round33_v10_tight_T_M3_Q20_seed284843780__p_grb__3600s,round33_v10_tight_T_M3_Q20_seed284843780,10,3,20,tight_T,P-GRB,0.02,True,203.74149229999998,
33,stage1,stage1__round33_v10_tight_T_M3_Q20_seed284843780__p_grb__3600s,round33_v10_tight_T_M3_Q20_seed284843780,10,3,20,tight_T,P-GRB,0.01,True,215.2236333,
33,stage1,stage1__round33_v10_tight_T_M3_Q20_seed284843780__p_grb__3600s,round33_v10_tight_T_M3_Q20_seed284843780,10,3,20,tight_T,P-GRB,0.005,True,220.5461115,
