round_id,run_id,stage_id,instance_id,arm,valid_lb,verified_ub,bound_order_valid,verifier_passed,lifecycle_valid,model_fingerprint_match,strict_certificate,false_certificate,passed
33,stage1__round33_v10_high_imbalance_M1_Q20_seed2098545008__c6_frozen__3600s,stage1,round33_v10_high_imbalance_M1_Q20_seed2098545008,C6-FROZEN,2.4593376173848993,2.4593376173848993,True,True,True,True,True,False,True
33,stage1__round33_v10_high_imbalance_M1_Q20_seed2098545008__p_grb__3600s,stage1,round33_v10_high_imbalance_M1_Q20_seed2098545008,P-GRB,2.4593376173848993,2.4593376173848993,True,True,True,True,True,False,True
33,stage1__round33_v10_high_imbalance_M1_Q30_seed289447508__c6_frozen__3600s,stage1,round33_v10_high_imbalance_M1_Q30_seed289447508,C6-FROZEN,3.0787094943441926,3.0787094943441926,True,True,True,True,True,False,True
33,stage1__round33_v10_high_imbalance_M1_Q30_seed289447508__p_grb__3600s,stage1,round33_v10_high_imbalance_M1_Q30_seed289447508,P-GRB,3.078709494344193,3.0787094943441926,True,True,True,True,True,False,True
33,stage1__round33_v10_high_imbalance_M2_Q20_seed1719879984__c6_frozen__3600s,stage1,round33_v10_high_imbalance_M2_Q20_seed1719879984,C6-FROZEN,1.839845063536864,1.8398450646494322,True,True,True,True,True,False,True
33,stage1__round33_v10_high_imbalance_M2_Q20_seed1719879984__p_grb__3600s,stage1,round33_v10_high_imbalance_M2_Q20_seed1719879984,P-GRB,1.8398450646494326,1.8398450646494322,True,True,True,True,True,False,True
33,stage1__round33_v10_high_imbalance_M2_Q30_seed1244253498__c6_frozen__3600s,stage1,round33_v10_high_imbalance_M2_Q30_seed1244253498,C6-FROZEN,2.3656372457099724,2.3656372457099724,True,True,True,True,True,False,True
33,stage1__round33_v10_high_imbalance_M2_Q30_seed1244253498__p_grb__3600s,stage1,round33_v10_high_imbalance_M2_Q30_seed1244253498,P-GRB,2.3656372457099724,2.3656372457099724,True,True,True,True,True,False,True
33,stage1__round33_v10_high_imbalance_M3_Q20_seed434104496__c6_frozen__3600s,stage1,round33_v10_high_imbalance_M3_Q20_seed434104496,C6-FROZEN,3.21390982298668,3.2139098229866803,True,True,True,True,True,False,True
33,stage1__round33_v10_high_imbalance_M3_Q20_seed434104496__p_grb__3600s,stage1,round33_v10_high_imbalance_M3_Q20_seed434104496,P-GRB,3.21390982298668,3.2139098229866803,True,True,True,True,True,False,True
33,stage1__round33_v10_high_imbalance_M3_Q30_seed1765289896__c6_frozen__3600s,stage1,round33_v10_high_imbalance_M3_Q30_seed1765289896,C6-FROZEN,1.0059157404995958,1.0059157404995958,True,True,True,True,True,False,True
33,stage1__round33_v10_high_imbalance_M3_Q30_seed1765289896__p_grb__3600s,stage1,round33_v10_high_imbalance_M3_Q30_seed1765289896,P-GRB,1.0059157346371248,1.0059157404995958,True,True,True,True,True,False,True
33,stage1__round33_v10_moderate_M1_Q20_seed256070676__c6_frozen__3600s,stage1,round33_v10_moderate_M1_Q20_seed256070676,C6-FROZEN,0.46434757248188263,0.4643475724818831,True,True,True,True,True,False,True
33,stage1__round33_v10_moderate_M1_Q20_seed256070676__p_grb__3600s,stage1,round33_v10_moderate_M1_Q20_seed256070676,P-GRB,0.46434757248188274,0.4643475724818831,True,True,True,True,True,False,True
33,stage1__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__3600s,stage1,round33_v10_moderate_M1_Q30_seed82526096,C6-FROZEN,0.5780151685284922,0.5780151685284923,True,True,True,True,True,False,True
33,stage1__round33_v10_moderate_M1_Q30_seed82526096__p_grb__3600s,stage1,round33_v10_moderate_M1_Q30_seed82526096,P-GRB,0.5780151685284922,0.5780151685284923,True,True,True,True,True,False,True
33,stage1__round33_v10_moderate_M2_Q20_seed1118884127__c6_frozen__3600s,stage1,round33_v10_moderate_M2_Q20_seed1118884127,C6-FROZEN,0.007531475161479737,0.007531475161479737,True,True,True,True,True,False,True
33,stage1__round33_v10_moderate_M2_Q20_seed1118884127__p_grb__3600s,stage1,round33_v10_moderate_M2_Q20_seed1118884127,P-GRB,0.007531475161479747,0.007531475161479737,True,True,True,True,True,False,True
33,stage1__round33_v10_moderate_M2_Q30_seed763364383__c6_frozen__3600s,stage1,round33_v10_moderate_M2_Q30_seed763364383,C6-FROZEN,0.13507469656016374,0.13507469656016455,True,True,True,True,True,False,True
33,stage1__round33_v10_moderate_M2_Q30_seed763364383__p_grb__3600s,stage1,round33_v10_moderate_M2_Q30_seed763364383,P-GRB,0.13507469631606708,0.13507469656016455,True,True,True,True,True,False,True
33,stage1__round33_v10_moderate_M3_Q20_seed935682861__c6_frozen__3600s,stage1,round33_v10_moderate_M3_Q20_seed935682861,C6-FROZEN,0.0,0.0,True,True,True,True,True,False,True
33,stage1__round33_v10_moderate_M3_Q20_seed935682861__p_grb__3600s,stage1,round33_v10_moderate_M3_Q20_seed935682861,P-GRB,0.0,0.0,True,True,True,True,True,False,True
33,stage1__round33_v10_moderate_M3_Q30_seed2031960658__c6_frozen__3600s,stage1,round33_v10_moderate_M3_Q30_seed2031960658,C6-FROZEN,0.1539404620079374,0.15394046200793743,True,True,True,True,True,False,True
33,stage1__round33_v10_moderate_M3_Q30_seed2031960658__p_grb__3600s,stage1,round33_v10_moderate_M3_Q30_seed2031960658,P-GRB,0.15394046200793737,0.15394046200793743,True,True,True,True,True,False,True
33,stage1__round33_v10_tight_T_M1_Q20_seed1215342007__c6_frozen__3600s,stage1,round33_v10_tight_T_M1_Q20_seed1215342007,C6-FROZEN,0.9281961668453516,0.9281961668453516,True,True,True,True,True,False,True
33,stage1__round33_v10_tight_T_M1_Q20_seed1215342007__p_grb__3600s,stage1,round33_v10_tight_T_M1_Q20_seed1215342007,P-GRB,0.9281961668453508,0.9281961668453516,True,True,True,True,True,False,True
33,stage1__round33_v10_tight_T_M1_Q30_seed1122319721__c6_frozen__3600s,stage1,round33_v10_tight_T_M1_Q30_seed1122319721,C6-FROZEN,1.811523354904172,1.811523354904172,True,True,True,True,True,False,True
33,stage1__round33_v10_tight_T_M1_Q30_seed1122319721__p_grb__3600s,stage1,round33_v10_tight_T_M1_Q30_seed1122319721,P-GRB,1.8115233549041716,1.811523354904172,True,True,True,True,True,False,True
33,stage1__round33_v10_tight_T_M2_Q20_seed2085634706__c6_frozen__3600s,stage1,round33_v10_tight_T_M2_Q20_seed2085634706,C6-FROZEN,0.719445291153844,0.719445291153844,True,True,True,True,True,False,True
