round_id,stage_id,run_id,instance_id,scenario,V,M,Q,arm,solver_version,instance_sha256,executable_sha256,source_commit,protocol_sha256,nominal_process_cap_seconds,actual_process_cap_seconds,return_code,emergency_timeout,status,objective,lower_bound,upper_bound,strict_certified_original_problem,process_entry_time_seconds,run_status,completed
33,stage1,stage1__round33_v10_high_imbalance_M1_Q20_seed2098545008__c6_frozen__3600s,round33_v10_high_imbalance_M1_Q20_seed2098545008,high_imbalance,10,1,20,C6-FROZEN,13.0.2,004097e7f1323ed8d5a8877b3c1f07e34a2284909502a3f156285dc92fd528ec,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,1a79322dd9c2f2345de1e02909727c49c58cb2dd,8e5ec84e1dfcf7ad332e54cecee0bef5b4660e9dba755fe1426a217e57354b69,3600,3600,0,False,optimal,2.4593376173848993,2.4593376173848993,2.4593376173848993,True,4.8166641,completed_valid_result,True
33,stage1,stage1__round33_v10_high_imbalance_M1_Q20_seed2098545008__p_grb__3600s,round33_v10_high_imbalance_M1_Q20_seed2098545008,high_imbalance,10,1,20,P-GRB,13.0.2,004097e7f1323ed8d5a8877b3c1f07e34a2284909502a3f156285dc92fd528ec,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,1a79322dd9c2f2345de1e02909727c49c58cb2dd,8e5ec84e1dfcf7ad332e54cecee0bef5b4660e9dba755fe1426a217e57354b69,3600,3600,0,False,optimal,2.4593376173848993,2.4593376173848993,2.4593376173848993,True,0.8440135,completed_valid_result,True
33,stage1,stage1__round33_v10_high_imbalance_M1_Q30_seed289447508__c6_frozen__3600s,round33_v10_high_imbalance_M1_Q30_seed289447508,high_imbalance,10,1,30,C6-FROZEN,13.0.2,798703a65382aa0b41c3dcef9a08c94b1578e58d015f9692f6c36c804d985992,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,1a79322dd9c2f2345de1e02909727c49c58cb2dd,8e5ec84e1dfcf7ad332e54cecee0bef5b4660e9dba755fe1426a217e57354b69,3600,3600,0,False,optimal,3.0787094943441926,3.0787094943441926,3.0787094943441926,True,2.6357259,completed_valid_result,True
33,stage1,stage1__round33_v10_high_imbalance_M1_Q30_seed289447508__p_grb__3600s,round33_v10_high_imbalance_M1_Q30_seed289447508,high_imbalance,10,1,30,P-GRB,13.0.2,798703a65382aa0b41c3dcef9a08c94b1578e58d015f9692f6c36c804d985992,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,1a79322dd9c2f2345de1e02909727c49c58cb2dd,8e5ec84e1dfcf7ad332e54cecee0bef5b4660e9dba755fe1426a217e57354b69,3600,3600,0,False,optimal,3.0787094943441926,3.078709494344193,3.0787094943441926,True,0.5896309,completed_valid_result,True
33,stage1,stage1__round33_v10_high_imbalance_M2_Q20_seed1719879984__c6_frozen__3600s,round33_v10_high_imbalance_M2_Q20_seed1719879984,high_imbalance,10,2,20,C6-FROZEN,13.0.2,2087cd04dc30960beb98aad7c3b4f684b27be61df137cfc0cf53c581714e42d7,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,1a79322dd9c2f2345de1e02909727c49c58cb2dd,8e5ec84e1dfcf7ad332e54cecee0bef5b4660e9dba755fe1426a217e57354b69,3600,3600,0,False,optimal,1.8398450646494322,1.839845063536864,1.8398450646494322,True,28.738723,completed_valid_result,True
33,stage1,stage1__round33_v10_high_imbalance_M2_Q20_seed1719879984__p_grb__3600s,round33_v10_high_imbalance_M2_Q20_seed1719879984,high_imbalance,10,2,20,P-GRB,13.0.2,2087cd04dc30960beb98aad7c3b4f684b27be61df137cfc0cf53c581714e42d7,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,1a79322dd9c2f2345de1e02909727c49c58cb2dd,8e5ec84e1dfcf7ad332e54cecee0bef5b4660e9dba755fe1426a217e57354b69,3600,3600,0,False,optimal,1.8398450646494322,1.8398450646494326,1.8398450646494322,True,45.2994415,completed_valid_result,True
33,stage1,stage1__round33_v10_high_imbalance_M2_Q30_seed1244253498__c6_frozen__3600s,round33_v10_high_imbalance_M2_Q30_seed1244253498,high_imbalance,10,2,30,C6-FROZEN,13.0.2,dd0712ca30710c310b16f44976eead292788a7de9f89c2ba77b08bd81e1a2933,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,1a79322dd9c2f2345de1e02909727c49c58cb2dd,8e5ec84e1dfcf7ad332e54cecee0bef5b4660e9dba755fe1426a217e57354b69,3600,3600,0,False,optimal,2.3656372457099724,2.3656372457099724,2.3656372457099724,True,11.8509598,completed_valid_result,True
33,stage1,stage1__round33_v10_high_imbalance_M2_Q30_seed1244253498__p_grb__3600s,round33_v10_high_imbalance_M2_Q30_seed1244253498,high_imbalance,10,2,30,P-GRB,13.0.2,dd0712ca30710c310b16f44976eead292788a7de9f89c2ba77b08bd81e1a2933,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,1a79322dd9c2f2345de1e02909727c49c58cb2dd,8e5ec84e1dfcf7ad332e54cecee0bef5b4660e9dba755fe1426a217e57354b69,3600,3600,0,False,optimal,2.3656372457099724,2.3656372457099724,2.3656372457099724,True,13.6920052,completed_valid_result,True
33,stage1,stage1__round33_v10_high_imbalance_M3_Q20_seed434104496__c6_frozen__3600s,round33_v10_high_imbalance_M3_Q20_seed434104496,high_imbalance,10,3,20,C6-FROZEN,13.0.2,3166610006cbf4d23b08a693dd0742b02f1c82391fc4de2c6b85e02811769dd4,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,1a79322dd9c2f2345de1e02909727c49c58cb2dd,8e5ec84e1dfcf7ad332e54cecee0bef5b4660e9dba755fe1426a217e57354b69,3600,3600,0,False,optimal,3.2139098229866803,3.21390982298668,3.2139098229866803,True,65.1819016,completed_valid_result,True
33,stage1,stage1__round33_v10_high_imbalance_M3_Q20_seed434104496__p_grb__3600s,round33_v10_high_imbalance_M3_Q20_seed434104496,high_imbalance,10,3,20,P-GRB,13.0.2,3166610006cbf4d23b08a693dd0742b02f1c82391fc4de2c6b85e02811769dd4,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,1a79322dd9c2f2345de1e02909727c49c58cb2dd,8e5ec84e1dfcf7ad332e54cecee0bef5b4660e9dba755fe1426a217e57354b69,3600,3600,0,False,optimal,3.2139098229866803,3.21390982298668,3.2139098229866803,True,97.2629525,completed_valid_result,True
33,stage1,stage1__round33_v10_high_imbalance_M3_Q30_seed1765289896__c6_frozen__3600s,round33_v10_high_imbalance_M3_Q30_seed1765289896,high_imbalance,10,3,30,C6-FROZEN,13.0.2,e594c99b4ec65eafc53e54f924183ebb3c44108042ddecbb4034f7ea4473a7d0,bdc5145c9c1f6c2fad6a851db08dd96849355cda903bd000363a60e764d35385,1a79322dd9c2f2345de1e02909727c49c58cb2dd,8e5ec84e1dfcf7ad332e54cecee0bef5b4660e9dba755fe1426a217e57354b69,3600,3600,0,False,optimal,1.0059157404995958,1.0059157404995958,1.0059157404995958,True,77.0638877,completed_valid_result,True
