best_bucket_name,best_variant,best_budget_seconds,best_LB,cutoff,gap_to_cutoff,low_gini_1_closed,best_bound_improved_over_prior,full_convergence_triggered,trigger_reason
dominant_k4,best_new_combined_paper_safe,10800,0.04890059983,0.0491525526647,0.00025195283469999635,False,True,False,not_triggered
