bucket_name,variant,budget_seconds,S,P,H,G,objective_estimator_slack,SP_McCormick_slack,bucket_S_L,bucket_S_U,best_bound,node_count
adaptive_child,static_tailored_compact_bc,1200,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,18.26480107231125,19.9341411091525,0.048388162834,37156
adaptive_child,best_combined_paper_safe,300,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,18.26480107231125,19.9341411091525,0.0483418936082,12736
adaptive_child,best_combined_paper_safe,1200,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,18.26480107231125,19.9341411091525,0.0487233640003,40438
adaptive_child,bucket_ratio_domain_tightening,300,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,18.26480107231125,19.9341411091525,0.048388162834,12678
adaptive_child,bucket_ratio_domain_tightening,1200,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,18.26480107231125,19.9341411091525,0.0487233640003,64428
adaptive_child,denominator_estimator_strengthening,300,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,18.26480107231125,19.9341411091525,0.0483101072025,12517
adaptive_child,denominator_estimator_strengthening,1200,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,18.26480107231125,19.9341411091525,0.0487233640003,40225
adaptive_child,targeted_low_gini_centering,300,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,18.26480107231125,19.9341411091525,0.0483262742494,12631
adaptive_child,targeted_low_gini_centering,1200,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,18.26480107231125,19.9341411091525,0.0487233640003,40663
adaptive_child,transfer_inventory_cuts,300,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,18.26480107231125,19.9341411091525,0.0483156737422,12568
adaptive_child,transfer_inventory_cuts,1200,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,18.26480107231125,19.9341411091525,0.0487233640003,40397
adaptive_child,best_new_combined_paper_safe,300,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,18.26480107231125,19.9341411091525,0.048388162834,14492
adaptive_child,best_new_combined_paper_safe,1200,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,18.26480107231125,19.9341411091525,0.0483887315311,33471
dominant_k4,best_new_combined_paper_safe,3600,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,16.59546103547,23.272821182835,0.0487638722254,158703
adaptive_child,best_new_combined_paper_safe,3600,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,18.26480107231125,19.9341411091525,0.0487233640003,89085
dominant_k4,best_new_combined_paper_safe,10800,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,16.59546103547,23.272821182835,0.04890059983,481042
