bucket_name,variant,budget_seconds,S,P,H,G,objective_estimator_slack,SP_McCormick_slack,bucket_S_L,bucket_S_U,best_bound,node_count
dominant_k4,plain_fixed_interval_mip,300,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,16.59546103547,23.272821182835,0.045204487708,3946
dominant_k4,plain_fixed_interval_mip,1200,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,16.59546103547,23.272821182835,0.048035857993,28394
dominant_k4,static_tailored_compact_bc,300,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,16.59546103547,23.272821182835,0.048388162834,13487
dominant_k4,static_tailored_compact_bc,1200,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,16.59546103547,23.272821182835,0.0487233640003,37760
dominant_k4,best_combined_paper_safe,300,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,16.59546103547,23.272821182835,0.0478618176612,10781
dominant_k4,best_combined_paper_safe,1200,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,16.59546103547,23.272821182835,0.0487233640003,40066
dominant_k4,bucket_ratio_domain_tightening,300,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,16.59546103547,23.272821182835,0.0475877807262,8843
dominant_k4,bucket_ratio_domain_tightening,1200,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,16.59546103547,23.272821182835,0.0487188313812,30899
dominant_k4,denominator_estimator_strengthening,300,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,16.59546103547,23.272821182835,0.0478666730616,10827
dominant_k4,denominator_estimator_strengthening,1200,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,16.59546103547,23.272821182835,0.0487233640003,40826
dominant_k4,targeted_low_gini_centering,300,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,16.59546103547,23.272821182835,0.0478744320508,10922
dominant_k4,targeted_low_gini_centering,1200,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,16.59546103547,23.272821182835,0.0487233640003,40942
dominant_k4,transfer_inventory_cuts,300,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,16.59546103547,23.272821182835,0.0478839138638,10993
dominant_k4,transfer_inventory_cuts,1200,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,16.59546103547,23.272821182835,0.0487233640003,40732
dominant_k4,best_new_combined_paper_safe,300,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,16.59546103547,23.272821182835,0.0472899044908,10951
dominant_k4,best_new_combined_paper_safe,1200,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,16.59546103547,23.272821182835,0.0487233640003,38472
adaptive_child,plain_fixed_interval_mip,300,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,18.26480107231125,19.9341411091525,0.044978068667,3072
adaptive_child,plain_fixed_interval_mip,1200,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,18.26480107231125,19.9341411091525,0.047188723442,9746
adaptive_child,static_tailored_compact_bc,300,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed_by_current_cplex_callback,not_exposed,not_exposed,18.26480107231125,19.9341411091525,0.048388162834,18545
