leaf,gamma_L,gamma_U,variant,budget_seconds,json_path,progress_path,lp_path,status,solver_status,certified,lower_bound,upper_bound,gap,gap_to_cutoff,runtime_seconds,compact_bc_best_bound_available,compact_bc_bound_valid,best_valid_lb_seen,best_valid_gap_seen,finalization_source,final_json_uses_best_checkpoint,checkpoint_valid_rows,checkpoint_improvements,checkpoint_best_bound,checkpoint_best_time,checkpoint_best_node_count,nodes,tailored_bc_callback_cut_profile,tailored_bc_local_centering_rows_added,tailored_bc_low_gini_l1_centering_rows_added,tailored_bc_variable_s_centering_rows_added,tailored_bc_gini_subset_envelope_rows_added,tailored_bc_transfer_cutset_rows_added,compact_bc_sp_product_estimator_rows_added,compact_bc_sp_product_paper_safe,s_range_refinement_enabled,s_range_certificate_valid,s_range_global_L,s_range_global_U,thread_fairness_class,compact_bc_solver_threads,diagnostic_only,command_hash,model_lp_exists,lp_hash,lp_rows_estimated,lp_binary_markers,lp_general_markers,lp_h_vars,lp_q_l1_vars,lp_local_centering_rows,bucket_name,bucket_S_L,bucket_S_U,cutoff,closure_source,paper_core_eligible,compact_bc_solver_status,bucket_ratio_domain_rows_added,bucket_ratio_domain_bounds_tightened,bucket_subset_ratio_domain_cuts_added,bucket_subset_ratio_domain_candidates,bucket_h_cap_rows_added,sp_mccormick_rows,sp_estimator_rows,objective_estimator_rows,enabled_families_effective,node_count,last_improvement_time,number_of_improvements,valid_checkpoint_count,solver_final_reached
low_gini_1,0.0122881381662,0.0245762763324,plain_fixed_interval_mip,300,results\gf_tailored_bc_dominant_s_bucket_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_300s.json,,results\gf_tailored_bc_dominant_s_bucket_round\model_exports\dominant_k4_low_gini_1_plain_fixed_interval_mip_300s.lp,interval_unresolved_timeout,time limit exceeded,False,0.045204487708,0.0491525526647,0.0803226840248,0.003948064956699998,300.1393511,True,True,0.045204487708,0.0803226840248,solver_final_json,True,0,0,0.0,0.0,0,3946,full,0,0,0,0,0,0,False,True,True,0,66.9085786677,one_thread_fair,0,True,dcac44dab02bc9ce,True,e3ce2a560f7dcf24,5080,1,1,760,0,0,dominant_k4,16.59546103547,23.272821182835,0.0491525526647,interval_exact_cutoff_mip_timeout,False,time limit exceeded,0,0,0,0,0,0,0,0,s_range_refinement_paper_safe,3946,0,,0,True
low_gini_1,0.0122881381662,0.0245762763324,plain_fixed_interval_mip,1200,results\gf_tailored_bc_dominant_s_bucket_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_1200s.json,,results\gf_tailored_bc_dominant_s_bucket_round\model_exports\dominant_k4_low_gini_1_plain_fixed_interval_mip_1200s.lp,interval_unresolved_timeout,time limit exceeded,False,0.048035857993,0.0491525526647,0.0227189558052,0.0011166946716999956,1200.1265783,True,True,0.048035857993,0.0227189558052,solver_final_json,True,0,0,0.0,0.0,0,28394,full,0,0,0,0,0,0,False,True,True,0,66.9085786677,one_thread_fair,0,True,38a5df8791dfcacc,True,e3ce2a560f7dcf24,5080,1,1,760,0,0,dominant_k4,16.59546103547,23.272821182835,0.0491525526647,interval_exact_cutoff_mip_timeout,False,time limit exceeded,0,0,0,0,0,0,0,0,s_range_refinement_paper_safe,28394,0,,0,True
low_gini_1,0.0122881381662,0.0245762763324,static_tailored_compact_bc,300,results\gf_tailored_bc_dominant_s_bucket_round\raw\dominant_k4_low_gini_1_static_tailored_compact_bc_300s.json,results\gf_tailored_bc_dominant_s_bucket_round\progress_traces\dominant_k4_low_gini_1_static_tailored_compact_bc_300s.progress.csv,results\gf_tailored_bc_dominant_s_bucket_round\model_exports\dominant_k4_low_gini_1_static_tailored_compact_bc_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.048388162834,0.0491525526647,0.0155513760578,0.0007643898306999991,330.6305316,True,True,0.048388162834,0.0155513760578,cplex_time_limit_with_valid_best_bound,True,11,9,0.048388162834,270.0872774,12847,13487,full,40,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,55e0cf3ed656258e,True,b43d84e79ed7fecd,16000,1,1,2470,80,0,dominant_k4,16.59546103547,23.272821182835,0.0491525526647,interval_exact_cutoff_mip_timeout,True,"time limit exceeded, no integer solution",0,0,0,0,0,4,1,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|local_centering_pairwise_h|subset_inventory_imbalance|vehicle_transfer_cutset_basic|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|s_range_refinement_paper_safe|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,13487,330.0996059,,11,True
low_gini_1,0.0122881381662,0.0245762763324,static_tailored_compact_bc,1200,results\gf_tailored_bc_dominant_s_bucket_round\raw\dominant_k4_low_gini_1_static_tailored_compact_bc_1200s.json,results\gf_tailored_bc_dominant_s_bucket_round\progress_traces\dominant_k4_low_gini_1_static_tailored_compact_bc_1200s.progress.csv,results\gf_tailored_bc_dominant_s_bucket_round\model_exports\dominant_k4_low_gini_1_static_tailored_compact_bc_1200s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0487233640003,0.0491525526647,0.00873176755147,0.0004291886643999973,1200.8362532,True,True,0.0487233640003,0.00873176755147,cplex_time_limit_with_valid_best_bound,True,40,15,0.0487233640003,570.1486506,21346,37760,full,40,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,0f8a63cb08c9c36b,True,b43d84e79ed7fecd,16000,1,1,2470,80,0,dominant_k4,16.59546103547,23.272821182835,0.0491525526647,interval_exact_cutoff_mip_timeout,True,"time limit exceeded, no integer solution",0,0,0,0,0,4,1,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|local_centering_pairwise_h|subset_inventory_imbalance|vehicle_transfer_cutset_basic|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|s_range_refinement_paper_safe|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,37760,1200.3114774,,40,True
low_gini_1,0.0122881381662,0.0245762763324,best_combined_paper_safe,300,results\gf_tailored_bc_dominant_s_bucket_round\raw\dominant_k4_low_gini_1_best_combined_paper_safe_300s.json,results\gf_tailored_bc_dominant_s_bucket_round\progress_traces\dominant_k4_low_gini_1_best_combined_paper_safe_300s.progress.csv,results\gf_tailored_bc_dominant_s_bucket_round\model_exports\dominant_k4_low_gini_1_best_combined_paper_safe_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0478618176612,0.0491525526647,0.0262597756064,0.0012907350035,301.0275795,True,True,0.0478618176612,0.0262597756064,cplex_time_limit_with_valid_best_bound,True,10,10,0.0478618176612,300.0864524,10781,10781,full,40,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,f5eb29bd4d263f77,True,4e81b95595c879be,18721,1,1,133570,100,0,dominant_k4,16.59546103547,23.272821182835,0.0491525526647,interval_exact_cutoff_mip_timeout,True,"time limit exceeded, no integer solution",0,0,0,0,0,4,1,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|local_centering_pairwise_h|subset_cross_h_centering|local_q_centering|subset_inventory_imbalance|vehicle_transfer_cutset_basic|compatible_source_transfer_cutset|required_external_source|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|s_range_refinement_paper_safe|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,10781,300.0864524,,10,True
low_gini_1,0.0122881381662,0.0245762763324,best_combined_paper_safe,1200,results\gf_tailored_bc_dominant_s_bucket_round\raw\dominant_k4_low_gini_1_best_combined_paper_safe_1200s.json,results\gf_tailored_bc_dominant_s_bucket_round\progress_traces\dominant_k4_low_gini_1_best_combined_paper_safe_1200s.progress.csv,results\gf_tailored_bc_dominant_s_bucket_round\model_exports\dominant_k4_low_gini_1_best_combined_paper_safe_1200s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0487233640003,0.0491525526647,0.0087317675515,0.0004291886643999973,1201.2708532,True,True,0.0487233640003,0.0087317675515,cplex_time_limit_with_valid_best_bound,True,40,24,0.0487233640003,1140.3142677,38234,40066,full,40,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,87244110ec13a6ef,True,4e81b95595c879be,18721,1,1,133570,100,0,dominant_k4,16.59546103547,23.272821182835,0.0491525526647,interval_exact_cutoff_mip_timeout,True,"time limit exceeded, no integer solution",0,0,0,0,0,4,1,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|local_centering_pairwise_h|subset_cross_h_centering|local_q_centering|subset_inventory_imbalance|vehicle_transfer_cutset_basic|compatible_source_transfer_cutset|required_external_source|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|s_range_refinement_paper_safe|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,40066,1200.3301443,,40,True
low_gini_1,0.0122881381662,0.0245762763324,bucket_ratio_domain_tightening,300,results\gf_tailored_bc_dominant_s_bucket_round\raw\dominant_k4_low_gini_1_bucket_ratio_domain_tightening_300s.json,results\gf_tailored_bc_dominant_s_bucket_round\progress_traces\dominant_k4_low_gini_1_bucket_ratio_domain_tightening_300s.progress.csv,results\gf_tailored_bc_dominant_s_bucket_round\model_exports\dominant_k4_low_gini_1_bucket_ratio_domain_tightening_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0475877807262,0.0491525526647,0.0318350086355,0.0015647719384999995,300.9129755,True,True,0.0475877807262,0.0318350086355,cplex_time_limit_with_valid_best_bound,True,10,10,0.0475877807262,300.10198,8843,8843,full,40,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,118d55ebf4a234a8,True,367e5fb2ff28c368,18769,1,1,133760,100,0,dominant_k4,16.59546103547,23.272821182835,0.0491525526647,interval_exact_cutoff_mip_timeout,True,"time limit exceeded, no integer solution",40,22,0,0,1,4,1,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|bucket_ratio_domain_tightening|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|local_centering_pairwise_h|subset_cross_h_centering|local_q_centering|subset_inventory_imbalance|vehicle_transfer_cutset_basic|compatible_source_transfer_cutset|required_external_source|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|s_range_refinement_paper_safe|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,8843,300.10198,,10,True
low_gini_1,0.0122881381662,0.0245762763324,bucket_ratio_domain_tightening,1200,results\gf_tailored_bc_dominant_s_bucket_round\raw\dominant_k4_low_gini_1_bucket_ratio_domain_tightening_1200s.json,results\gf_tailored_bc_dominant_s_bucket_round\progress_traces\dominant_k4_low_gini_1_bucket_ratio_domain_tightening_1200s.progress.csv,results\gf_tailored_bc_dominant_s_bucket_round\model_exports\dominant_k4_low_gini_1_bucket_ratio_domain_tightening_1200s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0487188313812,0.0491525526647,0.00882398288584,0.0004337212834999993,1201.0994964,True,True,0.0487188313812,0.00882398288584,cplex_time_limit_with_valid_best_bound,True,40,26,0.0487188313812,1200.2857342,30899,30899,full,40,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,4897a517eb492f39,True,367e5fb2ff28c368,18769,1,1,133760,100,0,dominant_k4,16.59546103547,23.272821182835,0.0491525526647,interval_exact_cutoff_mip_timeout,True,"time limit exceeded, no integer solution",40,22,0,0,1,4,1,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|bucket_ratio_domain_tightening|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|local_centering_pairwise_h|subset_cross_h_centering|local_q_centering|subset_inventory_imbalance|vehicle_transfer_cutset_basic|compatible_source_transfer_cutset|required_external_source|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|s_range_refinement_paper_safe|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,30899,1200.2857342,,40,True
low_gini_1,0.0122881381662,0.0245762763324,denominator_estimator_strengthening,300,results\gf_tailored_bc_dominant_s_bucket_round\raw\dominant_k4_low_gini_1_denominator_estimator_strengthening_300s.json,results\gf_tailored_bc_dominant_s_bucket_round\progress_traces\dominant_k4_low_gini_1_denominator_estimator_strengthening_300s.progress.csv,results\gf_tailored_bc_dominant_s_bucket_round\model_exports\dominant_k4_low_gini_1_denominator_estimator_strengthening_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0478666730616,0.0491525526647,0.026160993343,0.0012858796030999972,300.984951,True,True,0.0478666730616,0.026160993343,cplex_time_limit_with_valid_best_bound,True,10,10,0.0478666730616,300.0704633,10827,10827,full,40,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,bbf1f33d3552d9f5,True,4e81b95595c879be,18721,1,1,133570,100,0,dominant_k4,16.59546103547,23.272821182835,0.0491525526647,interval_exact_cutoff_mip_timeout,True,"time limit exceeded, no integer solution",0,0,0,0,0,4,1,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|local_centering_pairwise_h|subset_cross_h_centering|local_q_centering|subset_inventory_imbalance|vehicle_transfer_cutset_basic|compatible_source_transfer_cutset|required_external_source|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|s_range_refinement_paper_safe|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,10827,300.0704633,,10,True
low_gini_1,0.0122881381662,0.0245762763324,denominator_estimator_strengthening,1200,results\gf_tailored_bc_dominant_s_bucket_round\raw\dominant_k4_low_gini_1_denominator_estimator_strengthening_1200s.json,results\gf_tailored_bc_dominant_s_bucket_round\progress_traces\dominant_k4_low_gini_1_denominator_estimator_strengthening_1200s.progress.csv,results\gf_tailored_bc_dominant_s_bucket_round\model_exports\dominant_k4_low_gini_1_denominator_estimator_strengthening_1200s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0487233640003,0.0491525526647,0.0087317675515,0.0004291886643999973,1201.2208458,True,True,0.0487233640003,0.0087317675515,cplex_time_limit_with_valid_best_bound,True,40,23,0.0487233640003,1110.2621383,37545,40826,full,40,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,d404704ce3304f35,True,4e81b95595c879be,18721,1,1,133570,100,0,dominant_k4,16.59546103547,23.272821182835,0.0491525526647,interval_exact_cutoff_mip_timeout,True,"time limit exceeded, no integer solution",0,0,0,0,0,4,1,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|local_centering_pairwise_h|subset_cross_h_centering|local_q_centering|subset_inventory_imbalance|vehicle_transfer_cutset_basic|compatible_source_transfer_cutset|required_external_source|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|s_range_refinement_paper_safe|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,40826,1200.2943212,,40,True
