bucket_name,variant,budget_seconds,allocated_seconds,allocation_reason,LB
dominant_k4,plain_fixed_interval_mip,300,300,matched_budget_grid,0.045204487708
dominant_k4,plain_fixed_interval_mip,1200,1200,matched_budget_grid,0.048035857993
dominant_k4,static_tailored_compact_bc,300,300,matched_budget_grid,0.048388162834
dominant_k4,static_tailored_compact_bc,1200,1200,matched_budget_grid,0.0487233640003
dominant_k4,best_combined_paper_safe,300,300,matched_budget_grid,0.0478618176612
dominant_k4,best_combined_paper_safe,1200,1200,matched_budget_grid,0.0487233640003
dominant_k4,bucket_ratio_domain_tightening,300,300,matched_budget_grid,0.0475877807262
dominant_k4,bucket_ratio_domain_tightening,1200,1200,matched_budget_grid,0.0487188313812
dominant_k4,denominator_estimator_strengthening,300,300,matched_budget_grid,0.0478666730616
dominant_k4,denominator_estimator_strengthening,1200,1200,matched_budget_grid,0.0487233640003
dominant_k4,targeted_low_gini_centering,300,300,matched_budget_grid,0.0478744320508
dominant_k4,targeted_low_gini_centering,1200,1200,matched_budget_grid,0.0487233640003
dominant_k4,transfer_inventory_cuts,300,300,matched_budget_grid,0.0478839138638
dominant_k4,transfer_inventory_cuts,1200,1200,matched_budget_grid,0.0487233640003
dominant_k4,best_new_combined_paper_safe,300,300,matched_budget_grid,0.0472899044908
dominant_k4,best_new_combined_paper_safe,1200,1200,matched_budget_grid,0.0487233640003
dominant_k4,best_new_combined_paper_safe,3600,3600,matched_budget_grid,0.0487638722254
dominant_k4,best_new_combined_paper_safe,10800,10800,matched_budget_grid,0.04890059983
adaptive_child,plain_fixed_interval_mip,300,300,matched_budget_grid,0.044978068667
adaptive_child,plain_fixed_interval_mip,1200,1200,matched_budget_grid,0.047188723442
adaptive_child,static_tailored_compact_bc,300,300,matched_budget_grid,0.048388162834
adaptive_child,static_tailored_compact_bc,1200,1200,matched_budget_grid,0.048388162834
adaptive_child,best_combined_paper_safe,300,300,matched_budget_grid,0.0483418936082
adaptive_child,best_combined_paper_safe,1200,1200,matched_budget_grid,0.0487233640003
adaptive_child,bucket_ratio_domain_tightening,300,300,matched_budget_grid,0.048388162834
adaptive_child,bucket_ratio_domain_tightening,1200,1200,matched_budget_grid,0.0487233640003
adaptive_child,denominator_estimator_strengthening,300,300,matched_budget_grid,0.0483101072025
adaptive_child,denominator_estimator_strengthening,1200,1200,matched_budget_grid,0.0487233640003
adaptive_child,targeted_low_gini_centering,300,300,matched_budget_grid,0.0483262742494
adaptive_child,targeted_low_gini_centering,1200,1200,matched_budget_grid,0.0487233640003
adaptive_child,transfer_inventory_cuts,300,300,matched_budget_grid,0.0483156737422
adaptive_child,transfer_inventory_cuts,1200,1200,matched_budget_grid,0.0487233640003
adaptive_child,best_new_combined_paper_safe,300,300,matched_budget_grid,0.048388162834
adaptive_child,best_new_combined_paper_safe,1200,1200,matched_budget_grid,0.0483887315311
adaptive_child,best_new_combined_paper_safe,3600,3600,matched_budget_grid,0.0487233640003
