row_type,path,proof_status,paper_safe,diagnostic_contamination,audit_passed,failures
built_in_transfer_validity_test,results\gf_tailored_bc_dominant_s_bucket_round\raw\validity_transfer-cutset-validity-test.json,paper_safe_guard,True,False,True,
