source,instance_name,method,status,method_scope,solves_original_objective,is_bpc,certified_original_problem,verifier_passed,gap,unresolved_intervals,invalid_bound_intervals,open_nodes,sealed_run,no_archive_scanning,no_external_known_ub,no_focus_only_certificate,sealed_run_forbidden_source_used,finalization_source,audit_passed,failure_count,failures,warnings
results\gf_tailored_bc_dominant_s_bucket_round\raw\adaptive_child_low_gini_1_best_combined_paper_safe_1200s.json,moderate_seed3301.txt,interval-cutoff-oracle,interval_unresolved_timeout,diagnostic,False,False,False,False,0.00873176755145,0,0,0,True,True,True,True,False,cplex_time_limit_with_valid_best_bound,True,0,,
results\gf_tailored_bc_dominant_s_bucket_round\raw\adaptive_child_low_gini_1_best_combined_paper_safe_300s.json,moderate_seed3301.txt,interval-cutoff-oracle,interval_unresolved_timeout,diagnostic,False,False,False,False,0.0164927152814,0,0,0,True,True,True,True,False,cplex_time_limit_with_valid_best_bound,True,0,,
results\gf_tailored_bc_dominant_s_bucket_round\raw\adaptive_child_low_gini_1_best_new_combined_paper_safe_1200s.json,moderate_seed3301.txt,interval-cutoff-oracle,interval_unresolved_timeout,diagnostic,False,False,False,False,0.0155398060157,0,0,0,True,True,True,True,False,cplex_time_limit_with_valid_best_bound,True,0,,
results\gf_tailored_bc_dominant_s_bucket_round\raw\adaptive_child_low_gini_1_best_new_combined_paper_safe_300s.json,moderate_seed3301.txt,interval-cutoff-oracle,interval_unresolved_timeout,diagnostic,False,False,False,False,0.0155513760571,0,0,0,True,True,True,True,False,cplex_time_limit_with_valid_best_bound,True,0,,
results\gf_tailored_bc_dominant_s_bucket_round\raw\adaptive_child_low_gini_1_best_new_combined_paper_safe_3600s.json,moderate_seed3301.txt,interval-cutoff-oracle,interval_unresolved_timeout,diagnostic,False,False,False,False,0.00873176755078,0,0,0,True,True,True,True,False,cplex_time_limit_with_valid_best_bound,True,0,,
results\gf_tailored_bc_dominant_s_bucket_round\raw\adaptive_child_low_gini_1_bucket_ratio_domain_tightening_1200s.json,moderate_seed3301.txt,interval-cutoff-oracle,interval_unresolved_timeout,diagnostic,False,False,False,False,0.00873176755104,0,0,0,True,True,True,True,False,cplex_time_limit_with_valid_best_bound,True,0,,
results\gf_tailored_bc_dominant_s_bucket_round\raw\adaptive_child_low_gini_1_bucket_ratio_domain_tightening_300s.json,moderate_seed3301.txt,interval-cutoff-oracle,interval_unresolved_timeout,diagnostic,False,False,False,False,0.0155513760571,0,0,0,True,True,True,True,False,cplex_time_limit_with_valid_best_bound,True,0,,
results\gf_tailored_bc_dominant_s_bucket_round\raw\adaptive_child_low_gini_1_denominator_estimator_strengthening_1200s.json,moderate_seed3301.txt,interval-cutoff-oracle,interval_unresolved_timeout,diagnostic,False,False,False,False,0.00873176755145,0,0,0,True,True,True,True,False,cplex_time_limit_with_valid_best_bound,True,0,,
results\gf_tailored_bc_dominant_s_bucket_round\raw\adaptive_child_low_gini_1_denominator_estimator_strengthening_300s.json,moderate_seed3301.txt,interval-cutoff-oracle,interval_unresolved_timeout,diagnostic,False,False,False,False,0.0171394040906,0,0,0,True,True,True,True,False,cplex_time_limit_with_valid_best_bound,True,0,,
results\gf_tailored_bc_dominant_s_bucket_round\raw\adaptive_child_low_gini_1_plain_fixed_interval_mip_1200s.json,moderate_seed3301.txt,interval-cutoff-oracle,interval_unresolved_timeout,diagnostic,False,False,False,False,0.0399537585789,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
