bucket_name,variant,cuts_added,candidates,violations,max_violation,audit_passed
dominant_k4,plain_fixed_interval_mip,0,0,0,0,True
dominant_k4,plain_fixed_interval_mip,0,0,0,0,True
dominant_k4,static_tailored_compact_bc,0,0,0,0,True
dominant_k4,static_tailored_compact_bc,0,0,0,0,True
dominant_k4,best_combined_paper_safe,0,0,0,0,True
dominant_k4,best_combined_paper_safe,0,0,0,0,True
dominant_k4,bucket_ratio_domain_tightening,0,0,0,0,True
dominant_k4,bucket_ratio_domain_tightening,0,0,0,0,True
dominant_k4,denominator_estimator_strengthening,0,0,0,0,True
dominant_k4,denominator_estimator_strengthening,0,0,0,0,True
dominant_k4,targeted_low_gini_centering,0,0,0,0,True
dominant_k4,targeted_low_gini_centering,0,0,0,0,True
dominant_k4,transfer_inventory_cuts,0,0,0,0,True
dominant_k4,transfer_inventory_cuts,0,0,0,0,True
dominant_k4,best_new_combined_paper_safe,2700,1350,0,0,True
dominant_k4,best_new_combined_paper_safe,2700,1350,0,0,True
adaptive_child,plain_fixed_interval_mip,0,0,0,0,True
adaptive_child,plain_fixed_interval_mip,0,0,0,0,True
adaptive_child,static_tailored_compact_bc,0,0,0,0,True
adaptive_child,static_tailored_compact_bc,0,0,0,0,True
adaptive_child,best_combined_paper_safe,0,0,0,0,True
adaptive_child,best_combined_paper_safe,0,0,0,0,True
adaptive_child,bucket_ratio_domain_tightening,0,0,0,0,True
adaptive_child,bucket_ratio_domain_tightening,0,0,0,0,True
adaptive_child,denominator_estimator_strengthening,0,0,0,0,True
adaptive_child,denominator_estimator_strengthening,0,0,0,0,True
adaptive_child,targeted_low_gini_centering,0,0,0,0,True
adaptive_child,targeted_low_gini_centering,0,0,0,0,True
adaptive_child,transfer_inventory_cuts,0,0,0,0,True
adaptive_child,transfer_inventory_cuts,0,0,0,0,True
adaptive_child,best_new_combined_paper_safe,2700,1350,0,0,True
adaptive_child,best_new_combined_paper_safe,2700,1350,0,0,True
dominant_k4,best_new_combined_paper_safe,2700,1350,0,0,True
adaptive_child,best_new_combined_paper_safe,2700,1350,0,0,True
dominant_k4,best_new_combined_paper_safe,2700,1350,0,0,True
