panel_ordinal,panel_row_id,V,M,scenario,all_initial_lps_complete,initial_lp_count,eligible_cell_count,sorted_initial_bounds,global_min_L,frontier_plateau_size,unique_controlling_cell,next_strict_frontier_available,next_strict_frontier_t,selected_leaf,selected_gamma_L,selected_gamma_U,children_evaluated,left_child_infeasible,right_child_infeasible,left_child_bound,right_child_bound,b_plus_infinite,b_plus,delta_local,hypothetical_L_i_plus,delta_global,frontier_completion,sorted_post_bounds,completes_next_strict_frontier,refinement_performed,refinement_count,rejection_count,decision_reason,round38_resume_target_count,native_target_count,native_requeue_count,native_exact_closure_count,split_decision_count,actual_split_count,final_gap_outcome,final_gap_improvement,auc_improvement,sequence_diverged
8,r36_08_tight_T_seed5102,20,3,tight_T,True,4,2,0.20682410371683468;0.28917631309429254,0.20682410371683468,1,True,True,0.28917631309429254,L1,0.09058866569614615,0.1811773313922923,True,False,False,0.20843292656852036,0.24388198024621935,False,0.20843292656852036,0.0016088228516856762,0.20843292656852036,0.0016088228516856762,0.0016088228516856762,0.20843292656852036;0.24388198024621935;0.28917631309429254,False,False,0,1,midpoint_children_do_not_complete_next_strict_frontier,1,2,2,0,2,0,g2a_improves,0.11225118140359665,0.09452759138456641,True
10,r36_10_high_imbalance_seed6202,50,3,high_imbalance,True,4,2,7.4070090034849541;7.5557176110501905,7.407009003484954,1,True,True,7.5557176110501905,L2,0.49,0.735,True,False,False,7.909894409896645,7.461555638889693,False,7.461555638889693,0.05454663540473881,7.461555638889693,0.05454663540473881,0.05454663540473881,7.4615556388896929;7.5557176110501905;7.9098944098966451,False,False,0,1,midpoint_children_do_not_complete_next_strict_frontier,1,2,2,0,2,0,tie,0.0,-0.0007886604545558895,True
11,r36_11_tight_T_seed6102,50,3,tight_T,True,4,2,0.48661597140378293;0.62305459378377903,0.48661597140378293,1,True,True,0.623054593783779,L1,0.17139937077610898,0.34279874155221796,True,True,False,0.0,0.5408540636939213,False,0.5408540636939213,0.05423809229013837,0.5408540636939213,0.05423809229013837,0.05423809229013837,0.54085406369392131;0.62305459378377903;inf,False,False,0,1,midpoint_children_do_not_complete_next_strict_frontier,1,1,0,0,1,0,g2a_regresses,-0.009007875084528993,-0.010888743357440556,True
