serial_order,stage,run_id,panel_ordinal,panel_row_id,instance_id,V,M,scenario,arm,process_cap_seconds,watchdog_seconds
1,selected_confirmation,confirmation_r36_08_tight_T_seed5102__c6,8,r36_08_tight_T_seed5102,tight_T_seed5102,20,3,tight_T,C6,900,990
2,selected_confirmation,confirmation_r36_08_tight_T_seed5102__g2a,8,r36_08_tight_T_seed5102,tight_T_seed5102,20,3,tight_T,G2A,900,990
3,selected_confirmation,confirmation_r36_10_high_imbalance_seed6202__c6,10,r36_10_high_imbalance_seed6202,high_imbalance_seed6202,50,3,high_imbalance,C6,900,990
4,selected_confirmation,confirmation_r36_10_high_imbalance_seed6202__g2a,10,r36_10_high_imbalance_seed6202,high_imbalance_seed6202,50,3,high_imbalance,G2A,900,990
5,selected_confirmation,confirmation_r36_11_tight_T_seed6102__c6,11,r36_11_tight_T_seed6102,tight_T_seed6102,50,3,tight_T,C6,900,990
6,selected_confirmation,confirmation_r36_11_tight_T_seed6102__g2a,11,r36_11_tight_T_seed6102,tight_T_seed6102,50,3,tight_T,G2A,900,990
