variant_name,time_limit_seconds,interval_id,call_index,vehicle,depth,labels_generated,labels_kept,labels_expanded,pruned_duration,pruned_load,pruned_station,pruned_support,pruned_reduced_cost,pruned_dominance,duplicate_states,operation_states_generated,operation_states_pruned,columns_generated,negative_columns_found,best_reduced_cost
all_improvements_v12_m2_3600,3600,7,0,aggregate,1,5,0,5,0,0,0,0,0,0,0,5,0,5,2,-0.00991134501242
all_improvements_v12_m2_3600,3600,7,0,aggregate,2,49,0,49,0,0,0,0,0,0,0,882,0,49,35,-0.0532810405245
all_improvements_v12_m2_3600,3600,7,0,aggregate,3,483,0,483,0,0,0,0,0,0,0,53791,34553,483,411,-0.0582187815332
all_improvements_v12_m2_3600,3600,7,0,aggregate,4,4341,0,4341,0,0,0,0,0,0,0,1039246,427739,4341,3853,-0.0565164332932
all_improvements_v12_m2_3600,3600,7,0,aggregate,5,34722,0,34722,0,0,0,0,0,0,0,11141624,3000282,34722,31617,-0.0548716888342
all_improvements_v12_m2_3600,3600,7,0,aggregate,6,243050,0,243050,0,0,0,0,0,0,0,81765542,15689564,243050,215282,-0.0527665031032
all_improvements_v12_m2_3600,3600,7,0,aggregate,7,1458297,0,1458297,0,0,0,0,0,0,0,431689281,64348945,1453037,1047988,-0.0503756697441
all_improvements_v12_m2_3600,3600,7,0,aggregate,8,7286761,0,7286761,4722,0,0,0,0,0,0,1587023677,199973788,6906790,3088356,-0.0464426223111
all_improvements_v12_m2_3600,3600,7,0,aggregate,9,28695952,0,28695952,451091,0,0,0,0,0,0,3721860872,427088690,18360839,4632076,-0.0428284439833
all_improvements_v12_m2_3600,3600,7,0,aggregate,10,77374595,0,77374595,8713261,0,0,0,0,0,0,4923399293,545464351,26015272,2994067,-0.0366454216602
all_improvements_v12_m2_3600,3600,7,0,aggregate,11,109097296,0,109097296,45651893,0,0,0,0,0,0,3191809739,349376760,8014849,539231,-0.0236086643434
all_improvements_v12_m2_3600,3600,7,0,aggregate,12,53320638,0,53320638,55776658,0,0,0,0,0,0,761999510,82253310,1221264,209,-0.00567317293238
