leaf_id,attempt,time_limit_seconds,solver_runtime_seconds,work,nodes,simplex_iterations,barrier_iterations,cumulative_runtime,cumulative_work,cumulative_nodes,cumulative_simplex_iterations,cumulative_barrier_iterations,optimize_return_code
L0,0,30,5.278,10.3821,23,33477,0,5.278,10.3821,23,33477,0,0
L1,0,30,30.002,63.1735,130,162784,0,30.002,63.1735,130,162784,0,0
L1,1,57.0005,57.003,124.365,745,632695,0,87.005,187.539,875,795479,0,0
