event,source,generation,source_elapsed_seconds,content_sha256,duplicate,verifier_passed,published,objective,verification_seconds,reason
20,hga_strict_improvement,88,21.197720700000001,315d5869742e25aa08563ebb7076c0e94539aaff25577c688bd882a5e93f0c50,0,1,1,0.2218043614035371,1.01e-05,published_monotone_verified_upper_bound
21,hga_strict_improvement,90,21.7448592,7ee9c005166f854f96de762f364eaed733af2e4844b703c7febfa67fd08d2f00,0,1,1,0.22098847115806611,9.9000000000000001e-06,published_monotone_verified_upper_bound
22,hga_strict_improvement,99,23.6748026,dc6fc1fdbed1b26d9d697d31bda0d102c7bd51b9f0cf59de65199074de9046c4,0,1,1,0.2207168736235566,9.0999999999999993e-06,published_monotone_verified_upper_bound
23,hga_strict_improvement,110,27.058699600000001,d0bc84c392a85e7bf20539a12f773baa64c4678d4e4d612489fca9b37aa37305,0,1,1,0.22003764929308112,9.7999999999999993e-06,published_monotone_verified_upper_bound
24,hga_strict_improvement,118,29.274677400000002,50fd77b01779503e82b8f0a12790fab471d407ba97a64157fead1c49cb379b98,0,1,1,0.21920623530070277,9.7000000000000003e-06,published_monotone_verified_upper_bound
25,hga_strict_improvement,124,30.853157599999999,e53ed0d45085dece73c41b063b90e7d33bcec7cda7032e3b8433467b3c351618,0,1,1,0.21888358018869492,1.1e-05,published_monotone_verified_upper_bound
26,hga_strict_improvement,148,35.391785499999997,6aee265765f87b4757dc55a7fe39ab15b17c5cde5f8102784dcfc7451a07feca,0,1,1,0.21701811694788301,9.3999999999999998e-06,published_monotone_verified_upper_bound
27,hga_strict_improvement,165,38.976171800000003,419da0b8b22a050d80237d18e841fe1da30741b11964f137358b42e33ff97d64,0,1,1,0.21673309664989759,1.24e-05,published_monotone_verified_upper_bound
28,hga_strict_improvement,231,55.819985500000001,2fe01e0377b8c0df4615ff0e6375af1c4061d7a5578ddcecfb3e069f5422d3c3,0,1,1,0.21654843336042492,1.04e-05,published_monotone_verified_upper_bound
29,hga_strict_improvement,236,57.142315699999997,4b8304a6ed61cf1e409bb8929a6426a33463eb3e450fac5727638c9b222fd171,0,1,1,0.21640048976498763,1.24e-05,published_monotone_verified_upper_bound
30,hga_strict_improvement,341,85.367372099999997,bc348a6d09dbf462007c19d638dcc4118d6b036dd82121e71005b9115c6dce4e,0,1,1,0.21593726917884021,1.04e-05,published_monotone_verified_upper_bound
31,hga_strict_improvement,398,101.19329089999999,4836ade93b64a62cc024bbfd24592793210a125d4f9e3ec314464e8f7474433f,0,1,1,0.21585561629655481,9.9000000000000001e-06,published_monotone_verified_upper_bound
32,hga_strict_improvement,591,152.66117929999999,d26283ce5e5f1abd071dd84e2c6597373b5d9cc6cf0babdf5bdb9b3bab2844ff,0,1,1,0.21580467697064681,9.3999999999999998e-06,published_monotone_verified_upper_bound
33,hga_strict_improvement,739,192.5409946,356124388ee9c761491b4bf926abb98c21b41fdeff8f76b6e388b33af2287170,0,1,1,0.21564407531579505,9.3999999999999998e-06,published_monotone_verified_upper_bound
