event,source,generation,source_elapsed_seconds,content_sha256,duplicate,verifier_passed,published,objective,verification_seconds,reason
0,hga_initial_population_best,0,0.0285317,34e80dfd33529cceb31e438e44417e0fb92fdb75d743c703bed70c7bfba2bad8,0,1,1,0.94294326809815487,6.0000000000000002e-06,published_monotone_verified_upper_bound
1,hga_initial_population_best,0,0.028563399999999999,a4fa3048967cd159e0a50f8304b0e20b0becacdc64e9c4c1bf08c5a61d14e4b9,0,1,1,0.94144097015254591,4.1999999999999996e-06,published_monotone_verified_upper_bound
2,hga_strict_improvement,1,0.40712219999999999,5a477506f1aa98610678daa4bdc846ceaa830dbf5e2884a17d8f05554e453edc,0,1,1,0.54496409959017589,8.1999999999999994e-06,published_monotone_verified_upper_bound
3,hga_strict_improvement,3,0.81951569999999996,83c3307f3bb8175f29e71249ba838c3e9c9def68d65f69f4d43ae9e1ce88cae3,0,1,1,0.50096532285296924,9.3999999999999998e-06,published_monotone_verified_upper_bound
4,hga_strict_improvement,4,1.1459927000000001,761127c982e6bcc0c17abf7b89963bd50c49abbd9b56b40b1e7f8885ec191718,0,1,1,0.41747957792686374,8.4999999999999999e-06,published_monotone_verified_upper_bound
5,hga_strict_improvement,6,1.7005233,629e73229e30d45eda8b2b2a7f7b19341c30b2c86c948cefca2ae8e7b5c643d3,0,1,1,0.41310131458407551,9.5000000000000005e-06,published_monotone_verified_upper_bound
6,hga_strict_improvement,7,1.9436492000000001,fb5995a8c7b1370032b91534b8bc9f63c8fc176c4fc038aa76a6c11b4d4f28cb,0,1,1,0.32045624171757059,1.45e-05,published_monotone_verified_upper_bound
7,hga_strict_improvement,12,3.3230892000000001,f170923002f01f64f6fa48bcfe8aec05a861ba438dd714108b047ce728558e7d,0,1,1,0.30132552128116508,9.7000000000000003e-06,published_monotone_verified_upper_bound
8,hga_strict_improvement,13,3.5955170000000001,fd71e8b43d2089df73f6498c2a87916db633ec8c2a31b83fa7a6230549389b0d,0,1,1,0.2828562228211009,9.5000000000000005e-06,published_monotone_verified_upper_bound
9,hga_strict_improvement,21,5.5182647999999999,f26b9f1e1ecb1b8955af019a7a479aba0a2d0519dace32c7ea91cdaabc54fc41,0,1,1,0.26161290268361093,9.3000000000000007e-06,published_monotone_verified_upper_bound
10,hga_strict_improvement,35,9.3330721000000008,be50f50c0b6b43ddaab2f833278fceb4dbf6613a72a02e8b93a7ba4f85cc053d,0,1,1,0.26091103898250112,9.3000000000000007e-06,published_monotone_verified_upper_bound
11,hga_strict_improvement,38,9.8480120000000007,424af57c93ad655969b7caece4c53ad4884ba96a3a2ed02fd556799a3e87a04a,0,1,1,0.25617809499027022,9.3000000000000007e-06,published_monotone_verified_upper_bound
12,hga_strict_improvement,42,11.056296100000001,f0365d40318c1c84ffaa2e5523e7c219a88ff99d08312264f14ce23d7c0036ec,0,1,1,0.24990859644294414,9.7999999999999993e-06,published_monotone_verified_upper_bound
13,hga_strict_improvement,43,11.3224696,491d92712e44c18396f86bd1380c25b06e98f4a3a185f8c25b6ad614b389a798,0,1,1,0.2492539748570512,1.33e-05,published_monotone_verified_upper_bound
14,hga_strict_improvement,44,11.4480158,1d513762d8f6da3fddfd483ee63aa6de77b4251f1b77779c51003c57e2b4c691,0,1,1,0.24596039375537609,1.0699999999999999e-05,published_monotone_verified_upper_bound
15,hga_strict_improvement,45,11.678687800000001,4384b26f9f0206e88251b49f569d8ed1ebb88da118e51a8e2b58bb4c2d515cd3,0,1,1,0.2453579727860154,9.2e-06,published_monotone_verified_upper_bound
16,hga_strict_improvement,46,11.836918799999999,b42c8515679a70234f35291a27484bf0c15bc4db639dc3f10eaac8a722b01e22,0,1,1,0.23374803610939374,8.8000000000000004e-06,published_monotone_verified_upper_bound
17,hga_strict_improvement,50,12.5447553,93c4bb5a2476b0874d4685cc85a2eb275570f6d9b16da9ca6a7aec57e0831d47,0,1,1,0.23352590691363892,9.5999999999999996e-06,published_monotone_verified_upper_bound
18,hga_strict_improvement,57,14.113272800000001,bef244d76c8b1ea0388e6e060f077f49d72f44bda2eab98f18d557f78a677032,0,1,1,0.22607720163998687,1.0200000000000001e-05,published_monotone_verified_upper_bound
19,hga_strict_improvement,62,15.4399531,dfce6d281c954f71ebb61c51aa2c6108edef693e80bca0bbd21518e51c5215ca,0,1,1,0.22312914184888594,1.1399999999999999e-05,published_monotone_verified_upper_bound
