process_elapsed_seconds,exact_phase_elapsed_seconds,event_type,active_leaf,active_leaf_valid_lower_bound,other_open_leaf_min_valid_lower_bound,valid_global_lower_bound,verified_global_upper_bound,open_relevant_leaf_count,closed_relevant_leaf_count,event_source
0.43972450000000002,0.0096629000000000003,"exact_tree_initialization","",0,,0,0.069251162149054649,4,0,"initial_exact_interval_cover"
0.49210589999999999,0.062044099999999998,"parent_lp_completion","L0",0.011324992867302763,0.017312790537263662,0.011324992867302763,0.069251162149054649,4,0,"complete_parent_lp_optimal"
0.54641530000000005,0.1163539,"native_root_processing_bound","L0",0.011324992867302763,0.017312790537263662,0.011324992867302763,0.069251162149054649,4,0,"gurobi_cb_mip_objbnd_valid_native_bound"
0.55583280000000002,0.12577140000000001,"native_root_processing_bound","L0",0.013477850516979419,0.017312790537263662,0.013477850516979419,0.069251162149054649,4,0,"gurobi_cb_mip_objbnd_valid_native_bound"
0.61634259999999996,0.18628120000000001,"native_root_processing_bound","L0",0.014791148559512319,0.017312790537263662,0.014791148559512319,0.069251162149054649,4,0,"gurobi_cb_mip_objbnd_valid_native_bound"
0.62632090000000007,0.1962595,"native_root_processing_bound","L0",0.015162458835772608,0.017312790537263662,0.015162458835772608,0.069251162149054649,4,0,"gurobi_cb_mip_objbnd_valid_native_bound"
0.66506299999999996,0.2350016,"native_root_processing_bound","L0",0.015599667887275941,0.017312790537263662,0.015599667887275941,0.069251162149054649,4,0,"gurobi_cb_mip_objbnd_valid_native_bound"
0.67108409999999996,0.24102269999999998,"native_root_processing_bound","L0",0.015659483146370941,0.017312790537263662,0.015659483146370941,0.069251162149054649,4,0,"gurobi_cb_mip_objbnd_valid_native_bound"
0.67246819999999996,0.24240680000000001,"native_root_processing_bound","L0",0.015720158472917339,0.017312790537263662,0.015720158472917339,0.069251162149054649,4,0,"gurobi_cb_mip_objbnd_valid_native_bound"
0.70929730000000002,0.27923589999999998,"native_root_processing_bound","L0",0.015722316519794045,0.017312790537263662,0.015722316519794045,0.069251162149054649,4,0,"gurobi_cb_mip_objbnd_valid_native_bound"
