call,leaf,round,gamma_L,gamma_U,cutoff,bound,work,seconds,selected,status
0,"L0",0,0,0.50642278922416295,0.50642278922416295,0.093948255393593263,10,15,3,launch
0,"L0",0,0,0.50642278922416295,0.50642278922416295,0.093948255393593263,0.089595640034255228,0.037709600000000003,3,2
1,"L0.0",0,0,0.25321139461208148,0.50642278922416295,0.093948255393593263,10,15,5,launch
1,"L0.0",0,0,0.25321139461208148,0.50642278922416295,0.093948255393593263,0.14762530154868425,0.0571418,5,2
2,"L0.1",0,0.25321139461208148,0.50642278922416295,0.50642278922416295,0.32496933294190894,10,15,6,launch
2,"L0.1",0,0.25321139461208148,0.50642278922416295,0.50642278922416295,0.32496933294190888,0.15263547117696127,0.061370300000000003,6,2
