leaf,variant,budget_seconds,snapshot_scope,time_seconds,best_bound,best_bound_available,gap_to_cutoff,node_count,callback_counts,cut_counts,branch_counts,S,P,H,G_variable,objective_lower_bound_expression
low_gini_1,plain_fixed_interval_mip,10,final_json_no_progress_trace,10.119737,0.043203113395,True,0.005949439269699999,984,,,,not_exposed,not_exposed,not_exposed,not_exposed,final_json_lower_bound
