leaf,variant,budget_seconds,snapshot_scope,time_seconds,best_bound,best_bound_available,gap_to_cutoff,node_count,callback_counts,cut_counts,branch_counts,S,P,H,G_variable,objective_lower_bound_expression
moderate_seed3302_hard,plain_fixed_interval_mip,300,final_json_no_progress_trace,300.1269425,0.14433282147,True,0.05130338507899998,7447,,,,not_exposed,not_exposed,not_exposed,not_exposed,final_json_lower_bound
