leaf,variant,budget_seconds,snapshot_scope,time_seconds,best_bound,best_bound_available,gap_to_cutoff,node_count,callback_counts,cut_counts,branch_counts,S,P,H,G_variable,objective_lower_bound_expression
low_gini_1,plain_fixed_interval_mip,1200,final_json_no_progress_trace,1200.1269487,0.047531814383,True,0.0016207382817000002,16263,,,,not_exposed,not_exposed,not_exposed,not_exposed,final_json_lower_bound
