leaf,variant,budget_seconds,snapshot_scope,time_seconds,best_bound,best_bound_available,gap_to_cutoff,node_count,callback_counts,cut_counts,branch_counts,S,P,H,G_variable,objective_lower_bound_expression
tight_T_seed3102_hard,plain_fixed_interval_mip,300,final_json_no_progress_trace,300.1215246,0.31231711932,True,0.28838731736499995,19949,,,,not_exposed,not_exposed,not_exposed,not_exposed,final_json_lower_bound
