leaf,variant,budget_seconds,snapshot_scope,time_seconds,best_bound,best_bound_available,gap_to_cutoff,node_count,callback_counts,cut_counts,branch_counts,S,P,H,G_variable,objective_lower_bound_expression
low_gini_1,plain_fixed_interval_mip,3600,final_json_no_progress_trace,3600.3023853,0.048296011755,True,0.0008565409096999987,136571,,,,not_exposed,not_exposed,not_exposed,not_exposed,final_json_lower_bound
