leaf,variant,budget_seconds,snapshot_scope,time_seconds,best_bound,best_bound_available,gap_to_cutoff,node_count,callback_counts,cut_counts,branch_counts,S,P,H,G_variable,objective_lower_bound_expression
low_gini_1,plain_fixed_interval_mip,60,final_json_no_progress_trace,60.1162244,0.044318362677,True,0.004834189987700001,1968,,,,not_exposed,not_exposed,not_exposed,not_exposed,final_json_lower_bound
