run_id,stage,arm,instance,K0,mode,tau,process_cap_seconds,executable_sha256,status,certificate,certificate_rejection_reason,coverage_valid,completion_marker,time_seconds,exact_phase_time_seconds,work,lower_bound,verified_upper_bound,relative_gap,split_count,contraction_count,both_child_infeasible_closure_count,initial_interval_count,final_interval_count,lp_jobs,native_target_jobs,terminal_mip_jobs,model_count,model_reuse_count,basis_reuse_count,contraction_model_reuse_count,contraction_basis_reuse_count,nodes,peak_memory_gb,finite_decision_count,extra_lp_count,extra_mip_count,bound_order_valid,lb_300,ub_300,gap_300,gi_300,lb_1200,ub_1200,gap_1200,gi_1200,lb_1800,ub_1800,gap_1800,gi_1800
stage5_1800s__high_imbalance_seed3201__K1-AM,stage5_1800s,K1-AM,high_imbalance_seed3201,1,adaptive-mass,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,522.3557284,511.0412424,970.6039194826874,2.443403191943199,2.4434031919432,3.635005563669461e-16,4,0,0,1,5,13,5,2,13,7,0,3,0,21825.0,0.228516701,3,0,0,True,2.3545030031536247,2.4434031919432,0.03638375732777625,0.07543165183102518,2.443403191943199,2.4434031919432,3.635005563669461e-16,0.02491544908330445,2.443403191943199,2.4434031919432,3.635005563669461e-16,0.016610299388869633
stage5_1800s__high_imbalance_seed3201__K4-AMC,stage5_1800s,K4-AMC,high_imbalance_seed3201,4,adaptive-mass-contraction,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,380.8227237,370.05300919999996,710.8503886196801,2.4434031905083478,2.4434031919432,5.872351488108015e-10,0,1,0,4,4,10,3,2,10,5,0,1,0,17571.0,0.176095369,2,0,0,True,2.323353962120335,2.4434031919432,0.04913197716148999,0.1009972884363032,2.4434031905083478,2.4434031919432,5.872351488108015e-10,0.027012330706878127,2.4434031905083478,2.4434031919432,5.872351488108015e-10,0.018008220471252084
stage5_1800s__high_imbalance_seed3202__K1-AM,stage5_1800s,K1-AM,high_imbalance_seed3202,1,adaptive-mass,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,334.9960604,318.97636029999995,627.6730860617545,1.7493134517141697,1.7493134520506337,1.9234058218890098e-10,3,0,0,1,4,9,3,1,9,4,0,2,0,4633.0,0.156335515,2,0,0,True,1.7096359098833034,1.7493134520506337,0.022681779598057915,0.08742049270648741,1.7493134517141697,1.7493134520506337,1.9234058218890098e-10,0.022123737988674518,1.7493134517141697,1.7493134520506337,1.9234058218890098e-10,0.014749158659116347
stage5_1800s__high_imbalance_seed3202__K4-AMC,stage5_1800s,K4-AMC,high_imbalance_seed3202,4,adaptive-mass-contraction,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,225.7017389,209.7651657,408.74551643281535,1.7493134520506324,1.7493134520506337,7.615945718524238e-16,0,0,0,4,4,6,2,1,6,3,0,0,0,3605.0,0.154520493,1,0,0,True,1.7493134520506324,1.7493134520506337,7.615945718524238e-16,0.07729941610956996,1.7493134520506324,1.7493134520506337,7.615945718524238e-16,0.01932485402739249,1.7493134520506324,1.7493134520506337,7.615945718524238e-16,0.012883236018261659
stage5_1800s__moderate_seed3301__K1-AM,stage5_1800s,K1-AM,moderate_seed3301,1,adaptive-mass,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,round31_c6_external_gini_tree_time_limit,False,relevant_leaf_open,True,True,1780.0458299,1737.4207889,3348.952552261385,0.04796472692368177,0.04915255266474515,0.024166104844344193,1,0,0,1,2,5,2,1,5,3,0,0,0,32126.0,0.245698433,2,0,0,True,0.047136371631257765,0.04915255266474515,0.04101884692010103,0.21675744177501338,0.04796472692368177,0.04915255266474515,0.024166104844344193,0.07278881106716054,0.04796472692368177,0.04915255266474515,0.024166104844344193,0.05658124232622174
stage5_1800s__moderate_seed3301__K4-AMC,stage5_1800s,K4-AMC,moderate_seed3301,4,adaptive-mass-contraction,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,round31_c6_external_gini_tree_time_limit,False,relevant_leaf_open,True,True,1780.0328244,1737.360667,3078.1796242999217,0.04363065333581688,0.04915255266474515,0.1123420662725595,0,1,0,4,4,8,3,1,8,4,0,1,0,34419.0,0.240892729,1,0,0,True,0.04363065333581688,0.04915255266474515,0.1123420662725595,0.24143970382882013,0.04363065333581688,0.04915255266474515,0.1123420662725595,0.14461647566162458,0.04363065333581688,0.04915255266474515,0.1123420662725595,0.1338583391986029
stage5_1800s__moderate_seed3302__K1-AM,stage5_1800s,K1-AM,moderate_seed3302,1,adaptive-mass,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,round31_c6_external_gini_tree_time_limit,False,relevant_leaf_open,True,True,1780.0401166,1759.968326,3819.2762696798222,0.14698630979072957,0.19563620654901237,0.24867532251037913,0,0,0,1,1,3,1,1,3,2,0,0,0,12263.0,0.237288124,2,0,0,True,0.1447911820744134,0.19563620654901237,0.25989577988398,0.31674167381764884,0.14633819122271427,0.19563620654901237,0.25198819889174023,0.270262575127804,0.14698630979072957,0.19563620654901237,0.24867532251037913,0.26359194055245877
stage5_1800s__moderate_seed3302__K4-AMC,stage5_1800s,K4-AMC,moderate_seed3302,4,adaptive-mass-contraction,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,round31_c6_external_gini_tree_time_limit,False,relevant_leaf_open,True,True,1780.0581235,1760.044676,3690.390913385004,0.14946819954967203,0.19563620654901237,0.23598907284973325,0,0,0,4,4,6,2,1,6,3,0,0,0,14876.0,0.318021622,1,0,0,True,0.14946819954967203,0.19563620654901237,0.23598907284973325,0.291964095610248,0.14946819954967203,0.19563620654901237,0.23598907284973325,0.24998282853986187,0.14946819954967203,0.19563620654901237,0.23598907284973325,0.24531824330981877
stage5_1800s__round39_small_hard_V10_M2_Q20_slot03_seed490008310__K1-AM,stage5_1800s,K1-AM,round39_small_hard_V10_M2_Q20_slot03_seed490008310,1,adaptive-mass,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,8.0182872,6.8790157,10.769132505669324,0.5364414700250418,0.5364414700250417,0.0,0,0,0,1,1,3,0,1,3,1,0,0,0,2265.0,0.024300153,1,0,0,True,0.5364414700250418,0.5364414700250417,0.0,0.009828418740687976,0.5364414700250418,0.5364414700250417,0.0,0.002457104685171994,0.5364414700250418,0.5364414700250417,0.0,0.0016380697901146625
stage5_1800s__round39_small_hard_V10_M2_Q20_slot03_seed490008310__K4-AMC,stage5_1800s,K4-AMC,round39_small_hard_V10_M2_Q20_slot03_seed490008310,4,adaptive-mass-contraction,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,9.2183386,8.053109699999998,12.14001897482193,0.5364414700250419,0.5364414700250417,0.0,0,1,0,4,4,10,4,2,10,6,0,1,0,1364.0,0.028094066,2,0,0,True,0.5364414700250419,0.5364414700250417,0.0,0.0108882360689598,0.5364414700250419,0.5364414700250417,0.0,0.00272205901723995,0.5364414700250419,0.5364414700250417,0.0,0.0018147060114933001
stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-AM,stage5_1800s,K1-AM,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,1,adaptive-mass,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,6.8371267,5.890108,8.991485297269257,0.5045438521642072,0.5045438521642074,4.400898038348613e-16,0,0,0,1,1,3,0,1,3,1,0,0,0,962.0,0.025677059,1,0,0,True,0.5045438521642072,0.5045438521642074,4.400898038348613e-16,0.009579725221891029,0.5045438521642072,0.5045438521642074,4.400898038348613e-16,0.002394931305472757,0.5045438521642072,0.5045438521642074,4.400898038348613e-16,0.0015966208703151715
stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-AMC,stage5_1800s,K4-AMC,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,adaptive-mass-contraction,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,9.0619342,8.1585024,10.503884558425527,0.5045438521642075,0.5045438521642074,0.0,0,6,0,4,4,22,4,3,22,7,0,6,0,485.0,0.024863471,3,0,0,True,0.5045438521642075,0.5045438521642074,0.0,0.011083070969079492,0.5045438521642075,0.5045438521642074,0.0,0.002770767742269873,0.5045438521642075,0.5045438521642074,0.0,0.0018471784948465822
stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K1-AM,stage5_1800s,K1-AM,round39_small_hard_V12_M2_Q20_slot06_seed258908503,1,adaptive-mass,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,24.3114296,23.710798,38.80867136188028,0.7062530985290736,0.7062530985290749,1.886388367463341e-15,0,0,0,1,1,3,0,1,3,1,0,0,0,1521.0,0.065062428,1,0,0,True,0.7062530985290736,0.7062530985290749,1.886388367463341e-15,0.013011474649763976,0.7062530985290736,0.7062530985290749,1.886388367463341e-15,0.003252868662440994,0.7062530985290736,0.7062530985290749,1.886388367463341e-15,0.0021685791082939956
stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-AMC,stage5_1800s,K4-AMC,round39_small_hard_V12_M2_Q20_slot06_seed258908503,4,adaptive-mass-contraction,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,11.3940177,10.780427999999999,12.770682545305828,0.7062530985290749,0.7062530985290749,0.0,0,6,0,4,4,24,3,4,24,7,0,6,0,309.0,0.049783119,4,0,0,True,0.7062530985290749,0.7062530985290749,0.0,0.010257247198090829,0.7062530985290749,0.7062530985290749,0.0,0.0025643117995227073,0.7062530985290749,0.7062530985290749,0.0,0.0017095411996818047
stage5_1800s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM,stage5_1800s,K1-AM,round39_small_hard_V12_M3_Q20_slot07_seed621538683,1,adaptive-mass,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,round31_c6_external_gini_tree_not_certified,False,global_bound_gap_not_closed,True,True,98.5344708,96.16339839999999,188.18035718118418,0.6471163029866588,0.6471164334555021,2.0161571633704306e-07,0,0,0,1,1,3,0,1,3,1,0,0,0,5573.0,0.120234216,1,0,0,True,0.6471163029866588,0.6471164334555021,2.0161571633704306e-07,0.09970648698911805,0.6471163029866588,0.6471164334555021,2.0161571633704306e-07,0.024926772959066767,0.6471163029866588,0.6471164334555021,2.0161571633704306e-07,0.016617915844616624
stage5_1800s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K4-AMC,stage5_1800s,K4-AMC,round39_small_hard_V12_M3_Q20_slot07_seed621538683,4,adaptive-mass-contraction,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,round31_c6_external_gini_tree_not_certified,False,global_bound_gap_not_closed,True,True,76.3208237,74.2031547,138.4451303784979,0.6471162753807069,0.6471164334555021,2.442756619520684e-07,0,0,0,4,4,12,3,4,12,7,0,0,0,2687.0,0.129476266,4,0,0,True,0.6471162753807069,0.6471164334555021,2.442756619520684e-07,0.10031115959905035,0.6471162753807069,0.6471164334555021,2.442756619520684e-07,0.02507797310650905,0.6471162753807069,0.6471164334555021,2.442756619520684e-07,0.01671873016289335
stage5_1800s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-AM,stage5_1800s,K1-AM,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,1,adaptive-mass,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,408.9598331,406.8836253,740.6340681077912,0.5063432868918758,0.506343307565206,4.0828682536125e-08,0,0,0,1,1,3,0,1,3,1,0,0,0,24652.0,0.182082479,1,0,0,True,0.4252011336837254,0.506422789224163,0.160383097421166,0.21115642442551713,0.5063432868918758,0.506343307565206,4.0828682536125e-08,0.06320396821150413,0.5063432868918758,0.506343307565206,4.0828682536125e-08,0.04213597880766942
stage5_1800s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-AMC,stage5_1800s,K4-AMC,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,4,adaptive-mass-contraction,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,76.7515995,74.8049601,133.73490192498448,0.5063433075652044,0.506343307565206,3.0696806124470356e-15,0,0,0,4,4,10,4,3,10,7,0,0,0,7878.0,0.150459759,3,0,0,True,0.5063433075652044,0.506343307565206,3.0696806124470356e-15,0.06915523094535538,0.5063433075652044,0.506343307565206,3.0696806124470356e-15,0.017288807736338844,0.5063433075652044,0.506343307565206,3.0696806124470356e-15,0.011525871824225898
stage5_1800s__round39_small_medium_V10_M3_Q30_slot06_seed2147082032__K1-AM,stage5_1800s,K1-AM,round39_small_medium_V10_M3_Q30_slot06_seed2147082032,1,adaptive-mass,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,26.6478481,24.1360433,46.315648034731886,0.05842218740424499,0.05842218740424529,5.107176761517994e-15,0,0,0,1,1,3,0,1,3,1,0,0,0,2865.0,0.049474202,1,0,0,True,0.05842218740424499,0.05842218740424529,5.107176761517994e-15,0.07909687193022448,0.05842218740424499,0.05842218740424529,5.107176761517994e-15,0.01977421798255612,0.05842218740424499,0.05842218740424529,5.107176761517994e-15,0.013182811988370747
stage5_1800s__round39_small_medium_V10_M3_Q30_slot06_seed2147082032__K4-AMC,stage5_1800s,K4-AMC,round39_small_medium_V10_M3_Q30_slot06_seed2147082032,4,adaptive-mass-contraction,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,50.9036247,48.388110000000005,84.92954014505797,0.05842218740424529,0.05842218740424529,0.0,0,0,0,4,4,12,4,4,12,8,0,0,0,6373.0,0.069765951,4,0,0,True,0.05842218740424529,0.05842218740424529,0.0,0.11317619971967842,0.05842218740424529,0.05842218740424529,0.0,0.028294049929919605,0.05842218740424529,0.05842218740424529,0.0,0.018862699953279737
stage5_1800s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM,stage5_1800s,K1-AM,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,1,adaptive-mass,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,384.6042946,382.4329643,843.4563311103416,0.04500155005562829,0.04500155005562836,1.5419233104925857e-15,0,0,0,1,1,3,1,1,3,2,0,0,0,12129.0,0.218169816,2,0,0,True,0.0425547637076974,0.049468682614419446,0.13976355425941198,0.20309019676178214,0.04500155005562829,0.04500155005562836,1.5419233104925857e-15,0.05935379341988513,0.04500155005562829,0.04500155005562836,1.5419233104925857e-15,0.03956919561325675
stage5_1800s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K4-AMC,stage5_1800s,K4-AMC,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,4,adaptive-mass-contraction,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,694.616193,692.5138135999999,1571.4256243238797,0.04500155005562773,0.04500155005562836,1.3877309794433272e-14,0,0,0,4,4,10,3,3,10,6,0,0,0,18934.0,0.212029828,4,0,0,True,0.037101511960814584,0.049468682614419446,0.25,0.26019468503255705,0.04500155005562773,0.04500155005562836,1.3877309794433272e-14,0.12038897117523358,0.04500155005562773,0.04500155005562836,1.3877309794433272e-14,0.08025931411682238
stage5_1800s__round39_small_medium_V8_M2_Q20_slot02_seed890603285__K1-AM,stage5_1800s,K1-AM,round39_small_medium_V8_M2_Q20_slot02_seed890603285,1,adaptive-mass,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,13.8596906,13.1551756,19.340484300800686,0.06925116214905465,0.06925116214905465,0.0,0,0,0,1,1,3,0,1,3,1,0,0,0,4595.0,0.023741199,1,0,0,True,0.06925116214905465,0.06925116214905465,0.0,0.025729336699124587,0.06925116214905465,0.06925116214905465,0.0,0.006432334174781147,0.06925116214905465,0.06925116214905465,0.0,0.004288222783187431
stage5_1800s__round39_small_medium_V8_M2_Q20_slot02_seed890603285__K4-AMC,stage5_1800s,K4-AMC,round39_small_medium_V8_M2_Q20_slot02_seed890603285,4,adaptive-mass-contraction,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,optimal,True,none,True,True,11.1071733,10.40128,14.858987962360878,0.06925116214905465,0.06925116214905465,0.0,0,0,0,4,4,12,3,4,12,7,0,0,0,7393.0,0.017155645,4,0,0,True,0.06925116214905465,0.06925116214905465,0.0,0.02007190530561233,0.06925116214905465,0.06925116214905465,0.0,0.005017976326403083,0.06925116214905465,0.06925116214905465,0.0,0.0033453175509353885
stage5_1800s__tight_T_seed3101__K1-AM,stage5_1800s,K1-AM,tight_T_seed3101,1,adaptive-mass,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,round31_c6_external_gini_tree_time_limit,False,relevant_leaf_open,True,True,1780.035466,1764.3667895,3737.052814950427,0.06650660295091272,0.10725273413394144,0.37990762204852835,0,0,0,1,1,3,0,1,3,1,0,0,0,14889.0,0.209197057,1,0,0,True,0.05246557583669477,0.10725273413394144,0.5108229523438191,0.5628052882023256,0.0627477296520121,0.10725273413394144,0.41495449828206465,0.4842891183402483,0.06650660295091272,0.10725273413394144,0.37990762204852835,0.4548840519595597
stage5_1800s__tight_T_seed3101__K4-AMC,stage5_1800s,K4-AMC,tight_T_seed3101,4,adaptive-mass-contraction,0.07915,1800.0,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16,round31_c6_external_gini_tree_time_limit,False,relevant_leaf_open,True,True,1780.0362065,1764.8528523999998,3742.8513446350257,0.07973225198018855,0.10725273413394144,0.2565946908111847,0,0,0,4,4,5,3,1,5,4,0,0,0,22894.0,0.190343736,1,0,0,True,0.05474819668481515,0.10725273413394144,0.4895403168329169,0.5316162662275602,0.06921102291515194,0.10725273413394144,0.3546922279042464,0.4722957428091413,0.07973225198018855,0.10725273413394144,0.2565946908111847,0.41876154221913076
