source_run_id,stage,instance,arm,K0,rho,decision_sequence,interval_id,parent_id,depth,gamma_L,gamma_U,parent_bound,left_child_bound,right_child_bound,verified_incumbent,proof_gap,g_L_raw,g_R_raw,g_L,g_R,eta,mu,S_AM,adaptive_rho,score_tolerance,round46_action,round46_reason,source_ledger,source_ledger_sha256,frozen_tau,round47_replay_action,action_differs_from_round46
stage4_1200s__high_imbalance_seed3201__K1-r020,stage4_1200s,high_imbalance_seed3201,K1-r020,1,0.2,1,L0,,0,0.0,0.95,1.991272528284831,2.1367958494969104,2.2662042877898423,2.4434031919432,0.45213066365836907,0.32186120718863076,0.6080803219149729,0.32186120718863076,0.6080803219149729,0.32186120718863076,0.4649707645518018,0.14965605158606354,0.17022575618554184,2.2117500813468782e-07,split,current_normalized_child_gain_reaches_rho,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__high_imbalance_seed3201__K1-r020/c6_split_decision_ledger.csv,d7b2a3e174333734582072d2dbfcfbaadf854fcb4adfe7fdd52de13c0452af18,0.07915,split,False
stage4_1200s__high_imbalance_seed3201__K1-r020,stage4_1200s,high_imbalance_seed3201,K1-r020,1,0.2,5,L0.1.0,L0.1,2,0.475,0.7124999999999999,2.3348837952183876,2.2663608459488285,2.3771183114459844,2.4434031919432,0.10851939672481237,-0.6314350368471202,0.3891886381813997,0.0,0.3891886381813997,0.0,0.19459431909069985,0.0,0.40674363141664177,9.214942562264745e-07,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__high_imbalance_seed3201__K1-r020/c6_split_decision_ledger.csv,d7b2a3e174333734582072d2dbfcfbaadf854fcb4adfe7fdd52de13c0452af18,0.07915,exact-close,False
stage4_1200s__high_imbalance_seed3201__K1-r020,stage4_1200s,high_imbalance_seed3201,K1-r020,1,0.2,6,L0.0.1.1,L0.0.1,3,0.35624999999999996,0.475,2.3545030031536247,2.399666969991638,2.2805701552883075,2.4434031919432,0.08890018878957529,0.5080300441758943,-0.831638817329337,0.5080300441758943,0.0,0.0,0.25401502208794713,0.0,0.31159574480833674,1.124857010915596e-06,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__high_imbalance_seed3201__K1-r020/c6_split_decision_ledger.csv,d7b2a3e174333734582072d2dbfcfbaadf854fcb4adfe7fdd52de13c0452af18,0.07915,exact-close,False
stage4_1200s__high_imbalance_seed3201__K4-r001,stage4_1200s,high_imbalance_seed3201,K4-r001,4,0.01,2,L2,,0,0.475,0.7124999999999999,2.2712430427649135,2.2663608459488285,2.3771183114459844,2.4434031919432,0.17216014917828648,-0.02835846065066491,0.6149812786896928,0.0,0.6149812786896928,0.0,0.3074906393448464,0.0,0.25740620972606065,5.808545223767953e-07,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__high_imbalance_seed3201__K4-r001/c6_split_decision_ledger.csv,60433ae09f9609725adab6e4de54f8dd827d30d791215624ea4d1666fbff309b,0.07915,exact-close,False
stage4_1200s__high_imbalance_seed3201__K4-r001,stage4_1200s,high_imbalance_seed3201,K4-r001,4,0.01,3,L1.1,L1,1,0.35624999999999996,0.475,2.2866395288965413,2.399666969991638,2.2805701552883075,2.4434031919432,0.15676366304665867,0.7210053586299238,-0.038716712089250656,0.7210053586299238,0.0,0.0,0.3605026793149619,0.0,0.21955454020592366,6.379029372649267e-07,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__high_imbalance_seed3201__K4-r001/c6_split_decision_ledger.csv,60433ae09f9609725adab6e4de54f8dd827d30d791215624ea4d1666fbff309b,0.07915,exact-close,False
stage4_1200s__high_imbalance_seed3201__K4-r012,stage4_1200s,high_imbalance_seed3201,K4-r012,4,0.12,2,L2,,0,0.475,0.7124999999999999,2.2712430427649135,2.2663608459488285,2.3771183114459844,2.4434031919432,0.17216014917828648,-0.02835846065066491,0.6149812786896928,0.0,0.6149812786896928,0.0,0.3074906393448464,0.0,0.25740620972606065,5.808545223767953e-07,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__high_imbalance_seed3201__K4-r012/c6_split_decision_ledger.csv,bd1fcabb58c9204e2b0c0cd718e9bc20bb83a69b06937e21ce1e502f780a5244,0.07915,exact-close,False
stage4_1200s__high_imbalance_seed3201__K4-r012,stage4_1200s,high_imbalance_seed3201,K4-r012,4,0.12,3,L1.1,L1,1,0.35624999999999996,0.475,2.2866395288965413,2.399666969991638,2.2805701552883075,2.4434031919432,0.15676366304665867,0.7210053586299238,-0.038716712089250656,0.7210053586299238,0.0,0.0,0.3605026793149619,0.0,0.21955454020592366,6.379029372649267e-07,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__high_imbalance_seed3201__K4-r012/c6_split_decision_ledger.csv,bd1fcabb58c9204e2b0c0cd718e9bc20bb83a69b06937e21ce1e502f780a5244,0.07915,exact-close,False
stage4_1200s__high_imbalance_seed3201__K4-r050,stage4_1200s,high_imbalance_seed3201,K4-r050,4,0.5,2,L2,,0,0.475,0.7124999999999999,2.2712430427649135,2.2663608459488285,2.3771183114459844,2.4434031919432,0.17216014917828648,-0.02835846065066491,0.6149812786896928,0.0,0.6149812786896928,0.0,0.3074906393448464,0.0,0.25740620972606065,5.808545223767953e-07,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__high_imbalance_seed3201__K4-r050/c6_split_decision_ledger.csv,06cc05ca29158b4466e9775d67d81a16928b74a8ed3f059d8f6a28a705af673b,0.07915,exact-close,False
stage4_1200s__high_imbalance_seed3201__K4-r050,stage4_1200s,high_imbalance_seed3201,K4-r050,4,0.5,3,L1.1,L1,1,0.35624999999999996,0.475,2.2866395288965413,2.399666969991638,2.2805701552883075,2.4434031919432,0.15676366304665867,0.7210053586299238,-0.038716712089250656,0.7210053586299238,0.0,0.0,0.3605026793149619,0.0,0.21955454020592366,6.379029372649267e-07,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__high_imbalance_seed3201__K4-r050/c6_split_decision_ledger.csv,06cc05ca29158b4466e9775d67d81a16928b74a8ed3f059d8f6a28a705af673b,0.07915,exact-close,False
stage4_1200s__moderate_seed3301__K1-r001,stage4_1200s,moderate_seed3301,K1-r001,1,0.01,1,L0,,0,0.0,0.04915255266474515,0.0295591071381483,0.033181515548994886,0.04426441257749504,0.04915255266474515,0.01959344552659685,0.18487858125460366,0.7505216690645465,0.18487858125460366,0.7505216690645465,0.18487858125460366,0.4677001251595751,0.0864677355921028,0.1692323686528729,5.103747577396543e-06,split,current_normalized_child_gain_reaches_rho,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__moderate_seed3301__K1-r001/c6_split_decision_ledger.csv,9a1965a8419bd018527485ac1377c160d984ab7aa1230049fc388fb2ef2c1ae4,0.07915,split,False
stage4_1200s__moderate_seed3301__K1-r001,stage4_1200s,moderate_seed3301,K1-r001,1,0.01,2,L0.0,L0,1,0.0,0.024576276332372575,0.044405043752714236,0.03702353198012526,0.040577244234631035,0.04915255266474515,0.004747508912030914,-1.554817886467385,-0.8062753728345768,0.0,0.0,0.0,0.0,0.0,1.0,2.10636782124448e-05,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__moderate_seed3301__K1-r001/c6_split_decision_ledger.csv,9a1965a8419bd018527485ac1377c160d984ab7aa1230049fc388fb2ef2c1ae4,0.07915,exact-close,False
stage4_1200s__moderate_seed3301__K1-r015,stage4_1200s,moderate_seed3301,K1-r015,1,0.15,1,L0,,0,0.0,0.04915255266474515,0.0295591071381483,0.033181515548994886,0.04426441257749504,0.04915255266474515,0.01959344552659685,0.18487858125460366,0.7505216690645465,0.18487858125460366,0.7505216690645465,0.18487858125460366,0.4677001251595751,0.0864677355921028,0.1692323686528729,5.103747577396543e-06,split,current_normalized_child_gain_reaches_rho,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__moderate_seed3301__K1-r015/c6_split_decision_ledger.csv,ecb0e6e081bdb141514d1518aa3848a803d8bc56a06d630ae7ad45c9a65e8246,0.07915,split,False
stage4_1200s__moderate_seed3301__K1-r015,stage4_1200s,moderate_seed3301,K1-r015,1,0.15,2,L0.0,L0,1,0.0,0.024576276332372575,0.044405043752714236,0.03702353198012526,0.040577244234631035,0.04915255266474515,0.004747508912030914,-1.554817886467385,-0.8062753728345768,0.0,0.0,0.0,0.0,0.0,1.0,2.10636782124448e-05,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__moderate_seed3301__K1-r015/c6_split_decision_ledger.csv,ecb0e6e081bdb141514d1518aa3848a803d8bc56a06d630ae7ad45c9a65e8246,0.07915,exact-close,False
stage4_1200s__moderate_seed3301__K1-r020,stage4_1200s,moderate_seed3301,K1-r020,1,0.2,1,L0,,0,0.0,0.04915255266474515,0.0295591071381483,0.033181515548994886,0.04426441257749504,0.04915255266474515,0.01959344552659685,0.18487858125460366,0.7505216690645465,0.18487858125460366,0.7505216690645465,0.18487858125460366,0.4677001251595751,0.0864677355921028,0.1692323686528729,5.103747577396543e-06,native-target,current_small_child_gain_target,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__moderate_seed3301__K1-r020/c6_split_decision_ledger.csv,bd3487d5c5b4f1e6f9a92dab8d6854dcda9a0ddd56fd8e4ab41575c88099b3c4,0.07915,split,True
stage4_1200s__moderate_seed3301__K1-r020,stage4_1200s,moderate_seed3301,K1-r020,1,0.2,2,L0,,0,0.0,0.04915255266474515,0.039764731169863295,0.033181515548994886,0.04426441257749504,0.04915255266474515,0.009387821494881855,-0.7012506175642039,0.4793104992553306,0.0,0.4793104992553306,0.0,0.2396552496276653,0.0,0.33026608064279633,1.0652098585515655e-05,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__moderate_seed3301__K1-r020/c6_split_decision_ledger.csv,bd3487d5c5b4f1e6f9a92dab8d6854dcda9a0ddd56fd8e4ab41575c88099b3c4,0.07915,exact-close,False
stage4_1200s__moderate_seed3301__K4-r001,stage4_1200s,moderate_seed3301,K4-r001,4,0.01,2,L1,,0,0.012288138166186287,0.024576276332372575,0.04325846266710777,0.04163264790350033,0.044271334623974555,0.04915255266474515,0.005894089997637381,-0.2758381301030588,0.17184534971009788,0.0,0.17184534971009788,0.0,0.08592267485504894,0.0,0.9211770947951236,1.6966147459907223e-05,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__moderate_seed3301__K4-r001/c6_split_decision_ledger.csv,d08a80a14ad463dd7368580759dd5499096f00ccbfdce60bdb00fd1de9c99f54,0.07915,exact-close,False
stage4_1200s__moderate_seed3301__K4-r012,stage4_1200s,moderate_seed3301,K4-r012,4,0.12,2,L1,,0,0.012288138166186287,0.024576276332372575,0.04325846266710777,0.04163264790350033,0.044271334623974555,0.04915255266474515,0.005894089997637381,-0.2758381301030588,0.17184534971009788,0.0,0.17184534971009788,0.0,0.08592267485504894,0.0,0.9211770947951236,1.6966147459907223e-05,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__moderate_seed3301__K4-r012/c6_split_decision_ledger.csv,ba3fa06fd9911d617af9582a7a39725f4391eba2a5d00bd53981b5c5a48cc63e,0.07915,exact-close,False
stage4_1200s__moderate_seed3301__K4-r050,stage4_1200s,moderate_seed3301,K4-r050,4,0.5,2,L1,,0,0.012288138166186287,0.024576276332372575,0.04325846266710777,0.04163264790350033,0.044271334623974555,0.04915255266474515,0.005894089997637381,-0.2758381301030588,0.17184534971009788,0.0,0.17184534971009788,0.0,0.08592267485504894,0.0,0.9211770947951236,1.6966147459907223e-05,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__moderate_seed3301__K4-r050/c6_split_decision_ledger.csv,ff90948b80969cc7e5b72c1e595437a16645cefb892913140dbce2c16460cb56,0.07915,exact-close,False
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r001,stage4_1200s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K1-r001,1,0.01,1,L0,,0,0.0,0.021337006039780566,0.010498080262726556,0.011299500847048415,0.01773750003066519,0.021337006039780566,0.01083892577705401,0.07393911544430584,0.6679093405422587,0.07393911544430584,0.6679093405422587,0.07393911544430584,0.3709242279932823,0.02742580931468532,0.21338589940108593,9.226006537355854e-06,split,current_normalized_child_gain_reaches_rho,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r001/c6_split_decision_ledger.csv,ed28727f2f78d9ff27e7b48599beef4bd40b7bc271b0f9d245de38f1df6d6fd9,0.07915,native-target,True
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r001,stage4_1200s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K1-r001,1,0.01,2,L0.0,L0,1,0.0,0.010668503019890283,0.018037488893895413,0.014301735848744952,0.014748167326727513,0.021337006039780566,0.003299517145885153,-1.1322120419375121,-0.99690997856157,0.0,0.0,0.0,0.0,0.0,1.0,3.030746488108269e-05,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r001/c6_split_decision_ledger.csv,ed28727f2f78d9ff27e7b48599beef4bd40b7bc271b0f9d245de38f1df6d6fd9,0.07915,exact-close,False
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r001,stage4_1200s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K1-r001,1,0.01,4,L0.1.0,L0.1,2,0.010668503019890283,0.016002754529835427,0.018308508637441573,0.01813822142257706,0.01974250623466439,0.021337006039780566,0.0030284974023389935,-0.05622828493529353,0.47350134628324236,0.0,0.47350134628324236,0.0,0.23675067314162118,0.0,0.33431795124254404,3.3019675019131916e-05,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r001/c6_split_decision_ledger.csv,ed28727f2f78d9ff27e7b48599beef4bd40b7bc271b0f9d245de38f1df6d6fd9,0.07915,exact-close,False
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r015,stage4_1200s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K1-r015,1,0.15,1,L0,,0,0.0,0.021337006039780566,0.010498080262726556,0.011299500847048415,0.01773750003066519,0.021337006039780566,0.01083892577705401,0.07393911544430584,0.6679093405422587,0.07393911544430584,0.6679093405422587,0.07393911544430584,0.3709242279932823,0.02742580931468532,0.21338589940108593,9.226006537355854e-06,native-target,current_small_child_gain_target,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r015/c6_split_decision_ledger.csv,e8e31df92d4aec517f2dfcaceb87fb3ca97cc4fe58bb39658360fcbf48ce7620,0.07915,native-target,False
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r015,stage4_1200s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K1-r015,1,0.15,2,L0,,0,0.0,0.021337006039780566,0.015303265520584494,0.011299500847048415,0.01773750003066519,0.021337006039780566,0.0060337405191960725,-0.6635626210305668,0.4034370557262594,0.0,0.4034370557262594,0.0,0.2017185278631297,0.0,0.3923784336444541,1.657346710961912e-05,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r015/c6_split_decision_ledger.csv,e8e31df92d4aec517f2dfcaceb87fb3ca97cc4fe58bb39658360fcbf48ce7620,0.07915,exact-close,False
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r020,stage4_1200s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K1-r020,1,0.2,1,L0,,0,0.0,0.021337006039780566,0.010498080262726556,0.011299500847048415,0.01773750003066519,0.021337006039780566,0.01083892577705401,0.07393911544430584,0.6679093405422587,0.07393911544430584,0.6679093405422587,0.07393911544430584,0.3709242279932823,0.02742580931468532,0.21338589940108593,9.226006537355854e-06,native-target,current_small_child_gain_target,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r020/c6_split_decision_ledger.csv,e3d432f58e8f01337ae3b24d7ebe7bc4a513fade8d52e0337be8e054027b9f66,0.07915,native-target,False
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r020,stage4_1200s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K1-r020,1,0.2,2,L0,,0,0.0,0.021337006039780566,0.015303265520584494,0.011299500847048415,0.01773750003066519,0.021337006039780566,0.0060337405191960725,-0.6635626210305668,0.4034370557262594,0.0,0.4034370557262594,0.0,0.2017185278631297,0.0,0.3923784336444541,1.657346710961912e-05,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r020/c6_split_decision_ledger.csv,e3d432f58e8f01337ae3b24d7ebe7bc4a513fade8d52e0337be8e054027b9f66,0.07915,exact-close,False
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K4-r001,stage4_1200s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K4-r001,4,0.01,1,L1,,0,0.005334251509945142,0.010668503019890283,0.01691335542353627,0.015601403508861182,0.016528450720283316,0.021337006039780566,0.004423650616244296,-0.2965767481404176,-0.08701064723319865,0.0,0.0,0.0,0.0,0.0,1.0,2.2605763589063115e-05,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K4-r001/c6_split_decision_ledger.csv,686ac976a3f74a9dd690c9215d0057c0968e73d906730a185fa4385ad08c416d,0.07915,exact-close,False
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K4-r001,stage4_1200s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K4-r001,4,0.01,2,L2,,0,0.010668503019890283,0.016002754529835427,0.017964388963836342,0.01813822142257706,0.01974250623466439,0.021337006039780566,0.0033726170759442245,0.051542305226587364,0.5272218075128589,0.051542305226587364,0.5272218075128589,0.051542305226587364,0.2893820563697231,0.014915418276505776,0.2735138487608078,2.9650564464383223e-05,split,current_normalized_child_gain_reaches_rho,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K4-r001/c6_split_decision_ledger.csv,686ac976a3f74a9dd690c9215d0057c0968e73d906730a185fa4385ad08c416d,0.07915,native-target,True
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K4-r001,stage4_1200s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K4-r001,4,0.01,3,L2.0,L2,1,0.010668503019890283,0.013335628774862855,0.019975420689906327,0.01822380137227069,0.019027733590553743,0.021337006039780566,0.0013615853498742392,-1.286455761144479,-0.6960174031250528,0.0,0.0,0.0,0.0,0.0,1.0,7.344379845076256e-05,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K4-r001/c6_split_decision_ledger.csv,686ac976a3f74a9dd690c9215d0057c0968e73d906730a185fa4385ad08c416d,0.07915,exact-close,False
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K4-r001,stage4_1200s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K4-r001,4,0.01,4,L2.1,L2,1,0.013335628774862855,0.016002754529835427,0.02012773539022431,0.019830298923047333,0.020631492071368288,0.021337006039780566,0.0012092706495562579,-0.24596352130610313,0.4165789365092361,0.0,0.4165789365092361,0.0,0.20828946825461805,0.0,0.3800000099056623,8.269447376837221e-05,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K4-r001/c6_split_decision_ledger.csv,686ac976a3f74a9dd690c9215d0057c0968e73d906730a185fa4385ad08c416d,0.07915,exact-close,False
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K4-r012,stage4_1200s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K4-r012,4,0.12,1,L1,,0,0.005334251509945142,0.010668503019890283,0.01691335542353627,0.015601403508861182,0.016528450720283316,0.021337006039780566,0.004423650616244296,-0.2965767481404176,-0.08701064723319865,0.0,0.0,0.0,0.0,0.0,1.0,2.2605763589063115e-05,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K4-r012/c6_split_decision_ledger.csv,15008109e3a2a81ca402dcc5159d3cb54b4f924af26a9844328a791f3077342a,0.07915,exact-close,False
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K4-r012,stage4_1200s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K4-r012,4,0.12,2,L2,,0,0.010668503019890283,0.016002754529835427,0.017964388963836342,0.01813822142257706,0.01974250623466439,0.021337006039780566,0.0033726170759442245,0.051542305226587364,0.5272218075128589,0.051542305226587364,0.5272218075128589,0.051542305226587364,0.2893820563697231,0.014915418276505776,0.2735138487608078,2.9650564464383223e-05,native-target,current_small_child_gain_target,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K4-r012/c6_split_decision_ledger.csv,15008109e3a2a81ca402dcc5159d3cb54b4f924af26a9844328a791f3077342a,0.07915,native-target,False
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K4-r012,stage4_1200s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K4-r012,4,0.12,3,L2,,0,0.010668503019890283,0.016002754529835427,0.01830850863744158,0.01813822142257706,0.01974250623466439,0.021337006039780566,0.0030284974023389866,-0.05622828493529595,0.47350134628324114,0.0,0.47350134628324114,0.0,0.23675067314162057,0.0,0.33431795124254493,3.301967501913199e-05,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K4-r012/c6_split_decision_ledger.csv,15008109e3a2a81ca402dcc5159d3cb54b4f924af26a9844328a791f3077342a,0.07915,exact-close,False
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K4-r050,stage4_1200s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K4-r050,4,0.5,1,L1,,0,0.005334251509945142,0.010668503019890283,0.01691335542353627,0.015601403508861182,0.016528450720283316,0.021337006039780566,0.004423650616244296,-0.2965767481404176,-0.08701064723319865,0.0,0.0,0.0,0.0,0.0,1.0,2.2605763589063115e-05,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K4-r050/c6_split_decision_ledger.csv,2d1f02d93a6f0dade69a5f496423a0aaf048a1d4f6f3563b972619362f3d81f6,0.07915,exact-close,False
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K4-r050,stage4_1200s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K4-r050,4,0.5,2,L2,,0,0.010668503019890283,0.016002754529835427,0.017964388963836342,0.01813822142257706,0.01974250623466439,0.021337006039780566,0.0033726170759442245,0.051542305226587364,0.5272218075128589,0.051542305226587364,0.5272218075128589,0.051542305226587364,0.2893820563697231,0.014915418276505776,0.2735138487608078,2.9650564464383223e-05,native-target,current_small_child_gain_target,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K4-r050/c6_split_decision_ledger.csv,2d1f02d93a6f0dade69a5f496423a0aaf048a1d4f6f3563b972619362f3d81f6,0.07915,native-target,False
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K4-r050,stage4_1200s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K4-r050,4,0.5,3,L2,,0,0.010668503019890283,0.016002754529835427,0.01830850863744158,0.01813822142257706,0.01974250623466439,0.021337006039780566,0.0030284974023389866,-0.05622828493529595,0.47350134628324114,0.0,0.47350134628324114,0.0,0.23675067314162057,0.0,0.33431795124254493,3.301967501913199e-05,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K4-r050/c6_split_decision_ledger.csv,2d1f02d93a6f0dade69a5f496423a0aaf048a1d4f6f3563b972619362f3d81f6,0.07915,exact-close,False
stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K1-r001,stage4_1200s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K1-r001,1,0.01,1,L0,,0,0.0,0.8585174613256055,0.5007539094489198,0.5170475184740035,0.8322826032429366,0.8585174613256055,0.3577635518766856,0.04554295410925426,0.9266698411700933,0.04554295410925426,0.9266698411700933,0.04554295410925426,0.4861063976396738,0.022138721359918567,0.16282443593484633,2.795142266938669e-07,split,current_normalized_child_gain_reaches_rho,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K1-r001/c6_split_decision_ledger.csv,ecee3cb458aed2d71ab07cd33b2a026f7a481e27351a4b60f326a6cdf3744314,0.07915,native-target,True
stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K1-r001,stage4_1200s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K1-r001,1,0.01,3,L0.0.1,L0.0,2,0.21462936533140137,0.42925873066280273,0.835966423212817,0.6438267079217292,0.724967920577236,0.8585174613256055,0.02255103811278847,-8.52021597986335,-4.9221016824336274,0.0,0.0,0.0,0.0,0.0,1.0,4.434385665976315e-06,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K1-r001/c6_split_decision_ledger.csv,ecee3cb458aed2d71ab07cd33b2a026f7a481e27351a4b60f326a6cdf3744314,0.07915,exact-close,False
stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K1-r015,stage4_1200s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K1-r015,1,0.15,1,L0,,0,0.0,0.8585174613256055,0.5007539094489198,0.5170475184740035,0.8322826032429366,0.8585174613256055,0.3577635518766856,0.04554295410925426,0.9266698411700933,0.04554295410925426,0.9266698411700933,0.04554295410925426,0.4861063976396738,0.022138721359918567,0.16282443593484633,2.795142266938669e-07,native-target,current_small_child_gain_target,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K1-r015/c6_split_decision_ledger.csv,46fd6b7f122a44cb21519d2b9c8be39a82717ff4a77e725fa6c5b7b3d80c9b6b,0.07915,native-target,False
