source_run_id,stage,instance,arm,K0,rho,decision_sequence,interval_id,parent_id,depth,gamma_L,gamma_U,parent_bound,left_child_bound,right_child_bound,verified_incumbent,proof_gap,g_L_raw,g_R_raw,g_L,g_R,eta,mu,S_AM,adaptive_rho,score_tolerance,round46_action,round46_reason,source_ledger,source_ledger_sha256,frozen_tau,round47_replay_action,action_differs_from_round46
stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K4-r020,stage3_300s,round39_small_hard_V12_M3_Q20_slot07_seed621538683,K4-r020,4,0.2,3,L2,,0,0.32355821672775104,0.4853373250916265,0.41365909354413294,0.36579459779793017,0.4466841519798678,0.6471164334555021,0.23345733991136913,-0.20502459149227983,0.14146078443398988,0.0,0.14146078443398988,0.0,0.07073039221699494,0.0,1.0,4.283437894768211e-07,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K4-r020/c6_split_decision_ledger.csv,71b5d859d2a920c9c51b2b3a769194a8cb567f019bda2aaeee663aeaab62f131,0.07915,exact-close,False
stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K4-r020,stage3_300s,round39_small_hard_V12_M3_Q20_slot07_seed621538683,K4-r020,4,0.2,4,L3,,0,0.4853373250916265,0.6471164334555021,0.5275737061618055,0.5275737061618055,0.6084632603437435,0.6471164334555021,0.11954272729369653,0.0,0.6766580955042615,0.0,0.6766580955042615,0.0,0.33832904775213074,0.0,0.233943850006008,8.365209922283173e-07,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K4-r020/c6_split_decision_ledger.csv,71b5d859d2a920c9c51b2b3a769194a8cb567f019bda2aaeee663aeaab62f131,0.07915,exact-close,False
stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K4-r050,stage3_300s,round39_small_hard_V12_M3_Q20_slot07_seed621538683,K4-r050,4,0.5,1,L0,,0,0.0,0.16177910836387552,0.28716115987471774,0.05182801020562818,0.12312593525211683,0.6471164334555021,0.35995527358078433,-0.6537844197364537,-0.45571001916655257,0.0,0.0,0.0,0.0,0.0,1.0,2.7781230029734e-07,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K4-r050/c6_split_decision_ledger.csv,9b2e03cf0d47e361bf2fd0f8ff45adb1d743af22da5e8990ca915ed413c3d119,0.07915,exact-close,False
stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K4-r050,stage3_300s,round39_small_hard_V12_M3_Q20_slot07_seed621538683,K4-r050,4,0.5,2,L1,,0,0.16177910836387552,0.32355821672775104,0.3858881676976293,0.20401548943405462,0.2849050436159924,0.6471164334555021,0.2612282657578728,-0.6962212827005053,-0.38657043405569336,0.0,0.0,0.0,0.0,0.0,1.0,3.8280697368647865e-07,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K4-r050/c6_split_decision_ledger.csv,9b2e03cf0d47e361bf2fd0f8ff45adb1d743af22da5e8990ca915ed413c3d119,0.07915,exact-close,False
stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K4-r050,stage3_300s,round39_small_hard_V12_M3_Q20_slot07_seed621538683,K4-r050,4,0.5,3,L2,,0,0.32355821672775104,0.4853373250916265,0.41365909354413294,0.36579459779793017,0.4466841519798678,0.6471164334555021,0.23345733991136913,-0.20502459149227983,0.14146078443398988,0.0,0.14146078443398988,0.0,0.07073039221699494,0.0,1.0,4.283437894768211e-07,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K4-r050/c6_split_decision_ledger.csv,9b2e03cf0d47e361bf2fd0f8ff45adb1d743af22da5e8990ca915ed413c3d119,0.07915,exact-close,False
stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K4-r050,stage3_300s,round39_small_hard_V12_M3_Q20_slot07_seed621538683,K4-r050,4,0.5,4,L3,,0,0.4853373250916265,0.6471164334555021,0.5275737061618055,0.5275737061618055,0.6084632603437435,0.6471164334555021,0.11954272729369653,0.0,0.6766580955042615,0.0,0.6766580955042615,0.0,0.33832904775213074,0.0,0.233943850006008,8.365209922283173e-07,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K4-r050/c6_split_decision_ledger.csv,9b2e03cf0d47e361bf2fd0f8ff45adb1d743af22da5e8990ca915ed413c3d119,0.07915,exact-close,False
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-r001,stage3_300s,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K1-r001,1,0.01,1,L0,,0,0.0,0.506422789224163,0.09394825539359326,0.09394825539359326,0.32496933294190883,0.506422789224163,0.4124745338305697,0.0,0.5600856746303059,0.0,0.5600856746303059,0.0,0.28004283731515295,0.0,0.2826353309330552,2.424392167975257e-07,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-r001/c6_split_decision_ledger.csv,de8083f33b095ac651c7e618c7c9448a42b0731d38ab05c4b0aefc90830dbf73,0.07915,exact-close,False
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-r012,stage3_300s,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K1-r012,1,0.12,1,L0,,0,0.0,0.506422789224163,0.09394825539359326,0.09394825539359326,0.32496933294190883,0.506422789224163,0.4124745338305697,0.0,0.5600856746303059,0.0,0.5600856746303059,0.0,0.28004283731515295,0.0,0.2826353309330552,2.424392167975257e-07,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-r012/c6_split_decision_ledger.csv,19f36339d12296b92da57a4cd9fbb93d259e8985017f99e9443bf40fccea863f,0.07915,exact-close,False
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-r015,stage3_300s,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K1-r015,1,0.15,1,L0,,0,0.0,0.506422789224163,0.09394825539359326,0.09394825539359326,0.32496933294190883,0.506422789224163,0.4124745338305697,0.0,0.5600856746303059,0.0,0.5600856746303059,0.0,0.28004283731515295,0.0,0.2826353309330552,2.424392167975257e-07,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-r015/c6_split_decision_ledger.csv,e54bc9f64af5708eb16aeb7b256ecd51cc5de9be46f91250c54c21e8f7bb4aad,0.07915,exact-close,False
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-r020,stage3_300s,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K1-r020,1,0.2,1,L0,,0,0.0,0.506422789224163,0.09394825539359326,0.09394825539359326,0.32496933294190883,0.506422789224163,0.4124745338305697,0.0,0.5600856746303059,0.0,0.5600856746303059,0.0,0.28004283731515295,0.0,0.2826353309330552,2.424392167975257e-07,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-r020/c6_split_decision_ledger.csv,70617f0c81c964384bbc95234df4fec1fd7616f5bfa11e56d31955cbba971504,0.07915,exact-close,False
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-r050,stage3_300s,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K1-r050,1,0.5,1,L0,,0,0.0,0.506422789224163,0.09394825539359326,0.09394825539359326,0.32496933294190883,0.506422789224163,0.4124745338305697,0.0,0.5600856746303059,0.0,0.5600856746303059,0.0,0.28004283731515295,0.0,0.2826353309330552,2.424392167975257e-07,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-r050/c6_split_decision_ledger.csv,1e51ca6ae101dc57ced536827a62fba2e18aa23bb10e6a56cbada5c6f9bfe712,0.07915,exact-close,False
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r001,stage3_300s,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K4-r001,4,0.01,1,L1,,0,0.12660569730604074,0.2532113946120815,0.3685914783082709,0.19836363563586817,0.2616664842888885,0.506422789224163,0.13783131091589207,-1.2350447916459255,-0.7757670830297083,0.0,0.0,0.0,0.0,0.0,1.0,7.255245583521493e-07,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r001/c6_split_decision_ledger.csv,aea857d5fed4331baee3c3dd26ba884d49ee9982ee6de9fe14412ea6b9d67853,0.07915,exact-close,False
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r001,stage3_300s,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K4-r001,4,0.01,2,L0,,0,0.0,0.12660569730604074,0.4285058407455192,0.0948121104777751,0.13567304711601838,0.506343307565206,0.07783746681968678,-4.287057941399317,-3.7621059059881556,0.0,0.0,0.0,0.0,0.0,1.0,1.2847283530529321e-06,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r001/c6_split_decision_ledger.csv,aea857d5fed4331baee3c3dd26ba884d49ee9982ee6de9fe14412ea6b9d67853,0.07915,exact-close,False
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r001,stage3_300s,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K4-r001,4,0.01,3,L2,,0,0.2532113946120815,0.3798170919181222,0.4858062456763528,0.32496933294190883,0.3882721815949292,0.506343307565206,0.02053706188885318,-7.831544434393547,-4.749173207408103,0.0,0.0,0.0,0.0,0.0,1.0,4.869245692841837e-06,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r001/c6_split_decision_ledger.csv,aea857d5fed4331baee3c3dd26ba884d49ee9982ee6de9fe14412ea6b9d67853,0.07915,exact-close,False
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r012,stage3_300s,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K4-r012,4,0.12,1,L1,,0,0.12660569730604074,0.2532113946120815,0.3685914783082709,0.19836363563586817,0.2616664842888885,0.506422789224163,0.13783131091589207,-1.2350447916459255,-0.7757670830297083,0.0,0.0,0.0,0.0,0.0,1.0,7.255245583521493e-07,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r012/c6_split_decision_ledger.csv,322ca3711a44361f91edd689f15984f2a3fed8e4369b2f77727b84faf49054b6,0.07915,exact-close,False
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r012,stage3_300s,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K4-r012,4,0.12,2,L0,,0,0.0,0.12660569730604074,0.4285058407455192,0.0948121104777751,0.13567304711601838,0.506343307565206,0.07783746681968678,-4.287057941399317,-3.7621059059881556,0.0,0.0,0.0,0.0,0.0,1.0,1.2847283530529321e-06,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r012/c6_split_decision_ledger.csv,322ca3711a44361f91edd689f15984f2a3fed8e4369b2f77727b84faf49054b6,0.07915,exact-close,False
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r012,stage3_300s,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K4-r012,4,0.12,3,L2,,0,0.2532113946120815,0.3798170919181222,0.4858062456763528,0.32496933294190883,0.3882721815949292,0.506343307565206,0.02053706188885318,-7.831544434393547,-4.749173207408103,0.0,0.0,0.0,0.0,0.0,1.0,4.869245692841837e-06,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r012/c6_split_decision_ledger.csv,322ca3711a44361f91edd689f15984f2a3fed8e4369b2f77727b84faf49054b6,0.07915,exact-close,False
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r015,stage3_300s,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K4-r015,4,0.15,1,L1,,0,0.12660569730604074,0.2532113946120815,0.3685914783082709,0.19836363563586817,0.2616664842888885,0.506422789224163,0.13783131091589207,-1.2350447916459255,-0.7757670830297083,0.0,0.0,0.0,0.0,0.0,1.0,7.255245583521493e-07,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r015/c6_split_decision_ledger.csv,9ada12a27efb8a598686df0f04f1bbfea3527b0be0abd6d1c08cdff369ed887c,0.07915,exact-close,False
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r015,stage3_300s,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K4-r015,4,0.15,2,L0,,0,0.0,0.12660569730604074,0.4285058407455192,0.0948121104777751,0.13567304711601838,0.506343307565206,0.07783746681968678,-4.287057941399317,-3.7621059059881556,0.0,0.0,0.0,0.0,0.0,1.0,1.2847283530529321e-06,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r015/c6_split_decision_ledger.csv,9ada12a27efb8a598686df0f04f1bbfea3527b0be0abd6d1c08cdff369ed887c,0.07915,exact-close,False
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r015,stage3_300s,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K4-r015,4,0.15,3,L2,,0,0.2532113946120815,0.3798170919181222,0.4858062456763528,0.32496933294190883,0.3882721815949292,0.506343307565206,0.02053706188885318,-7.831544434393547,-4.749173207408103,0.0,0.0,0.0,0.0,0.0,1.0,4.869245692841837e-06,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r015/c6_split_decision_ledger.csv,9ada12a27efb8a598686df0f04f1bbfea3527b0be0abd6d1c08cdff369ed887c,0.07915,exact-close,False
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r020,stage3_300s,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K4-r020,4,0.2,1,L1,,0,0.12660569730604074,0.2532113946120815,0.3685914783082709,0.19836363563586817,0.2616664842888885,0.506422789224163,0.13783131091589207,-1.2350447916459255,-0.7757670830297083,0.0,0.0,0.0,0.0,0.0,1.0,7.255245583521493e-07,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r020/c6_split_decision_ledger.csv,91cb4067250c9abd1f5925a0f9b191a102a117656e603d217aba4d5b637ae1b8,0.07915,exact-close,False
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r020,stage3_300s,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K4-r020,4,0.2,2,L0,,0,0.0,0.12660569730604074,0.4285058407455192,0.0948121104777751,0.13567304711601838,0.506343307565206,0.07783746681968678,-4.287057941399317,-3.7621059059881556,0.0,0.0,0.0,0.0,0.0,1.0,1.2847283530529321e-06,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r020/c6_split_decision_ledger.csv,91cb4067250c9abd1f5925a0f9b191a102a117656e603d217aba4d5b637ae1b8,0.07915,exact-close,False
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r020,stage3_300s,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K4-r020,4,0.2,3,L2,,0,0.2532113946120815,0.3798170919181222,0.4858062456763528,0.32496933294190883,0.3882721815949292,0.506343307565206,0.02053706188885318,-7.831544434393547,-4.749173207408103,0.0,0.0,0.0,0.0,0.0,1.0,4.869245692841837e-06,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r020/c6_split_decision_ledger.csv,91cb4067250c9abd1f5925a0f9b191a102a117656e603d217aba4d5b637ae1b8,0.07915,exact-close,False
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r050,stage3_300s,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K4-r050,4,0.5,1,L1,,0,0.12660569730604074,0.2532113946120815,0.3685914783082709,0.19836363563586817,0.2616664842888885,0.506422789224163,0.13783131091589207,-1.2350447916459255,-0.7757670830297083,0.0,0.0,0.0,0.0,0.0,1.0,7.255245583521493e-07,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r050/c6_split_decision_ledger.csv,920ec36bcff651f957f021ecf634ae56bb6d6a74f5dac7d4b1ea0a6e11580da9,0.07915,exact-close,False
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r050,stage3_300s,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K4-r050,4,0.5,2,L0,,0,0.0,0.12660569730604074,0.4285058407455192,0.0948121104777751,0.13567304711601838,0.506343307565206,0.07783746681968678,-4.287057941399317,-3.7621059059881556,0.0,0.0,0.0,0.0,0.0,1.0,1.2847283530529321e-06,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r050/c6_split_decision_ledger.csv,920ec36bcff651f957f021ecf634ae56bb6d6a74f5dac7d4b1ea0a6e11580da9,0.07915,exact-close,False
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r050,stage3_300s,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K4-r050,4,0.5,3,L2,,0,0.2532113946120815,0.3798170919181222,0.4858062456763528,0.32496933294190883,0.3882721815949292,0.506343307565206,0.02053706188885318,-7.831544434393547,-4.749173207408103,0.0,0.0,0.0,0.0,0.0,1.0,4.869245692841837e-06,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r050/c6_split_decision_ledger.csv,920ec36bcff651f957f021ecf634ae56bb6d6a74f5dac7d4b1ea0a6e11580da9,0.07915,exact-close,False
stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-r001,stage3_300s,round39_small_medium_V10_M2_Q20_slot05_seed968549317,K1-r001,1,0.01,1,L0,,0,0.0,0.13561306168269485,0.03534687444018795,0.037295222890392894,0.08466783822508737,0.13561306168269485,0.10026618724250691,0.019431759636901413,0.4919002621054116,0.019431759636901413,0.4919002621054116,0.019431759636901413,0.2556660108711565,0.004968040470573736,0.3095835841858848,9.97345201434368e-07,split,current_normalized_child_gain_reaches_rho,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-r001/c6_split_decision_ledger.csv,34db421ec160c599b90cd18278de6827c63a29367fe3a7c1fc60261f4761e101,0.07915,native-target,True
stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-r001,stage3_300s,round39_small_medium_V10_M2_Q20_slot05_seed968549317,K1-r001,1,0.01,2,L0.0,L0,1,0.0,0.06780653084134743,0.08539021049095065,0.048439634117466955,0.06009241319488834,0.1215256536747018,0.036135443183751156,-1.022557719455315,-0.700082663091229,0.0,0.0,0.0,0.0,0.0,1.0,2.767366093955207e-06,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-r001/c6_split_decision_ledger.csv,34db421ec160c599b90cd18278de6827c63a29367fe3a7c1fc60261f4761e101,0.07915,exact-close,False
stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-r001,stage3_300s,round39_small_medium_V10_M2_Q20_slot05_seed968549317,K1-r001,1,0.01,3,L0.1,L0,1,0.06780653084134743,0.13561306168269485,0.08770440874378006,0.08466783822508737,0.11834023104462985,0.1215256536747018,0.03382124493092174,-0.08978293155366507,0.9058159261559404,0.0,0.9058159261559404,0.0,0.4529079630779702,0.0,0.17475956806344328,2.9567214466693806e-06,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-r001/c6_split_decision_ledger.csv,34db421ec160c599b90cd18278de6827c63a29367fe3a7c1fc60261f4761e101,0.07915,exact-close,False
stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-r012,stage3_300s,round39_small_medium_V10_M2_Q20_slot05_seed968549317,K1-r012,1,0.12,1,L0,,0,0.0,0.13561306168269485,0.03534687444018795,0.037295222890392894,0.08466783822508737,0.13561306168269485,0.10026618724250691,0.019431759636901413,0.4919002621054116,0.019431759636901413,0.4919002621054116,0.019431759636901413,0.2556660108711565,0.004968040470573736,0.3095835841858848,9.97345201434368e-07,native-target,current_small_child_gain_target,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-r012/c6_split_decision_ledger.csv,14eab2fb6cffb4ebf84d32c5fe7c488277d6771170d1967a0742f1bc50fcb54e,0.07915,native-target,False
stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-r012,stage3_300s,round39_small_medium_V10_M2_Q20_slot05_seed968549317,K1-r012,1,0.12,2,L0,,0,0.0,0.13561306168269485,0.05900900541785534,0.037295222890392894,0.08466783822508737,0.13561306168269485,0.07660405626483952,-0.283454735770028,0.33495397056420867,0.0,0.33495397056420867,0.0,0.16747698528210433,0.0,0.4726022495967243,1.305413909135299e-06,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-r012/c6_split_decision_ledger.csv,14eab2fb6cffb4ebf84d32c5fe7c488277d6771170d1967a0742f1bc50fcb54e,0.07915,exact-close,False
stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-r015,stage3_300s,round39_small_medium_V10_M2_Q20_slot05_seed968549317,K1-r015,1,0.15,1,L0,,0,0.0,0.13561306168269485,0.03534687444018795,0.037295222890392894,0.08466783822508737,0.13561306168269485,0.10026618724250691,0.019431759636901413,0.4919002621054116,0.019431759636901413,0.4919002621054116,0.019431759636901413,0.2556660108711565,0.004968040470573736,0.3095835841858848,9.97345201434368e-07,native-target,current_small_child_gain_target,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-r015/c6_split_decision_ledger.csv,aec948e14aefdca354c03b553256fd8cbae9c18833b0440d69e55ad374e45b6c,0.07915,native-target,False
stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-r015,stage3_300s,round39_small_medium_V10_M2_Q20_slot05_seed968549317,K1-r015,1,0.15,2,L0,,0,0.0,0.13561306168269485,0.05900900541785534,0.037295222890392894,0.08466783822508737,0.13561306168269485,0.07660405626483952,-0.283454735770028,0.33495397056420867,0.0,0.33495397056420867,0.0,0.16747698528210433,0.0,0.4726022495967243,1.305413909135299e-06,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-r015/c6_split_decision_ledger.csv,aec948e14aefdca354c03b553256fd8cbae9c18833b0440d69e55ad374e45b6c,0.07915,exact-close,False
stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-r020,stage3_300s,round39_small_medium_V10_M2_Q20_slot05_seed968549317,K1-r020,1,0.2,1,L0,,0,0.0,0.13561306168269485,0.03534687444018795,0.037295222890392894,0.08466783822508737,0.13561306168269485,0.10026618724250691,0.019431759636901413,0.4919002621054116,0.019431759636901413,0.4919002621054116,0.019431759636901413,0.2556660108711565,0.004968040470573736,0.3095835841858848,9.97345201434368e-07,native-target,current_small_child_gain_target,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-r020/c6_split_decision_ledger.csv,aa96b76748f8077f4d98b8e615ca4bd9743ea121fde75dd29417e3cf29200d29,0.07915,native-target,False
stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-r020,stage3_300s,round39_small_medium_V10_M2_Q20_slot05_seed968549317,K1-r020,1,0.2,2,L0,,0,0.0,0.13561306168269485,0.05900900541785534,0.037295222890392894,0.08466783822508737,0.13561306168269485,0.07660405626483952,-0.283454735770028,0.33495397056420867,0.0,0.33495397056420867,0.0,0.16747698528210433,0.0,0.4726022495967243,1.305413909135299e-06,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-r020/c6_split_decision_ledger.csv,aa96b76748f8077f4d98b8e615ca4bd9743ea121fde75dd29417e3cf29200d29,0.07915,exact-close,False
stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-r050,stage3_300s,round39_small_medium_V10_M2_Q20_slot05_seed968549317,K1-r050,1,0.5,1,L0,,0,0.0,0.13561306168269485,0.03534687444018795,0.037295222890392894,0.08466783822508737,0.13561306168269485,0.10026618724250691,0.019431759636901413,0.4919002621054116,0.019431759636901413,0.4919002621054116,0.019431759636901413,0.2556660108711565,0.004968040470573736,0.3095835841858848,9.97345201434368e-07,native-target,current_small_child_gain_target,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-r050/c6_split_decision_ledger.csv,f47407c9a1a420119af242c293b535565e84bf9a976489a9f73be170bbc90e30,0.07915,native-target,False
stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-r050,stage3_300s,round39_small_medium_V10_M2_Q20_slot05_seed968549317,K1-r050,1,0.5,2,L0,,0,0.0,0.13561306168269485,0.05900900541785534,0.037295222890392894,0.08466783822508737,0.13561306168269485,0.07660405626483952,-0.283454735770028,0.33495397056420867,0.0,0.33495397056420867,0.0,0.16747698528210433,0.0,0.4726022495967243,1.305413909135299e-06,exact-close,current_child_gain_not_strict,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_medium_V10_M2_Q20_slot05_seed968549317__K1-r050/c6_split_decision_ledger.csv,f47407c9a1a420119af242c293b535565e84bf9a976489a9f73be170bbc90e30,0.07915,exact-close,False
