stage,instance,left_arm,right_arm,left_certificate,right_certificate,left_work,right_work,work_delta_right_minus_left,left_time,right_time,time_delta_right_minus_left,left_gap,right_gap,left_gi_300,right_gi_300,left_gi_1200,right_gi_1200,left_models,right_models,left_splits,right_splits,right_contractions,certificate_not_weakened,bound_progress_not_weakened
stage3_300s,high_imbalance_seed3201,K1-AM,K1-AMC,False,False,502.64096437477366,502.56466779131057,-0.07629658346309043,280.0372721,280.0397652,0.002493099999981041,0.03638375732777625,0.03638375732777625,0.07520018302548359,0.07531710541617534,0.04608786375220309,0.04611709434987603,11,11,4,1,3,True,True
stage3_300s,moderate_seed3301,K1-AM,K1-AMC,False,False,459.67628913859846,449.80951891015565,-9.866770228442817,280.0315481,280.0282478,-0.0033003000000348948,0.04550170731081176,0.047797139673265945,0.21686006576328115,0.2178860698846467,0.08834129692392911,0.09031937222611112,5,5,1,1,0,True,False
stage3_300s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K1-AM,K1-AMC,True,True,28.285289241061992,28.285289241061992,0.0,18.6634856,18.6689938,0.005508199999997743,3.2520466512360744e-16,3.2520466512360744e-16,0.028916059933900364,0.028866459938835843,0.007229014983475091,0.007216614984708961,3,3,0,0,0,True,True
stage3_300s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K1-AM,K1-AMC,True,True,0.9381473408644397,0.9381473408644397,0.0,1.4831742,1.4749969,-0.008177300000000054,0.0,0.0,0.0019585992638042047,0.0019621972317063053,0.0004896498159510512,0.0004905493079265763,3,3,0,0,0,True,True
stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K1-AM,K1-AMC,True,True,8.991485297269257,8.991485297269257,0.0,6.8933373,6.862803,-0.030534299999999348,4.400898038348613e-16,4.400898038348613e-16,0.009645113894413103,0.009598142373336182,0.0024112784736032757,0.0023995355933340455,3,3,0,0,0,True,True
stage3_300s,round39_small_hard_V12_M3_Q20_slot07_seed621538683,K1-AM,K1-AMC,False,False,188.18035718118418,188.18035718118418,0.0,98.6401641,98.5054164,-0.13474770000000547,2.0161571633704306e-07,2.0161571633704306e-07,0.0993144608421157,0.09923754396750434,0.02482876642231618,0.02480953720366334,3,3,0,0,0,True,True
stage3_300s,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K1-AM,K1-AMC,False,False,501.34679704778335,501.38787620678335,0.041079158999991705,280.0504799,280.041116,-0.009363900000039393,0.16025130118073339,0.16025130118073339,0.21114161523865324,0.211110890492018,0.17297387969521336,0.17296619850855452,3,3,0,0,0,True,True
stage3_300s,round39_small_medium_V10_M2_Q20_slot05_seed968549317,K1-AM,K1-AMC,True,True,49.9516535903128,49.9516535903128,0.0,30.2728879,30.2665216,-0.006366299999999825,1.4845527347214299e-15,1.4845527347214299e-15,0.04745047745867461,0.04746505819534308,0.011862619364668653,0.01186626454883577,3,3,0,0,0,True,True
stage3_300s,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,K1-AM,K1-AMC,False,False,608.0716571725522,606.9557390678475,-1.1159181047047468,280.0422174,280.0340508,-0.008166600000038216,0.061236860738835275,0.061236860738835275,0.19773781449217553,0.19785317364808153,0.09536209917717033,0.09539093896614684,3,3,0,0,0,True,True
stage3_300s,tight_T_seed3101,K1-AM,K1-AMC,False,False,538.3936739727088,537.691054530373,-0.7026194423358447,280.0256028,280.0249825,-0.000620299999980034,0.5140105565778184,0.5140105565778184,0.5628612761435865,0.5631223570824477,0.5262232364692604,0.5262885067039756,3,3,0,0,0,True,True
stage4_1200s,high_imbalance_seed3201,K1-AM,K1-AMC,True,True,970.6039194826874,970.6039194826874,0.0,522.0409452,522.1400434,0.09909819999995761,3.635005563669461e-16,3.635005563669461e-16,0.07424793711079988,0.07454437041570362,0.02461088148210966,0.024687587048651816,13,13,4,1,3,True,True
stage4_1200s,moderate_seed3301,K1-AM,K1-AMC,False,False,2185.1410081875174,2183.9554058090966,-1.1856023784207537,1180.0410517,1180.0436188,0.002567100000078426,0.024166104844344193,0.024166104844344193,0.2142482431194423,0.21334132148995322,0.07214330087530349,0.07191203488050328,5,5,1,1,0,True,True
stage4_1200s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K1-AM,K1-AMC,True,True,28.285289241061992,28.285289241061992,0.0,18.544783,18.5473766,0.002593600000000862,3.2520466512360744e-16,3.2520466512360744e-16,0.028555734503733134,0.028422827556223662,0.007138933625933284,0.0071057068890559155,3,3,0,0,0,True,True
stage4_1200s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K1-AM,K1-AMC,True,True,0.9381473408644397,0.9381473408644397,0.0,1.468638,1.4612192,-0.00741880000000017,0.0,0.0,0.0019378672539236115,0.001917876517396367,0.0004844668134809029,0.00047946912934909177,3,3,0,0,0,True,True
stage4_1200s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K1-AM,K1-AMC,True,True,8.991485297269257,8.991485297269257,0.0,6.8085709,6.8278051,0.019234199999999646,4.400898038348613e-16,4.400898038348613e-16,0.009427628311152373,0.009462413311102863,0.0023569070777880933,0.002365603327775716,3,3,0,0,0,True,True
stage4_1200s,round39_small_hard_V12_M3_Q20_slot07_seed621538683,K1-AM,K1-AMC,False,False,188.18035718118418,188.18035718118418,0.0,98.3624198,98.3769814,0.014561600000007502,2.0161571633704306e-07,2.0161571633704306e-07,0.09895137836080155,0.09887445319763093,0.024737995801987638,0.024718764511194983,3,3,0,0,0,True,True
stage4_1200s,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K1-AM,K1-AMC,True,True,740.6340681077912,740.6340681077912,0.0,408.9845388,408.8093755,-0.17516330000000835,4.0828682536125e-08,4.0828682536125e-08,0.21079851567819977,0.21075605240877554,0.0631174144355083,0.06308314969844843,3,3,0,0,0,True,True
