run_id,stage,instance,arm,K0,rho,decision_sequence,parent_interval,gamma_L,gamma_U,infeasible_side,infeasible_child_id,feasible_child_id,feasible_child_bound,current_c6_action,infeasible_sibling_materialized,binary_split_count_incremented,feasible_model_already_built,potential_contraction_model_reuse,later_feasible_descendant_decisions,later_feasible_child_lp_rows,source_ledger,source_ledger_sha256
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r015,4,0.14999999999999999,5,L3.0,0.37840788912315554,0.44147587064368143,right,L3.0.1,L3.0.0,0.50092201704001205,split,True,True,True,True,3,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015/c6_split_decision_ledger.csv,bacb6c1b8b74b91511bcd2eb10772a7c44c520fab81e4f83fb4d4b86f1c2f16c
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r015,4,0.14999999999999999,6,L3.0.0,0.37840788912315554,0.40994187988341846,right,L3.0.0.1,L3.0.0.0,0.50092201704001205,split,True,True,True,True,2,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015/c6_split_decision_ledger.csv,bacb6c1b8b74b91511bcd2eb10772a7c44c520fab81e4f83fb4d4b86f1c2f16c
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r015,4,0.14999999999999999,7,L3.0.0.0,0.37840788912315554,0.39417488450328697,right,L3.0.0.0.1,L3.0.0.0.0,0.50092201704001205,split,True,True,True,True,1,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015/c6_split_decision_ledger.csv,bacb6c1b8b74b91511bcd2eb10772a7c44c520fab81e4f83fb4d4b86f1c2f16c
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r015,4,0.14999999999999999,8,L3.0.0.0.0,0.37840788912315554,0.38629138681322128,right,L3.0.0.0.0.1,L3.0.0.0.0.0,0.50092201704001205,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015/c6_split_decision_ledger.csv,bacb6c1b8b74b91511bcd2eb10772a7c44c520fab81e4f83fb4d4b86f1c2f16c
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r020,4,0.20000000000000001,2,L0,0,0.12613596304105185,left,L0.0,L0.1,0.20218132964034852,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020/c6_split_decision_ledger.csv,293119a22d8760885308f94eb09e66287be92c22b6284f6c2dfbabedef8f7287
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r020,4,0.20000000000000001,4,L3,0.37840788912315554,0.50454385216420738,right,L3.1,L3.0,0.50092201704001205,split,True,True,True,True,4,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020/c6_split_decision_ledger.csv,293119a22d8760885308f94eb09e66287be92c22b6284f6c2dfbabedef8f7287
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r020,4,0.20000000000000001,5,L3.0,0.37840788912315554,0.44147587064368143,right,L3.0.1,L3.0.0,0.50092201704001205,split,True,True,True,True,3,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020/c6_split_decision_ledger.csv,293119a22d8760885308f94eb09e66287be92c22b6284f6c2dfbabedef8f7287
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r020,4,0.20000000000000001,6,L3.0.0,0.37840788912315554,0.40994187988341846,right,L3.0.0.1,L3.0.0.0,0.50092201704001205,split,True,True,True,True,2,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020/c6_split_decision_ledger.csv,293119a22d8760885308f94eb09e66287be92c22b6284f6c2dfbabedef8f7287
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r020,4,0.20000000000000001,7,L3.0.0.0,0.37840788912315554,0.39417488450328697,right,L3.0.0.0.1,L3.0.0.0.0,0.50092201704001205,split,True,True,True,True,1,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020/c6_split_decision_ledger.csv,293119a22d8760885308f94eb09e66287be92c22b6284f6c2dfbabedef8f7287
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r020,4,0.20000000000000001,8,L3.0.0.0.0,0.37840788912315554,0.38629138681322128,right,L3.0.0.0.0.1,L3.0.0.0.0.0,0.50092201704001205,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020/c6_split_decision_ledger.csv,293119a22d8760885308f94eb09e66287be92c22b6284f6c2dfbabedef8f7287
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r050,4,0.5,2,L0,0,0.12613596304105185,left,L0.0,L0.1,0.20218132964034852,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050/c6_split_decision_ledger.csv,b45bb406ef4dae58ebf93c471ef5369e7fcb96fd2f324579e99ed5d4d9ab9eaa
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r050,4,0.5,4,L3,0.37840788912315554,0.50454385216420738,right,L3.1,L3.0,0.50092201704001205,split,True,True,True,True,4,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050/c6_split_decision_ledger.csv,b45bb406ef4dae58ebf93c471ef5369e7fcb96fd2f324579e99ed5d4d9ab9eaa
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r050,4,0.5,5,L3.0,0.37840788912315554,0.44147587064368143,right,L3.0.1,L3.0.0,0.50092201704001205,split,True,True,True,True,3,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050/c6_split_decision_ledger.csv,b45bb406ef4dae58ebf93c471ef5369e7fcb96fd2f324579e99ed5d4d9ab9eaa
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r050,4,0.5,6,L3.0.0,0.37840788912315554,0.40994187988341846,right,L3.0.0.1,L3.0.0.0,0.50092201704001205,split,True,True,True,True,2,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050/c6_split_decision_ledger.csv,b45bb406ef4dae58ebf93c471ef5369e7fcb96fd2f324579e99ed5d4d9ab9eaa
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r050,4,0.5,7,L3.0.0.0,0.37840788912315554,0.39417488450328697,right,L3.0.0.0.1,L3.0.0.0.0,0.50092201704001205,split,True,True,True,True,1,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050/c6_split_decision_ledger.csv,b45bb406ef4dae58ebf93c471ef5369e7fcb96fd2f324579e99ed5d4d9ab9eaa
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r050,4,0.5,8,L3.0.0.0.0,0.37840788912315554,0.38629138681322128,right,L3.0.0.0.0.1,L3.0.0.0.0.0,0.50092201704001205,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050/c6_split_decision_ledger.csv,b45bb406ef4dae58ebf93c471ef5369e7fcb96fd2f324579e99ed5d4d9ab9eaa
stage4_1200s__high_imbalance_seed3201__K1-r001,stage4_1200s,high_imbalance_seed3201,K1-r001,1,0.01,2,L0.0,0,0.47499999999999998,left,L0.0.0,L0.0.1,2.2206360803532741,split,True,True,True,True,1,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__high_imbalance_seed3201__K1-r001/c6_split_decision_ledger.csv,abf2fd6ba03e8043eb60d5fff484f836f402b11ee08a648c2069dcdc4b1dcebb
stage4_1200s__high_imbalance_seed3201__K1-r001,stage4_1200s,high_imbalance_seed3201,K1-r001,1,0.01,3,L0.1,0.47499999999999998,0.94999999999999996,right,L0.1.1,L0.1.0,2.2662584414844362,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__high_imbalance_seed3201__K1-r001/c6_split_decision_ledger.csv,abf2fd6ba03e8043eb60d5fff484f836f402b11ee08a648c2069dcdc4b1dcebb
stage4_1200s__high_imbalance_seed3201__K1-r001,stage4_1200s,high_imbalance_seed3201,K1-r001,1,0.01,4,L0.0.1,0.23749999999999999,0.47499999999999998,left,L0.0.1.0,L0.0.1.1,2.261240112868975,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__high_imbalance_seed3201__K1-r001/c6_split_decision_ledger.csv,abf2fd6ba03e8043eb60d5fff484f836f402b11ee08a648c2069dcdc4b1dcebb
stage4_1200s__high_imbalance_seed3201__K1-r015,stage4_1200s,high_imbalance_seed3201,K1-r015,1,0.14999999999999999,2,L0.0,0,0.47499999999999998,left,L0.0.0,L0.0.1,2.2206360803532741,split,True,True,True,True,1,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__high_imbalance_seed3201__K1-r015/c6_split_decision_ledger.csv,39188fd037ad5f8cd0a059247fcf2ee74b23dd2debefd2d1c6aa168313aaa0aa
stage4_1200s__high_imbalance_seed3201__K1-r015,stage4_1200s,high_imbalance_seed3201,K1-r015,1,0.14999999999999999,3,L0.1,0.47499999999999998,0.94999999999999996,right,L0.1.1,L0.1.0,2.2662584414844362,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__high_imbalance_seed3201__K1-r015/c6_split_decision_ledger.csv,39188fd037ad5f8cd0a059247fcf2ee74b23dd2debefd2d1c6aa168313aaa0aa
stage4_1200s__high_imbalance_seed3201__K1-r015,stage4_1200s,high_imbalance_seed3201,K1-r015,1,0.14999999999999999,4,L0.0.1,0.23749999999999999,0.47499999999999998,left,L0.0.1.0,L0.0.1.1,2.261240112868975,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__high_imbalance_seed3201__K1-r015/c6_split_decision_ledger.csv,39188fd037ad5f8cd0a059247fcf2ee74b23dd2debefd2d1c6aa168313aaa0aa
stage4_1200s__high_imbalance_seed3201__K1-r020,stage4_1200s,high_imbalance_seed3201,K1-r020,1,0.20000000000000001,2,L0.0,0,0.47499999999999998,left,L0.0.0,L0.0.1,2.2206360803532741,split,True,True,True,True,1,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__high_imbalance_seed3201__K1-r020/c6_split_decision_ledger.csv,d7b2a3e174333734582072d2dbfcfbaadf854fcb4adfe7fdd52de13c0452af18
stage4_1200s__high_imbalance_seed3201__K1-r020,stage4_1200s,high_imbalance_seed3201,K1-r020,1,0.20000000000000001,3,L0.1,0.47499999999999998,0.94999999999999996,right,L0.1.1,L0.1.0,2.2662584414844362,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__high_imbalance_seed3201__K1-r020/c6_split_decision_ledger.csv,d7b2a3e174333734582072d2dbfcfbaadf854fcb4adfe7fdd52de13c0452af18
stage4_1200s__high_imbalance_seed3201__K1-r020,stage4_1200s,high_imbalance_seed3201,K1-r020,1,0.20000000000000001,4,L0.0.1,0.23749999999999999,0.47499999999999998,left,L0.0.1.0,L0.0.1.1,2.261240112868975,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__high_imbalance_seed3201__K1-r020/c6_split_decision_ledger.csv,d7b2a3e174333734582072d2dbfcfbaadf854fcb4adfe7fdd52de13c0452af18
stage4_1200s__high_imbalance_seed3201__K4-r001,stage4_1200s,high_imbalance_seed3201,K4-r001,4,0.01,1,L1,0.23749999999999999,0.47499999999999998,left,L1.0,L1.1,2.261240112868975,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__high_imbalance_seed3201__K4-r001/c6_split_decision_ledger.csv,60433ae09f9609725adab6e4de54f8dd827d30d791215624ea4d1666fbff309b
stage4_1200s__high_imbalance_seed3201__K4-r012,stage4_1200s,high_imbalance_seed3201,K4-r012,4,0.12,1,L1,0.23749999999999999,0.47499999999999998,left,L1.0,L1.1,2.261240112868975,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__high_imbalance_seed3201__K4-r012/c6_split_decision_ledger.csv,bd1fcabb58c9204e2b0c0cd718e9bc20bb83a69b06937e21ce1e502f780a5244
stage4_1200s__high_imbalance_seed3201__K4-r050,stage4_1200s,high_imbalance_seed3201,K4-r050,4,0.5,1,L1,0.23749999999999999,0.47499999999999998,left,L1.0,L1.1,2.261240112868975,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__high_imbalance_seed3201__K4-r050/c6_split_decision_ledger.csv,06cc05ca29158b4466e9775d67d81a16928b74a8ed3f059d8f6a28a705af673b
stage4_1200s__moderate_seed3301__K4-r001,stage4_1200s,moderate_seed3301,K4-r001,4,0.01,1,L0,0,0.012288138166186287,left,L0.0,L0.1,0.040117041551011833,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__moderate_seed3301__K4-r001/c6_split_decision_ledger.csv,d08a80a14ad463dd7368580759dd5499096f00ccbfdce60bdb00fd1de9c99f54
stage4_1200s__moderate_seed3301__K4-r012,stage4_1200s,moderate_seed3301,K4-r012,4,0.12,1,L0,0,0.012288138166186287,left,L0.0,L0.1,0.040117041551011833,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__moderate_seed3301__K4-r012/c6_split_decision_ledger.csv,ba3fa06fd9911d617af9582a7a39725f4391eba2a5d00bd53981b5c5a48cc63e
stage4_1200s__moderate_seed3301__K4-r050,stage4_1200s,moderate_seed3301,K4-r050,4,0.5,1,L0,0,0.012288138166186287,left,L0.0,L0.1,0.040117041551011833,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__moderate_seed3301__K4-r050/c6_split_decision_ledger.csv,ff90948b80969cc7e5b72c1e595437a16645cefb892913140dbce2c16460cb56
stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r001,stage4_1200s,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,K1-r001,1,0.01,3,L0.1,0.010668503019890283,0.021337006039780566,right,L0.1.1,L0.1.0,0.017964388963836342,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-r001/c6_split_decision_ledger.csv,ed28727f2f78d9ff27e7b48599beef4bd40b7bc271b0f9d245de38f1df6d6fd9
stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K1-r001,stage4_1200s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K1-r001,1,0.01,2,L0.0,0,0.42925873066280273,left,L0.0.0,L0.0.1,0.64085743536993733,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K1-r001/c6_split_decision_ledger.csv,ecee3cb458aed2d71ab07cd33b2a026f7a481e27351a4b60f326a6cdf3744314
stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r001,stage4_1200s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r001,4,0.01,2,L2,0.42925873066280273,0.64388809599420416,right,L2.1,L2.0,0.83228260324293657,split,True,True,True,True,2,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r001/c6_split_decision_ledger.csv,3646dc7596ad47a02f104fcb81aaed117e8f62b1b4a63d77a93810c13c7f798d
stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r001,stage4_1200s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r001,4,0.01,3,L2.0,0.42925873066280273,0.53657341332850339,right,L2.0.1,L2.0.0,0.83228260324293657,split,True,True,True,True,1,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r001/c6_split_decision_ledger.csv,3646dc7596ad47a02f104fcb81aaed117e8f62b1b4a63d77a93810c13c7f798d
stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r001,stage4_1200s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r001,4,0.01,4,L2.0.0,0.42925873066280273,0.48291607199565306,right,L2.0.0.1,L2.0.0.0,0.83228260324293657,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r001/c6_split_decision_ledger.csv,3646dc7596ad47a02f104fcb81aaed117e8f62b1b4a63d77a93810c13c7f798d
stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r012,stage4_1200s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r012,4,0.12,2,L2,0.42925873066280273,0.64388809599420416,right,L2.1,L2.0,0.83228260324293657,split,True,True,True,True,2,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r012/c6_split_decision_ledger.csv,b2d6b8211fefb430310920035673e29fe6fbf1f0a42b6ed9f25c27e6e560d62d
stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r012,stage4_1200s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r012,4,0.12,3,L2.0,0.42925873066280273,0.53657341332850339,right,L2.0.1,L2.0.0,0.83228260324293657,split,True,True,True,True,1,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r012/c6_split_decision_ledger.csv,b2d6b8211fefb430310920035673e29fe6fbf1f0a42b6ed9f25c27e6e560d62d
stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r012,stage4_1200s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r012,4,0.12,4,L2.0.0,0.42925873066280273,0.48291607199565306,right,L2.0.0.1,L2.0.0.0,0.83228260324293657,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r012/c6_split_decision_ledger.csv,b2d6b8211fefb430310920035673e29fe6fbf1f0a42b6ed9f25c27e6e560d62d
stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r050,stage4_1200s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r050,4,0.5,2,L2,0.42925873066280273,0.64388809599420416,right,L2.1,L2.0,0.83228260324293657,split,True,True,True,True,2,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r050/c6_split_decision_ledger.csv,7c3cebd1ec2feab334efc48d7c28558ff0043b54e807df9f392173b343d536f1
stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r050,stage4_1200s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r050,4,0.5,3,L2.0,0.42925873066280273,0.53657341332850339,right,L2.0.1,L2.0.0,0.83228260324293657,split,True,True,True,True,1,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r050/c6_split_decision_ledger.csv,7c3cebd1ec2feab334efc48d7c28558ff0043b54e807df9f392173b343d536f1
stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r050,stage4_1200s,round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r050,4,0.5,4,L2.0.0,0.42925873066280273,0.48291607199565306,right,L2.0.0.1,L2.0.0.0,0.83228260324293657,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r050/c6_split_decision_ledger.csv,7c3cebd1ec2feab334efc48d7c28558ff0043b54e807df9f392173b343d536f1
stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001,stage4_1200s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r001,4,0.01,2,L0,0,0.12613596304105185,left,L0.0,L0.1,0.20218132964034852,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001/c6_split_decision_ledger.csv,0d805e0b9f35485ae02e24ae727c6fb3e95bb538b4c89481ff92ad0b96323e10
stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001,stage4_1200s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r001,4,0.01,4,L3,0.37840788912315554,0.50454385216420738,right,L3.1,L3.0,0.50092201704001205,split,True,True,True,True,4,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001/c6_split_decision_ledger.csv,0d805e0b9f35485ae02e24ae727c6fb3e95bb538b4c89481ff92ad0b96323e10
stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001,stage4_1200s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r001,4,0.01,5,L3.0,0.37840788912315554,0.44147587064368143,right,L3.0.1,L3.0.0,0.50092201704001205,split,True,True,True,True,3,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001/c6_split_decision_ledger.csv,0d805e0b9f35485ae02e24ae727c6fb3e95bb538b4c89481ff92ad0b96323e10
stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001,stage4_1200s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r001,4,0.01,6,L3.0.0,0.37840788912315554,0.40994187988341846,right,L3.0.0.1,L3.0.0.0,0.50092201704001205,split,True,True,True,True,2,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001/c6_split_decision_ledger.csv,0d805e0b9f35485ae02e24ae727c6fb3e95bb538b4c89481ff92ad0b96323e10
stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001,stage4_1200s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r001,4,0.01,7,L3.0.0.0,0.37840788912315554,0.39417488450328697,right,L3.0.0.0.1,L3.0.0.0.0,0.50092201704001205,split,True,True,True,True,1,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001/c6_split_decision_ledger.csv,0d805e0b9f35485ae02e24ae727c6fb3e95bb538b4c89481ff92ad0b96323e10
stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001,stage4_1200s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r001,4,0.01,8,L3.0.0.0.0,0.37840788912315554,0.38629138681322128,right,L3.0.0.0.0.1,L3.0.0.0.0.0,0.50092201704001205,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001/c6_split_decision_ledger.csv,0d805e0b9f35485ae02e24ae727c6fb3e95bb538b4c89481ff92ad0b96323e10
stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage4_1200s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r012,4,0.12,2,L0,0,0.12613596304105185,left,L0.0,L0.1,0.20218132964034852,split,True,True,True,True,0,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012/c6_split_decision_ledger.csv,174ddaf2e6513878985f04e182cba8acb8e0dc5ba56ad05786c15e4deb3326a8
stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage4_1200s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r012,4,0.12,4,L3,0.37840788912315554,0.50454385216420738,right,L3.1,L3.0,0.50092201704001205,split,True,True,True,True,4,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012/c6_split_decision_ledger.csv,174ddaf2e6513878985f04e182cba8acb8e0dc5ba56ad05786c15e4deb3326a8
stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage4_1200s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r012,4,0.12,5,L3.0,0.37840788912315554,0.44147587064368143,right,L3.0.1,L3.0.0,0.50092201704001205,split,True,True,True,True,3,0,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012/c6_split_decision_ledger.csv,174ddaf2e6513878985f04e182cba8acb8e0dc5ba56ad05786c15e4deb3326a8
