instance,algorithm,source_round,source_path,source_commit,source_tree,evidence_commit,evidence_tree,artifact_sha256,input_sha256,executable_sha256,solver_version,machine,process_cap_seconds,work,time_seconds,certificate,lower_bound,verified_upper_bound,gap,gi_300,gi_1200,gi_1800,comparison_timing,source_table
round39_small_hard_V10_M1_Q20_slot01_seed561355351,K4-r050,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__K4-r050/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,d69732d6f216b340fe5963880b949e0da917f9bbe0cb1714f5e7134bd9b49593,08cc363f365dec28647189686a8f1d7081f922d88e40c1ccac9c42e1b696893c,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1200.0,0.989274344317732,1.7449928,True,0.8585174613256055,0.8585174613256055,0.0,0.0020594046135105123,0.0005148511533776281,0.00034323410225175203,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage4_1200s_results.csv
round39_small_hard_V10_M1_Q20_slot01_seed561355351,P-GRB,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M1_Q20_slot01_seed561355351__P-GRB/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,b6eee22deed8635e7f183e445a4f5cea43c7ceaaacd7fb4965e75c6f79e2d82e,08cc363f365dec28647189686a8f1d7081f922d88e40c1ccac9c42e1b696893c,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1200.0,0.6229244358140683,0.9152555,True,0.8585174613256055,0.8585174613256055,0.0,0.00038141713701835353,9.535428425458838e-05,6.356952283639225e-05,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage4_1200s_results.csv
round39_small_hard_V10_M2_Q20_slot03_seed490008310,gamma-veto,45,results/gf_adaptive_timing_parametric_partition_round45/completion/full_run_matrix_results.csv#row_id=rerun19__validation__round39_small_hard_V10_M2_Q20_slot03_seed490008310__k4_gamma_veto,1313086b8d1e1b1c163a8bf1c4011f08e8534dc8,fd1378ef7f93f444049d21dba58e104a0fed446d,1313086b8d1e1b1c163a8bf1c4011f08e8534dc8,fd1378ef7f93f444049d21dba58e104a0fed446d,74b4f9bbe05d4d2efa712206ba46911c43c4851d55c8913a234ecbfd31c37edd,dbebfddba913f84028ddd0320c4981c67f861590b1acd1cd9bd443a6988226e7,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,3600,26.76030251129544,18.3306153,True,0.536441470025041,0.5364414700250417,1.4487249041378755e-15,,,,historical_same_machine_solver_longer_cap,results/gf_adaptive_timing_parametric_partition_round45/completion/full_run_matrix_results.csv
round39_small_hard_V10_M2_Q20_slot03_seed490008310,K1-r015,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V10_M2_Q20_slot03_seed490008310__K1-r015/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,98892a58795577147192e24d30a1a1daed658c228d4f441dc24fd41a241d6a2f,dbebfddba913f84028ddd0320c4981c67f861590b1acd1cd9bd443a6988226e7,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1800.0,10.769132505669324,8.0154996,True,0.5364414700250418,0.5364414700250417,0.0,0.009797210595708417,0.0024493026489271043,0.0016328684326180696,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage5_1800s_results.csv
round39_small_hard_V10_M2_Q20_slot03_seed490008310,K4-r001,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V10_M2_Q20_slot03_seed490008310__K4-r001/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,e2575ba4b4eab54b9d8c2497cfbd5ba15a947c05e4b0ae909f2f987b80b312bb,dbebfddba913f84028ddd0320c4981c67f861590b1acd1cd9bd443a6988226e7,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1800.0,12.14001897482193,9.1875754,True,0.5364414700250417,0.5364414700250417,0.0,0.010789650844723503,0.0026974127111808756,0.0017982751407872506,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage5_1800s_results.csv
round39_small_hard_V10_M2_Q20_slot03_seed490008310,P-GRB,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V10_M2_Q20_slot03_seed490008310__P-GRB/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,69028e341e9c4b293d0b961a92d12867ec330a299b95a450b678ba07ea3f4d97,dbebfddba913f84028ddd0320c4981c67f861590b1acd1cd9bd443a6988226e7,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1800.0,48.77868484649562,32.5827173,True,0.5364414700250419,0.5364414700250417,0.0,0.02697301866044795,0.006743254665111988,0.004495503110074658,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage5_1800s_results.csv
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,gamma-veto,45,results/gf_adaptive_timing_parametric_partition_round45/completion/full_run_matrix_results.csv#row_id=rerun19__material__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k4_gamma_veto,1313086b8d1e1b1c163a8bf1c4011f08e8534dc8,fd1378ef7f93f444049d21dba58e104a0fed446d,1313086b8d1e1b1c163a8bf1c4011f08e8534dc8,fd1378ef7f93f444049d21dba58e104a0fed446d,74b4f9bbe05d4d2efa712206ba46911c43c4851d55c8913a234ecbfd31c37edd,7c4b46a1932e53e6ae193d01085bcc226236ffdc01c03a27bdbb6ebb483455a8,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,3600,12.790784901266358,10.6884877,True,0.5045438521642065,0.5045438521642074,1.7603592153394453e-15,,,,historical_same_machine_solver_longer_cap,results/gf_adaptive_timing_parametric_partition_round45/completion/full_run_matrix_results.csv
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,no-adaptive,45,results/gf_adaptive_timing_parametric_partition_round45/completion/full_run_matrix_results.csv#row_id=sentinel__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__no-adaptive,1313086b8d1e1b1c163a8bf1c4011f08e8534dc8,fd1378ef7f93f444049d21dba58e104a0fed446d,1313086b8d1e1b1c163a8bf1c4011f08e8534dc8,fd1378ef7f93f444049d21dba58e104a0fed446d,74b4f9bbe05d4d2efa712206ba46911c43c4851d55c8913a234ecbfd31c37edd,7c4b46a1932e53e6ae193d01085bcc226236ffdc01c03a27bdbb6ebb483455a8,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,3600,11.712998210258387,9.9806634,True,0.5045438521642065,0.5045438521642074,1.7603592153394453e-15,,,,historical_same_machine_solver_longer_cap,results/gf_adaptive_timing_parametric_partition_round45/completion/full_run_matrix_results.csv
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K1-r015,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-r015/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,32faa57fc95f6ef5901c495ee24e7221d29052074f3ed57495faa0c689c76ee9,7c4b46a1932e53e6ae193d01085bcc226236ffdc01c03a27bdbb6ebb483455a8,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1800.0,8.991485297269257,6.9889521,True,0.5045438521642072,0.5045438521642074,4.400898038348613e-16,0.009797599889910344,0.002449399972477586,0.0016329333149850574,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage5_1800s_results.csv
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r001,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r001/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,270331857b04945380370130c5ebdf217a13d8261f420b87c48f113c457a1a15,7c4b46a1932e53e6ae193d01085bcc226236ffdc01c03a27bdbb6ebb483455a8,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1800.0,10.503884558425527,9.3577064,True,0.5045438521642074,0.5045438521642074,0.0,0.011454996271531638,0.0028637490678829094,0.001909166045255273,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage5_1800s_results.csv
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K4-r050,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,527962862564d59d8b3c4819ec98c2b255fe62c1891a37a71b79e506177c91c5,7c4b46a1932e53e6ae193d01085bcc226236ffdc01c03a27bdbb6ebb483455a8,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1200.0,10.503884558425527,9.1159507,True,0.5045438521642074,0.5045438521642074,0.0,0.011148509260160401,0.0027871273150401003,0.0018580848766934002,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage4_1200s_results.csv
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,P-GRB,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__P-GRB/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,44059a6b88a670a37b90a40855afd4a2f7b3e15b282404a5905b9bfb9ddfc2c2,7c4b46a1932e53e6ae193d01085bcc226236ffdc01c03a27bdbb6ebb483455a8,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1800.0,247.29863210454607,159.6051278,True,0.5045438474568696,0.5045438521642074,9.329888218111024e-09,0.23155178664399556,0.05788794666099889,0.03859196444066593,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage5_1800s_results.csv
round39_small_hard_V12_M2_Q20_slot06_seed258908503,gamma-veto,45,results/gf_adaptive_timing_parametric_partition_round45/completion/full_run_matrix_results.csv#row_id=rerun19__holdout__round39_small_hard_V12_M2_Q20_slot06_seed258908503__k4_gamma_veto,1313086b8d1e1b1c163a8bf1c4011f08e8534dc8,fd1378ef7f93f444049d21dba58e104a0fed446d,1313086b8d1e1b1c163a8bf1c4011f08e8534dc8,fd1378ef7f93f444049d21dba58e104a0fed446d,74b4f9bbe05d4d2efa712206ba46911c43c4851d55c8913a234ecbfd31c37edd,efb62df9be5433dfb5d2def59ee52399bfe10fb2bcc652954892def33e38b2fd,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,3600,15.494046739077783,14.3073536,True,0.7062530985290773,0.7062530985290749,0.0,,,,historical_same_machine_solver_longer_cap,results/gf_adaptive_timing_parametric_partition_round45/completion/full_run_matrix_results.csv
round39_small_hard_V12_M2_Q20_slot06_seed258908503,K1-r015,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K1-r015/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,76272bd4aaa3ea920a907500c014a853d7ba4a2d7ca4a59f4357141eb3204954,efb62df9be5433dfb5d2def59ee52399bfe10fb2bcc652954892def33e38b2fd,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1800.0,38.80867136188028,24.4948463,True,0.7062530985290736,0.7062530985290749,1.886388367463341e-15,0.013328019394555003,0.003332004848638751,0.0022213365657591673,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage5_1800s_results.csv
round39_small_hard_V12_M2_Q20_slot06_seed258908503,K4-r001,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K4-r001/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,4df98deb67b45288b7a476c85395e1985f522850bacd45953acd4f77ecd6305e,efb62df9be5433dfb5d2def59ee52399bfe10fb2bcc652954892def33e38b2fd,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1800.0,12.770682545305828,11.6839557,True,0.7062530985290749,0.7062530985290749,0.0,0.010373199219834173,0.0025932998049585433,0.0017288665366390287,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage5_1800s_results.csv
round39_small_hard_V12_M2_Q20_slot06_seed258908503,P-GRB,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__P-GRB/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,1e182e5c9da03364557ca4112aeed603f3a484447b9bac3e557cb4805a1c9d0c,efb62df9be5433dfb5d2def59ee52399bfe10fb2bcc652954892def33e38b2fd,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1800.0,66.468393110745,41.6932403,True,0.706253098529075,0.7062530985290749,0.0,0.038441743021260355,0.009610435755315089,0.006406957170210059,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage5_1800s_results.csv
round39_small_hard_V12_M3_Q20_slot07_seed621538683,gamma-veto,45,results/gf_adaptive_timing_parametric_partition_round45/completion/full_run_matrix_results.csv#row_id=rerun19__material__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k4_gamma_veto,1313086b8d1e1b1c163a8bf1c4011f08e8534dc8,fd1378ef7f93f444049d21dba58e104a0fed446d,1313086b8d1e1b1c163a8bf1c4011f08e8534dc8,fd1378ef7f93f444049d21dba58e104a0fed446d,74b4f9bbe05d4d2efa712206ba46911c43c4851d55c8913a234ecbfd31c37edd,963a8887d9c69a19824a0c250de4099a68b8c0e17288196b25cc46d74eb890b1,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,3600,145.12030221143516,85.95215,True,0.647116433455502,0.6471164334555021,1.715646469827287e-16,,,,historical_same_machine_solver_longer_cap,results/gf_adaptive_timing_parametric_partition_round45/completion/full_run_matrix_results.csv
round39_small_hard_V12_M3_Q20_slot07_seed621538683,K1-r015,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-r015/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,73f83c70c4b60f393016df86d909ac12c6ec04ec97aa300b9b93f4e313f1b883,963a8887d9c69a19824a0c250de4099a68b8c0e17288196b25cc46d74eb890b1,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1200.0,188.18035718118418,100.9722467,False,0.6471163029866588,0.6471164334555021,2.0161571633704306e-07,0.10144025925506517,0.025360216025553547,0.01690687788894114,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage4_1200s_results.csv
round39_small_hard_V12_M3_Q20_slot07_seed621538683,K4-r001,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K4-r001/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,a8d5477b2a0a444b7399e2d5e09c6516089892912b7383056c7faf2f1eddd74c,963a8887d9c69a19824a0c250de4099a68b8c0e17288196b25cc46d74eb890b1,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1200.0,138.4451303784979,76.5872622,False,0.6471162753807069,0.6471164334555021,2.442756619520684e-07,0.10084791210393389,0.025212161232729936,0.016808188913707275,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage4_1200s_results.csv
round39_small_hard_V12_M3_Q20_slot07_seed621538683,K4-r050,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K4-r050/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,87d021545b036a9956752d04e4ef017ce01654ad3aa86203b81984e44a2f874c,963a8887d9c69a19824a0c250de4099a68b8c0e17288196b25cc46d74eb890b1,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1200.0,138.4451303784979,76.6733797,False,0.6471162753807069,0.6471164334555021,2.442756619520684e-07,0.10069952131877742,0.02517506353644082,0.016783457116181198,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage4_1200s_results.csv
round39_small_hard_V12_M3_Q20_slot07_seed621538683,P-GRB,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__P-GRB/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,213cbff55eab6f4cafc008c331ef4d64ffda3f1628fa8bc5fe6f67f82fafe850,963a8887d9c69a19824a0c250de4099a68b8c0e17288196b25cc46d74eb890b1,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1200.0,2015.1128413729014,1180.2499285,False,0.5094943354610906,0.6471164334555021,0.2126697621624762,0.5210896187500655,0.33097241668637073,0.29153819851173923,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage4_1200s_results.csv
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,gamma-veto,45,results/gf_adaptive_timing_parametric_partition_round45/completion/full_run_matrix_results.csv#row_id=rerun19__material__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k4_gamma_veto,1313086b8d1e1b1c163a8bf1c4011f08e8534dc8,fd1378ef7f93f444049d21dba58e104a0fed446d,1313086b8d1e1b1c163a8bf1c4011f08e8534dc8,fd1378ef7f93f444049d21dba58e104a0fed446d,74b4f9bbe05d4d2efa712206ba46911c43c4851d55c8913a234ecbfd31c37edd,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,3600,168.80494107524342,98.4825417,True,0.5063433075651865,0.506343307565206,3.837100765558795e-14,,,,historical_same_machine_solver_longer_cap,results/gf_adaptive_timing_parametric_partition_round45/completion/full_run_matrix_results.csv
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,no-adaptive,45,results/gf_adaptive_timing_parametric_partition_round45/completion/full_run_matrix_results.csv#row_id=sentinel__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__no-adaptive,1313086b8d1e1b1c163a8bf1c4011f08e8534dc8,fd1378ef7f93f444049d21dba58e104a0fed446d,1313086b8d1e1b1c163a8bf1c4011f08e8534dc8,fd1378ef7f93f444049d21dba58e104a0fed446d,74b4f9bbe05d4d2efa712206ba46911c43c4851d55c8913a234ecbfd31c37edd,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,3600,164.0627711302263,95.8703216,True,0.5063433075651865,0.506343307565206,3.837100765558795e-14,,,,historical_same_machine_solver_longer_cap,results/gf_adaptive_timing_parametric_partition_round45/completion/full_run_matrix_results.csv
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K1-r015,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-r015/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,9dc4dec0331fa1e0db84175c9de5c9ac7fb3a440259ea91ede697329612969e5,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1800.0,740.6340681077912,417.0651251,True,0.5063432868918758,0.506343307565206,4.0828682536125e-08,0.21129863314544492,0.06409927172282175,0.04273284781521449,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage5_1800s_results.csv
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K4-r001,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r001/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,fe097625806217b22595e23bdc4d3967c85a20d8db33dfdf6d03140c3e0b72c9,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1800.0,133.73490192498448,78.8809124,True,0.5063433075652044,0.506343307565206,3.0696806124470356e-15,0.07099692172749544,0.01774923043187386,0.011832820287915907,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage5_1800s_results.csv
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K4-r050,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage4_1200s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K4-r050/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,0b50781ca6638cb159c47edf626023dea28fa9cf182a657df3d574e5ca240316,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1200.0,133.73490192498448,76.8689995,True,0.5063433075652044,0.506343307565206,3.0696806124470356e-15,0.06923385982518042,0.017308464956295105,0.01153897663753007,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage4_1200s_results.csv
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,P-GRB,46,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__P-GRB/result.json,36033fab439ceb76ff6c82a28a897f423a3a501d,545bb7629500f6154534a4b690769a78254fed79,a0b5f5f623d6adbbbbfa01c31d95aaf3d65d3dce,4cc1b162d0ccdab87610a3c8f2411a87798b9a84,bc98bf3645e857968a00eee72e23e3b18e59f5d3397bfdd2a1faec5a80130c09,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b,Gurobi 13.0.2 build v13.0.2rc1,WIN-3NO58RVQ4VC,1800.0,3152.2339036687963,1739.1272517,True,0.5063433046784893,0.506343307565206,5.701105555009818e-09,0.6509596068347505,0.3813393441214354,0.28361498587198525,historical_same_machine_solver_context,results/gf_c6_rho_k1_k4_screen_round46/stage5_1800s_results.csv
