vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
2,1,0,1,11,7,0,0,7,562.0873992321,420.0,11
2,2,1,11,23,0,6,7,1,637.5425039753142,360.0,9
2,3,11,23,18,6,0,1,7,319.61305952748035,360.0,10
2,4,23,18,16,6,0,7,13,412.9550928703471,360.0,9
2,5,18,16,24,0,7,13,6,162.64669593920698,420.0,11
2,6,16,24,2,7,0,6,13,627.9674005849903,420.0,7
2,7,24,2,7,0,6,13,7,793.8061234556277,360.0,9
2,8,2,7,8,0,5,7,2,390.5674204629165,300.0,8
2,9,7,8,17,6,0,2,8,190.57973793768915,360.0,10
2,10,8,17,10,0,8,8,0,351.44311164460424,480.0,10
2,11,17,10,9,7,0,0,7,303.8765979261303,420.0,12
2,12,10,9,26,7,0,7,14,520.5214340480194,420.0,9
2,13,9,26,4,0,5,14,9,1010.2762755639997,300.0,7
2,14,26,4,0,0,9,9,0,915.6665826927723,540.0,13
3,1,0,5,29,6,0,0,6,218.72047482827222,360.0,11
3,2,5,29,6,6,0,6,12,887.8721003787779,360.0,9
3,3,29,6,3,0,5,12,7,890.2555098817596,300.0,8
3,4,6,3,21,7,0,7,14,419.97332897786214,420.0,10
3,5,3,21,15,0,5,14,9,690.8882017972118,300.0,8
3,6,21,15,14,6,0,9,15,356.6992049739749,360.0,8
3,7,15,14,20,0,8,15,7,178.52420882979618,480.0,10
3,8,14,20,25,7,0,7,14,336.5242581832703,420.0,11
3,9,20,25,28,0,5,14,9,707.2478969152104,300.0,8
3,10,25,28,12,0,8,9,1,287.63526160056875,480.0,10
3,11,28,12,13,7,0,1,8,484.18290207263755,420.0,7
3,12,12,13,22,7,0,8,15,130.82446699138282,420.0,8
3,13,13,22,19,0,7,15,8,589.2618155315727,420.0,12
3,14,22,19,30,0,8,8,0,766.3158843494506,480.0,13
3,15,19,30,27,6,0,0,6,290.9012115857267,360.0,10
3,16,30,27,0,0,6,6,0,326.7134827037425,360.0,9
