station,initial_inventory,target_inventory,final_inventory
0,50000,0,50000
1,18,12,11
2,3,10,9
3,17,11,10
4,4,14,13
5,17,12,11
6,3,10,8
7,3,10,8
8,16,11,10
9,16,10,9
10,19,13,12
11,3,10,9
12,14,9,7
13,15,10,8
14,2,11,10
15,14,10,8
16,4,12,11
17,2,11,10
18,15,10,9
19,5,14,13
20,18,12,11
21,3,10,8
22,5,13,12
23,16,11,10
24,14,9,7
25,3,10,8
26,2,9,7
27,3,10,9
28,2,11,10
29,15,10,9
30,16,11,10
