interval_id,gamma_L,gamma_U,interval_lower_bound,incumbent_upper_bound,interval_status,reason,certificate_basis,requires_pricing_closure,pricing_closure_available,interval_bound_valid,bpc_nodes,open_nodes,generated_columns,cuts,pricing_calls,pricing_time_seconds,rmp_solve_time_seconds,relaxation_time_seconds,lower_bound_source,lower_bound_sources
0,0,0.146095990189,0.438287970567,0.438287970567,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,0.4539978,inventory_route_gini_relaxation,gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation
1,0.146095990189,0.292191980378,0.415850336973,0.438287970567,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,3.4619795,inventory_route_gini_relaxation,gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation
2,0.292191980378,0.438287970567,0.459110430898,0.438287970567,bound_fathomed,cheap_projection_bound,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,0.0005035,cheap_projection_bound,gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation
3,0.146095990189,0.219143985284,0.415850336973,0.438287970567,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,4.1477352,adaptive_split_inherited_inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
4,0.219143985284,0.292191980378,0.438287970567,0.438287970567,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,1.855454,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
5,0.146095990189,0.182619987736,0.438287970567,0.438287970567,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,2.5425312,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
6,0.182619987736,0.219143985284,0.427486826445,0.438287970567,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,3.6998774,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
7,0.182619987736,0.20088198651,0.427486826445,0.438287970567,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,3.8069973,adaptive_split_inherited_inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
8,0.20088198651,0.219143985284,0.438287970567,0.438287970567,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,2.0604403,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
9,0.182619987736,0.191750987123,0.438287970567,0.438287970567,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,2.2593529,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
10,0.191750987123,0.20088198651,0.436617825832,0.438287970567,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,4.009933,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
11,0.191750987123,0.196316486817,0.438287970567,0.438287970567,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,2.4352054,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
12,0.196316486817,0.20088198651,0.438287970567,0.438287970567,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,2.269178,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
