interval_id,gamma_L,gamma_U,interval_lower_bound,incumbent_upper_bound,interval_status,reason,certificate_basis,requires_pricing_closure,pricing_closure_available,interval_bound_valid,bpc_nodes,open_nodes,generated_columns,cuts,pricing_calls,pricing_time_seconds,rmp_solve_time_seconds,relaxation_time_seconds,lower_bound_source,lower_bound_sources
0,0,0.0582209592204,0.1226444885,0.174662877661,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,22.8180488,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation
1,0.0582209592204,0.116441918441,0.174662877661,0.174662877661,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,16.518062,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation
2,0.116441918441,0.174662877661,0.15136301548,0.174662877661,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,4.6086739,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation
3,0,0.0291104796102,0.1226444885,0.174662877661,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,4.2954356,adaptive_split_inherited_inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
4,0.0291104796102,0.0582209592204,0.1226444885,0.174662877661,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,3.4266618,adaptive_split_inherited_parent_lb,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
5,0,0.0145552398051,0.1226444885,0.174662877661,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,2.7312682,adaptive_split_inherited_adaptive_split_inherited_inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
6,0.0145552398051,0.0291104796102,0.1226444885,0.174662877661,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,2.1545699,adaptive_split_inherited_adaptive_split_inherited_inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
7,0.0291104796102,0.0436657194153,0.1226444885,0.174662877661,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,1.749014,adaptive_split_inherited_adaptive_split_inherited_parent_lb,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
8,0.0436657194153,0.0582209592204,0.1226444885,0.174662877661,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,1.2948903,adaptive_split_inherited_adaptive_split_inherited_parent_lb,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
9,0,0.00727761990255,0.1226444885,0.174662877661,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,1.2637606,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
10,0.00727761990255,0.0145552398051,0.1226444885,0.174662877661,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,0,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb
