interval_id,gamma_L,gamma_U,interval_lower_bound,incumbent_upper_bound,interval_status,reason,certificate_basis,requires_pricing_closure,pricing_closure_available,interval_bound_valid,bpc_nodes,open_nodes,generated_columns,cuts,pricing_calls,pricing_time_seconds,rmp_solve_time_seconds,relaxation_time_seconds,lower_bound_source,lower_bound_sources
0,0,0.145494515038,0.436483545114,0.436483545114,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,1.1486038,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation
1,0.145494515038,0.290989030076,0.27595994511,0.436483545114,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,22.3677856,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation
2,0.290989030076,0.436483545114,0.38792472402,0.436483545114,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,5.3666672,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation
3,0.145494515038,0.218241772557,0.436483545114,0.436483545114,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,3.7739835,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
4,0.218241772557,0.290989030076,0.34153462311,0.436483545114,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,13.0174673,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
5,0.218241772557,0.254615401317,0.436483545114,0.436483545114,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,3.7481189,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
6,0.254615401317,0.290989030076,0.37500160616,0.436483545114,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,2.9107077,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
7,0.254615401317,0.272802215696,0.37823520296,0.436483545114,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,2.320035,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
8,0.272802215696,0.290989030076,0.39358643478,0.436483545114,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,1.8005482,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
9,0.254615401317,0.263708808507,0.37823520296,0.436483545114,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,1.4687175,adaptive_split_inherited_inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
10,0.263708808507,0.272802215696,0.37823520296,0.436483545114,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,1.1569643,adaptive_split_inherited_inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
11,0.254615401317,0.259162104912,0.37823520296,0.436483545114,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,0.9725649,adaptive_split_inherited_adaptive_split_inherited_inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
12,0.259162104912,0.263708808507,0.37823520296,0.436483545114,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,0,adaptive_split_inherited_adaptive_split_inherited_inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb
