phase_index,leaf_id,target_kind,current_bound,target_bound,other_open_min_bound,verified_cutoff,status,native_status,native_bound,target_reached,exact_closure,requeued,solver_runtime,work,nodes,event_source
1,L2.0,next_leaf,2.24106,2.27128,2.27128,2.37232,target_reached_requeue,"INTERRUPTED",2.32271,1,0,1,0.164,0.291967,1,"c6_next_strict_frontier_bound_reached_requeue"
1,L2.1,next_leaf,2.27128,2.32271,2.32271,2.37232,target_reached_requeue,"INTERRUPTED",2.32807,1,0,1,0.42,0.584828,1,"c6_next_strict_frontier_bound_reached_requeue"
1,L2.0.1,next_leaf,2.32271,2.32807,2.32807,2.37232,target_reached_requeue,"INTERRUPTED",2.33195,1,0,1,0.167,0.289777,1,"c6_next_strict_frontier_bound_reached_requeue"
