leaf_id,attempt,time_limit_seconds,solver_runtime_seconds,work,nodes,simplex_iterations,barrier_iterations,cumulative_runtime,cumulative_work,cumulative_nodes,cumulative_simplex_iterations,cumulative_barrier_iterations,optimize_return_code
L0,0,30,14.321,29.3298,55,83504,0,14.321,29.3298,55,83504,0,0
L1,0,30,30.005,63.1934,79,116593,0,30.005,63.1934,79,116593,0,0
L1,1,47.6995,47.702,108.333,638,362914,0,77.707,171.526,717,479507,0,0
