telemetry_seconds,event,leaf_id,gamma_L,gamma_U,status,global_lb,verified_ub,detail
32.7858,lp_complete,L0,0,0.151882,infeasible,0,0.607529,"complete_lp_relaxation"
37.6174,lp_complete,L1,0.151882,0.303765,optimal,0.303765,0.607529,"complete_lp_relaxation"
48.7315,atomic_split,L1,0.151882,0.303765,replaced,0.303765,0.607529,"strict_child_lp_bound_improvement"
54.0457,lp_complete,L2,0.303765,0.455647,optimal,0.444302,0.607529,"complete_lp_relaxation"
63.0055,atomic_split,L2,0.303765,0.455647,replaced,0.444302,0.607529,"child_lp_infeasible"
77.3598,atomic_split,L1.0,0.151882,0.227823,replaced,0.455647,0.607529,"child_lp_infeasible"
81.0515,lp_complete,L3,0.455647,0.607529,infeasible,0.455647,0.607529,"complete_lp_relaxation"
91.3751,atomic_split,L1.0.1,0.189853,0.227823,replaced,0.478225,0.607529,"strict_child_lp_bound_improvement"
102.277,atomic_split,L1.0.1.1,0.208838,0.227823,replaced,0.478736,0.607529,"strict_child_lp_bound_improvement"
113.784,atomic_split,L1.0.1.1.0,0.208838,0.218331,replaced,0.479796,0.607529,"strict_child_lp_bound_improvement"
125.473,atomic_split,L1.0.1.1.0.0,0.208838,0.213585,replaced,0.480986,0.607529,"strict_child_lp_bound_improvement"
135.504,atomic_split,L1.0.1.1.0.0.1,0.211211,0.213585,replaced,0.48165,0.607529,"strict_child_lp_bound_improvement"
149.696,atomic_split,L1.0.1.1.0.0.1.1,0.212398,0.213585,replaced,0.481782,0.607529,"strict_child_lp_bound_improvement"
160.08,atomic_split,L1.0.1.1.0.1,0.213585,0.218331,replaced,0.481878,0.607529,"strict_child_lp_bound_improvement"
177.571,terminal_mip_complete,L1.0.1.1.0.0.1.1.0,0.212398,0.212991,"INFEASIBLE",0.481898,0.607529,"native_terminal_mip_infeasible"
189.826,atomic_split,L1.0.1.1.0.1.0,0.213585,0.215958,replaced,0.481984,0.607529,"strict_child_lp_bound_improvement"
