station,initial_inventory,target_inventory,final_inventory
0,50000,0,50000
1,8,13,8
2,6,11,6
3,18,10,18
4,8,16,8
5,22,12,15
6,8,14,8
7,6,11,11
8,5,8,5
9,14,8,14
10,20,11,20
11,7,13,13
12,16,9,16
13,5,10,5
14,6,11,6
15,23,13,17
16,19,12,19
17,18,10,18
18,5,10,5
19,6,11,6
20,18,10,18
21,19,11,19
22,7,17,7
23,19,11,19
24,3,4,3
25,22,13,16
26,17,9,17
27,6,13,13
28,14,8,14
29,6,10,6
30,17,10,17
