leaf_id,attempt,time_limit_seconds,solver_runtime_seconds,work,nodes,simplex_iterations,barrier_iterations,cumulative_runtime,cumulative_work,cumulative_nodes,cumulative_simplex_iterations,cumulative_barrier_iterations,optimize_return_code
L0,0,30,0.298,0.490128,0,0,0,0.298,0.490128,0,0,0,0
L1,0,30,0.4,0.801655,1,638,0,0.4,0.801655,1,638,0,0
L2,0,30,30.01,53.5821,630,77789,0,30.01,53.5821,630,77789,0,0
L3,0,30,0.442,0.943456,1,1005,0,0.442,0.943456,1,1005,0,0
L2,1,60,60.003,133.083,1468,262763,0,90.013,186.665,2098,340552,0,0
L2.0,0,7.19477,7.196,9.18768,1,7920,0,7.196,9.18768,1,7920,0,0
