telemetry_seconds,event,leaf_id,global_lb,verified_ub
0.0130194,initialize,R,0,0.718504
0.289154,lp_complete,R,0.318536,0.718504
0.289181,atomic_split,R,0.318536,0.718504
0.583028,lp_infeasible,R.0,0.318536,0.718504
0.859846,lp_complete,R.1,0.581281,0.718504
0.859872,atomic_split,R.1,0.581281,0.718504
1.13604,lp_complete,R.1.0,0.581281,0.718504
1.13607,atomic_split,R.1.0,0.581281,0.718504
1.40166,lp_infeasible,R.1.1,0.589563,0.718504
1.68399,lp_complete,R.1.0.0,0.589563,0.718504
1.68401,atomic_split,R.1.0.0,0.589563,0.718504
1.9576,lp_complete,R.1.0.1,0.595217,0.718504
1.95763,atomic_split,R.1.0.1,0.595217,0.718504
2.37711,lp_infeasible,R.1.0.0.0,0.595217,0.718504
2.65526,lp_complete,R.1.0.0.1,0.625983,0.718504
2.65529,atomic_split,R.1.0.0.1,0.625983,0.718504
2.93079,lp_complete,R.1.0.0.1.0,0.625983,0.718504
2.93081,atomic_split,R.1.0.0.1.0,0.625983,0.718504
3.21982,lp_complete,R.1.0.0.1.1,0.633823,0.718504
3.21986,atomic_split,R.1.0.0.1.1,0.633823,0.718504
3.49763,lp_complete,R.1.0.0.1.0.0,0.633823,0.718504
3.49766,atomic_split,R.1.0.0.1.0.0,0.633823,0.718504
3.78155,lp_complete,R.1.0.0.1.0.1,0.640663,0.718504
3.78158,atomic_split,R.1.0.0.1.0.1,0.640663,0.718504
4.06073,lp_complete,R.1.0.0.1.0.0.1,0.640663,0.718504
4.06076,atomic_split,R.1.0.0.1.0.0.1,0.640663,0.718504
4.43516,lp_infeasible,R.1.0.0.1.0.0.0,0.641252,0.718504
4.7076,lp_complete,R.1.0.0.1.0.1.0,0.641252,0.718504
4.70764,atomic_split,R.1.0.0.1.0.1.0,0.641252,0.718504
4.98377,lp_complete,R.1.0.0.1.0.1.1,0.641917,0.718504
4.98381,atomic_split,R.1.0.0.1.0.1.1,0.641917,0.718504
5.27567,lp_complete,R.1.0.0.1.1.0,0.641917,0.718504
5.2757,atomic_split,R.1.0.0.1.1.0,0.641917,0.718504
5.54932,lp_complete,R.1.0.0.1.1.1,0.643543,0.718504
5.54935,atomic_split,R.1.0.0.1.1.1,0.643543,0.718504
5.82233,lp_complete,R.1.0.0.1.1.0.1,0.643543,0.718504
5.82236,atomic_split,R.1.0.0.1.1.0.1,0.643543,0.718504
6.10179,lp_complete,R.1.0.0.1.1.0.0,0.644371,0.718504
6.10195,atomic_split,R.1.0.0.1.1.0.0,0.644371,0.718504
6.3725,lp_complete,R.1.0.0.1.0.0.1.0,0.644371,0.718504
6.37253,atomic_split,R.1.0.0.1.0.0.1.0,0.644371,0.718504
6.64958,lp_complete,R.1.0.0.1.0.0.1.1,0.644628,0.718504
6.64962,atomic_split,R.1.0.0.1.0.0.1.1,0.644628,0.718504
6.92166,lp_complete,R.1.0.0.1.0.1.0.1,0.644628,0.718504
6.92169,atomic_split,R.1.0.0.1.0.1.0.1,0.644628,0.718504
7.19559,lp_complete,R.1.0.0.1.0.1.0.0,0.644964,0.718504
7.19575,atomic_split,R.1.0.0.1.0.1.0.0,0.644964,0.718504
7.49313,lp_complete,R.1.0.0.1.0.1.1.0,0.644964,0.718504
7.49317,atomic_split,R.1.0.0.1.0.1.1.0,0.644964,0.718504
7.7715,lp_complete,R.1.0.0.1.0.1.1.1,0.645853,0.718504
7.77154,atomic_split,R.1.0.0.1.0.1.1.1,0.645853,0.718504
8.04276,lp_complete,R.1.0.0.1.1.0.0.0,0.645853,0.718504
8.04292,atomic_split,R.1.0.0.1.1.0.0.0,0.645853,0.718504
8.31677,lp_complete,R.1.0.0.1.1.0.0.1,0.646145,0.718504
8.3168,atomic_split,R.1.0.0.1.1.0.0.1,0.646145,0.718504
8.69828,lp_infeasible,R.1.0.0.1.0.0.1.0.0,0.646145,0.718504
8.96533,lp_complete,R.1.0.0.1.0.0.1.0.1,0.646226,0.718504
8.96537,atomic_split,R.1.0.0.1.0.0.1.0.1,0.646226,0.718504
9.2442,lp_complete,R.1.0.0.1.0.0.1.1.1,0.646226,0.718504
9.24423,atomic_split,R.1.0.0.1.0.0.1.1.1,0.646226,0.718504
9.51865,lp_complete,R.1.0.0.1.0.0.1.1.0,0.646353,0.718504
9.51868,atomic_split,R.1.0.0.1.0.0.1.1.0,0.646353,0.718504
9.79089,lp_complete,R.1.0.0.1.0.1.0.0.0,0.646353,0.718504
9.79093,atomic_split,R.1.0.0.1.0.1.0.0.0,0.646353,0.718504
10.0647,lp_complete,R.1.0.0.1.0.1.0.0.1,0.646492,0.718504
10.0648,atomic_split,R.1.0.0.1.0.1.0.0.1,0.646492,0.718504
10.3356,lp_complete,R.1.0.0.1.0.1.0.1.0,0.646492,0.718504
10.3357,atomic_split,R.1.0.0.1.0.1.0.1.0,0.646492,0.718504
10.6125,lp_complete,R.1.0.0.1.0.1.0.1.1,0.64665,0.718504
10.6126,atomic_split,R.1.0.0.1.0.1.0.1.1,0.64665,0.718504
10.8803,lp_complete,R.1.0.0.1.0.1.1.0.1,0.64665,0.718504
10.8803,atomic_split,R.1.0.0.1.0.1.1.0.1,0.64665,0.718504
11.1643,lp_complete,R.1.0.0.1.0.1.1.0.0,0.646819,0.718504
11.1643,atomic_split,R.1.0.0.1.0.1.1.0.0,0.646819,0.718504
11.4749,lp_complete,R.1.0.0.1.0.1.1.1.0,0.646819,0.718504
11.4749,atomic_split,R.1.0.0.1.0.1.1.1.0,0.646819,0.718504
11.7435,lp_complete,R.1.0.0.1.0.1.1.1.1,0.647069,0.718504
11.7437,atomic_split,R.1.0.0.1.0.1.1.1.1,0.647069,0.718504
12.1355,lp_infeasible,R.1.0.0.1.0.0.1.0.1.0,0.647069,0.718504
12.4071,lp_complete,R.1.0.0.1.0.0.1.0.1.1,0.647096,0.718504
12.9201,terminal_mip_complete,R.1.0.0.1.0.0.1.0.1.1,0.647096,0.718504
13.1887,lp_complete,R.1.0.0.1.0.0.1.1.0.0,0.647096,0.718504
13.753,terminal_mip_complete,R.1.0.0.1.0.0.1.1.0.0,0.647096,0.718504
14.022,lp_complete,R.1.0.0.1.0.0.1.1.0.1,0.647117,0.718504
14.5596,terminal_mip_complete,R.1.0.0.1.0.0.1.1.0.1,0.647117,0.718504
14.8392,lp_complete,R.1.0.0.1.1.0.0.0.1,0.647117,0.718504
14.8393,atomic_split,R.1.0.0.1.1.0.0.0.1,0.647117,0.718504
15.1124,lp_complete,R.1.0.0.1.1.0.0.0.0,0.647153,0.718504
15.1125,atomic_split,R.1.0.0.1.1.0.0.0.0,0.647153,0.718504
15.388,lp_complete,R.1.0.0.1.0.0.1.1.1.1,0.647153,0.718504
16.3354,terminal_mip_complete,R.1.0.0.1.0.0.1.1.1.1,0.647153,0.718504
16.6043,lp_complete,R.1.0.0.1.0.0.1.1.1.0,0.647217,0.718504
17.0875,terminal_mip_complete,R.1.0.0.1.0.0.1.1.1.0,0.647217,0.718504
17.3663,lp_complete,R.1.0.0.1.0.1.0.0.0.0,0.647217,0.718504
18.3207,terminal_mip_complete,R.1.0.0.1.0.1.0.0.0.0,0.647217,0.718504
18.5925,lp_complete,R.1.0.0.1.0.1.0.0.0.1,0.647283,0.718504
