station,initial_inventory,target_inventory,final_inventory
0,50000,0,50000
1,20,31,31
2,10,15,15
3,7,11,11
4,22,16,16
5,12,18,18
6,9,14,14
7,18,28,28
8,33,24,24
9,6,10,10
10,24,18,18
11,18,13,13
12,45,33,33
13,19,33,33
14,8,13,13
15,10,16,16
16,11,8,8
17,22,16,16
18,15,11,11
19,18,13,13
20,7,11,11
21,11,8,8
22,7,11,11
23,18,13,13
24,22,16,16
25,7,11,11
26,36,26,26
27,16,12,12
28,37,28,28
29,10,16,16
30,8,13,13
