vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,24,12,6,0,0,6,552.5926532153558,360.0,16
0,2,24,12,14,12,0,6,18,948.7150213493696,720.0,33
0,3,12,14,10,0,5,18,13,1285.7853662814287,300.0,13
0,4,14,10,26,6,0,13,19,1090.3403921592533,360.0,18
0,5,10,26,3,10,0,19,29,224.29906988467465,600.0,26
0,6,26,3,1,0,4,29,25,353.8124355562175,240.0,11
0,7,3,1,20,0,11,25,14,1217.791296581009,660.0,31
0,8,1,20,22,0,4,14,10,589.6430544582881,240.0,11
0,9,20,22,5,0,4,10,6,542.6378126663402,240.0,11
0,10,22,5,0,0,6,6,0,732.5149543503741,360.0,18
1,1,0,28,9,9,0,0,9,482.90495888888626,540.0,28
1,2,28,9,21,0,4,9,5,625.1666073363898,240.0,10
1,3,9,21,30,3,0,5,8,524.7280458981855,180.0,8
1,4,21,30,18,0,5,8,3,507.10521805641923,300.0,13
1,5,30,18,16,4,0,3,7,206.51849024023792,240.0,11
1,6,18,16,25,3,0,7,10,686.227025727657,180.0,8
1,7,16,25,2,0,4,10,6,546.3924880130324,240.0,11
1,8,25,2,19,0,5,6,1,350.9764243589546,300.0,15
1,9,2,19,11,5,0,1,6,962.9554746399663,300.0,13
1,10,19,11,29,5,0,6,11,731.1810373292142,300.0,13
1,11,11,29,6,0,6,11,5,395.72773802518395,360.0,16
1,12,29,6,0,0,5,5,0,312.7129005455666,300.0,14
2,1,0,8,17,9,0,0,9,813.2103845355555,540.0,24
2,2,8,17,4,6,0,9,15,930.1429113228311,360.0,16
2,3,17,4,27,6,0,15,21,1292.6093222156405,360.0,16
2,4,4,27,7,4,0,21,25,1605.5810418488081,240.0,12
2,5,27,7,15,0,10,25,15,216.4929747043452,600.0,28
2,6,7,15,23,0,6,15,9,345.3416548450088,360.0,16
2,7,15,23,13,5,0,9,14,1848.7331021257912,300.0,13
2,8,23,13,0,0,14,14,0,759.9010091164713,840.0,33
