vehicle,used,nodes,vehicle_capacity,travel_time,operation_time,route_duration,route_time_limit,route_utilization,final_depot_unload
0,True,"[0,38,30,19,41,50,14,25,31,47,12,48,32,0]",30,9139.99028209388,6600.0,15739.99028209388,18000.0,0.8744439045607711,17
1,True,"[0,49,42,13,29,27,37,7,20,23,34,44,10,16,26,11,0]",30,9199.548501681104,8040.0,17239.548501681104,18000.0,0.9577526945378391,24
2,True,"[0,2,24,40,15,39,4,21,18,33,43,36,35,8,5,22,0]",30,10650.789471701299,6720.0,17370.789471701297,18000.0,0.965043859538961,8
3,True,"[0,17,45,46,9,6,1,3,28,0]",30,4422.853797174426,5640.0,10062.853797174426,18000.0,0.559047433176357,26
